,Jugador,Temporada,Dato,Ultimo_club,Nuevo_club,Valor,Coste
24732,3809.0,13/14,25/07/2013,Hércules CF,FC Barcelona B,"1,50 mill. €",Libre
24733,3809.0,12/13,31/08/2012,Racing,Hércules CF,500 miles €,Libre
24734,3809.0,10/11,30/06/2011,UD Salamanca,Racing,500 miles €,Fin de préstamo
24735,3809.0,10/11,01/01/2011,Racing,UD Salamanca,500 miles €,Préstamo
24736,3809.0,08/09,01/07/2008,Racing B,Racing,-,-
24737,3810.0,16/17,02/07/2016,RC Deportivo,Real Zaragoza,"1,00 mill. €",Libre
24738,3810.0,15/16,23/07/2015,Villarreal CF,RC Deportivo,"1,50 mill. €",Libre
24739,3810.0,14/15,30/06/2015,Atlético Madrid,Villarreal CF,"1,50 mill. €",Fin de préstamo
24740,3810.0,14/15,07/01/2015,Villarreal CF,Atlético Madrid,"2,50 mill. €",Préstamo
24741,3810.0,06/07,01/07/2006,Real Zaragoza,Villarreal CF,"11,00 mill. €","11,00 mill. €"
24742,3810.0,00/01,30/06/2001,Utebo FC,Real Zaragoza,-,Fin de préstamo
24743,3810.0,00/01,01/08/2000,Real Zaragoza,Utebo FC,-,Préstamo
24744,3810.0,00/01,01/07/2000,Real Zaragoza B,Real Zaragoza,-,-
24745,3811.0,16/17,11/07/2016,Sporting,Real Zaragoza,800 miles €,Libre
24746,3811.0,13/14,01/07/2013,Sporting B,Sporting,300 miles €,-
24747,3812.0,16/17,08/02/2017,Rayo OKC,Real Zaragoza,975 miles €,Libre
24748,3812.0,15/16,10/03/2016,Sin equipo,Rayo OKC,"2,00 mill. €",-
24749,3812.0,15/16,17/07/2015,West Brom,Sin equipo,"2,00 mill. €",-
24750,3812.0,14/15,30/06/2015,Hilal,West Brom,"3,00 mill. €",Fin de préstamo
24751,3812.0,14/15,05/02/2015,West Brom,Hilal,"3,00 mill. €",Préstamo
24752,3812.0,14/15,22/08/2014,Celtic FC,West Brom,"3,00 mill. €",Libre
24753,3812.0,08/09,15/07/2008,Manchester City,Celtic FC,"3,00 mill. €","2,50 mill. €"
24754,3812.0,07/08,01/05/2008,Celtic FC,Manchester City,"4,00 mill. €",Fin de préstamo
24755,3812.0,07/08,01/01/2008,Manchester City,Celtic FC,"8,00 mill. €",Préstamo
24756,3812.0,05/06,01/01/2006,SC Heerenveen,Manchester City,"3,00 mill. €","8,50 mill. €"
24757,3812.0,02/03,01/07/2002,Heerenveen U19,SC Heerenveen,-,-
24758,3812.0,00/01,01/07/2000,OFI Kreta U20,Heerenveen U19,-,Libre
24759,3813.0,16/17,13/07/2016,Levante UD,Real Zaragoza,"1,20 mill. €",Libre
24760,3813.0,13/14,01/07/2013,Elche CF,Levante UD,"3,00 mill. €",Libre
24761,3813.0,10/11,01/07/2010,Girona FC,Elche CF,"1,00 mill. €",Libre
24762,3813.0,06/07,01/07/2006,RCD Espanyol B,Girona FC,-,?
24763,3813.0,05/06,01/07/2005,FE Figueres,RCD Espanyol B,-,?
24764,3814.0,16/17,10/08/2016,CD Ebro,Real Zaragoza,300 miles €,Libre
24765,3814.0,14/15,01/07/2014,SD Ejea,CD Ebro,-,Libre
24766,3814.0,13/14,01/07/2013,CD Ebro,SD Ejea,-,Libre
24767,3814.0,12/13,01/07/2012,Real Zaragoza B,CD Ebro,-,Libre
24768,3814.0,09/10,01/07/2009,Zaragoza Juv.,Real Zaragoza B,-,-
24769,3815.0,15/16,30/01/2016,Asteras Tripoli,Real Zaragoza,800 miles €,Libre
24770,3815.0,15/16,04/07/2015,Espanyol,Asteras Tripoli,800 miles €,Libre
24771,3815.0,14/15,30/06/2015,Alavés,Espanyol,"1,00 mill. €",Fin de préstamo
24772,3815.0,14/15,20/01/2015,Espanyol,Alavés,"1,50 mill. €",Préstamo
24773,3815.0,13/14,01/07/2013,CE Sabadell,Espanyol,"1,50 mill. €",Libre
24774,3815.0,11/12,01/07/2011,SD Eibar,CE Sabadell,-,Libre
24775,3815.0,10/11,01/08/2010,Sant Andreu,SD Eibar,-,?
24776,3815.0,07/08,01/01/2008,Real Oviedo,Sant Andreu,50 miles €,?
24777,3815.0,07/08,01/07/2007,UE Lleida,Real Oviedo,50 miles €,?
24778,3815.0,05/06,01/07/2005,Barça Juvenil A,UE Lleida,50 miles €,Libre
24779,3816.0,15/16,13/07/2015,SD Eibar,Real Zaragoza,800 miles €,Libre
24780,3816.0,14/15,10/07/2014,Levante UD,SD Eibar,"1,00 mill. €",Libre
24781,3816.0,12/13,30/06/2013,Elche CF,Levante UD,"1,50 mill. €",Fin de préstamo
24782,3816.0,12/13,31/01/2013,Levante UD,Elche CF,"1,50 mill. €",Préstamo
24783,3816.0,12/13,01/07/2012,Elche CF,Levante UD,"1,50 mill. €",Libre
24784,3816.0,10/11,01/07/2010,CD Tenerife,Elche CF,"1,00 mill. €",Libre
24785,3816.0,07/08,30/06/2008,CA Osasuna B,CD Tenerife,-,Fin de préstamo
24786,3816.0,07/08,01/01/2008,CD Tenerife,CA Osasuna B,200 miles €,Préstamo
24787,3816.0,07/08,31/12/2007,R. M. Castilla,CD Tenerife,200 miles €,Fin de préstamo
24788,3816.0,07/08,01/07/2007,CD Tenerife,R. M. Castilla,-,Préstamo
24789,3816.0,05/06,01/07/2005,CD Tenerife B,CD Tenerife,-,-
24790,3817.0,15/16,22/01/2016,FC Barcelona B,Real Zaragoza,-,Libre
24791,3817.0,12/13,01/07/2012,Barça Juvenil A,FC Barcelona B,100 miles €,-
24792,3817.0,11/12,01/07/2011,Barcelona Cad.,Barça Juvenil A,-,-
24793,3818.0,16/17,23/07/2016,Rayo Vallecano,Elche CF,"1,00 mill. €",Libre
24794,3818.0,15/16,06/08/2015,Córdoba CF,Rayo Vallecano,600 miles €,100 miles €
24795,3818.0,13/14,02/07/2013,Hércules CF,Córdoba CF,200 miles €,Libre
24796,3818.0,11/12,01/07/2011,Rayo Vallecano,Hércules CF,-,?
24797,3818.0,10/11,01/06/2011,Rayo B,Rayo Vallecano,-,-
24798,3819.0,16/17,06/08/2016,Espanyol,Elche CF,200 miles €,Libre
24799,3819.0,15/16,30/06/2016,Girona FC,Espanyol,200 miles €,Fin de préstamo
24800,3819.0,15/16,18/08/2015,Espanyol,Girona FC,200 miles €,Préstamo
24801,3819.0,14/15,30/06/2015,Racing,Espanyol,200 miles €,Fin de préstamo
24802,3819.0,14/15,22/01/2015,Espanyol,Racing,200 miles €,Préstamo
24803,3819.0,13/14,01/07/2013,RCD Espanyol B,Espanyol,200 miles €,-
24804,3819.0,12/13,01/07/2012,Esp. Juvenil A,RCD Espanyol B,-,-
24805,3820.0,16/17,31/01/2017,Buriram Utd.,Elche CF,"1,00 mill. €",Préstamo
24806,3820.0,13/14,27/04/2014,Celta de Vigo,Buriram Utd.,"1,50 mill. €",Libre
24807,3820.0,13/14,26/04/2014,B. Jerusalem,Celta de Vigo,"1,50 mill. €",Fin de préstamo
24808,3820.0,13/14,14/09/2013,Celta de Vigo,B. Jerusalem,"1,50 mill. €",Préstamo
24809,3820.0,09/10,01/01/2010,Celta B,Celta de Vigo,-,-
24810,3820.0,06/07,01/07/2006,Celta Juvenil A,Celta B,-,-
24811,3821.0,15/16,08/08/2015,Sin equipo,Elche CF,300 miles €,-
24812,3821.0,14/15,07/03/2015,NY Red Bulls,Sin equipo,300 miles €,-
24813,3821.0,13/14,23/01/2014,Córdoba CF,NY Red Bulls,200 miles €,Libre
24814,3821.0,12/13,01/01/2013,Veracruz,Córdoba CF,300 miles €,Libre
24815,3821.0,12/13,01/07/2012,FC Barcelona B,Veracruz,300 miles €,Libre
24816,3821.0,09/10,01/12/2009,FC Cartagena,FC Barcelona B,-,Libre
24817,3821.0,08/09,01/12/2008,Levante UD,FC Cartagena,200 miles €,Libre
24818,3821.0,07/08,01/12/2007,Levante B,Levante UD,-,-
24819,3821.0,07/08,01/12/2007,Málaga CF,Levante B,-,Libre
24820,3821.0,06/07,01/12/2006,Málaga B,Málaga CF,-,-
24821,3821.0,04/05,01/12/2004,Málaga Juv. A,Málaga B,-,-
24822,3821.0,02/03,01/12/2002,Motril CF,Málaga Juv. A,-,?
24823,3822.0,14/15,27/07/2014,Elche Ilicitano,Elche CF,200 miles €,-
24824,3822.0,13/14,01/07/2013,UD Salamanca,Elche Ilicitano,200 miles €,Libre
24825,3822.0,10/11,01/07/2010,Salamanca B,UD Salamanca,-,-
24826,3823.0,16/17,12/07/2016,Real Oviedo,Elche CF,300 miles €,Libre
24827,3823.0,15/16,22/01/2016,Cádiz CF,Real Oviedo,-,Libre
24828,3823.0,12/13,01/01/2013,Zamora CF,Cádiz CF,-,Libre
24829,3823.0,11/12,01/07/2011,Alavés,Zamora CF,-,Libre
24830,3823.0,10/11,01/07/2010,Elche Ilicitano,Alavés,-,Libre
24831,3824.0,16/17,01/07/2016,Alavés,Elche CF,300 miles €,Libre
24832,3824.0,15/16,01/07/2015,Elche CF,Alavés,300 miles €,Libre
24833,3824.0,10/11,01/08/2010,Rayo Vallecano,Elche CF,800 miles €,Libre
24834,3824.0,09/10,01/07/2009,UD Salamanca,Rayo Vallecano,"1,00 mill. €",Libre
24835,3824.0,07/08,01/07/2007,Hércules CF,UD Salamanca,-,?
24836,3824.0,04/05,01/07/2004,Girona FC,Hércules CF,-,?
24837,3824.0,03/04,01/07/2003,Real Zaragoza B,Girona FC,-,?
24838,3824.0,01/02,01/07/2001,RCD Mallorca B,Real Zaragoza B,-,?
24839,3824.0,00/01,01/07/2000,RCD Espanyol B,RCD Mallorca B,-,?
24840,3824.0,98/99,01/07/1998,Esp. Juvenil A,RCD Espanyol B,-,-
24841,3824.0,97/98,01/07/1997,Barça Juvenil A,Esp. Juvenil A,-,?
24842,3825.0,16/17,01/07/2016,Bilbao Athletic,Elche CF,400 miles €,Préstamo
24843,3825.0,14/15,01/07/2014,CD Basconia,Bilbao Athletic,-,-
24844,3825.0,13/14,01/07/2013,Athletic Juv. A,CD Basconia,-,-
24845,3826.0,16/17,11/08/2016,inactivo,Elche CF,-,-
24846,3826.0,15/16,13/08/2015,Elche CF,inactivo,-,-
24847,3826.0,10/11,01/07/2010,Rayo Vallecano,Elche CF,800 miles €,?
24848,3826.0,09/10,01/07/2009,Alavés,Rayo Vallecano,700 miles €,?
24849,3826.0,08/09,01/07/2008,Hércules CF,Alavés,700 miles €,Libre
24850,3826.0,06/07,01/07/2006,Alicante CF,Hércules CF,-,?
24851,3826.0,04/05,01/07/2004,Novelda CF,Alicante CF,-,?
24852,3826.0,03/04,01/07/2003,RCD Espanyol B,Novelda CF,-,?
24853,3826.0,00/01,01/07/2000,CD Tortosa,RCD Espanyol B,-,?
24854,3826.0,98/99,01/07/1998,Nàstic Juv. A,CD Tortosa,-,?
24855,3827.0,16/17,20/07/2016,Espanyol,Elche CF,200 miles €,Préstamo
24856,3827.0,15/16,01/07/2015,RCD Espanyol B,Espanyol,200 miles €,-
24857,3827.0,13/14,11/07/2013,Rayo B,RCD Espanyol B,100 miles €,?
24858,3827.0,11/12,01/07/2011,Rayo Juvenil A,Rayo B,-,-
24859,3828.0,16/17,11/07/2016,Real Jaén CF,Elche CF,-,Libre
24860,3828.0,15/16,11/07/2015,Sevilla FC C,Real Jaén CF,-,Libre
24861,3828.0,14/15,01/07/2014,Sevilla FC JuvA,Sevilla FC C,-,-
24862,3829.0,15/16,31/08/2015,Sporting,Elche CF,800 miles €,Libre
24863,3829.0,12/13,01/07/2012,R. M. Castilla,Sporting,-,Libre
24864,3829.0,10/11,01/07/2010,Ponferradina,R. M. Castilla,-,Libre
24865,3829.0,09/10,01/01/2010,Villarreal CF C,Ponferradina,-,?
24866,3829.0,08/09,01/07/2008,UD Vecindario,Villarreal CF C,-,?
24867,3830.0,16/17,06/07/2016,Sin equipo,Elche CF,"1,20 mill. €",-
24868,3830.0,15/16,15/01/2016,Real Betis,Sin equipo,"1,20 mill. €",-
24869,3830.0,12/13,30/06/2013,Real Murcia,Real Betis,"1,50 mill. €",Fin de préstamo
24870,3830.0,12/13,30/07/2012,Real Betis,Real Murcia,"1,50 mill. €",Préstamo
24871,3830.0,11/12,01/07/2011,Villarreal CF,Real Betis,"1,50 mill. €","1,35 mill. €"
24872,3830.0,10/11,01/07/2010,Villarreal CF B,Villarreal CF,"1,20 mill. €",-
24873,3830.0,09/10,01/07/2009,Villarreal CF,Villarreal CF B,100 miles €,-
24874,3830.0,08/09,01/01/2009,Villarreal CF B,Villarreal CF,-,-
24875,3831.0,14/15,30/06/2015,CD Lugo,Elche CF,400 miles €,Fin de préstamo
24876,3831.0,14/15,29/07/2014,Elche CF,CD Lugo,800 miles €,Préstamo
24877,3831.0,13/14,30/06/2014,Córdoba CF,Elche CF,400 miles €,Fin de préstamo
24878,3831.0,13/14,20/07/2013,Elche CF,Córdoba CF,800 miles €,Préstamo
24879,3831.0,12/13,06/07/2012,Real Oviedo,Elche CF,-,Libre
24880,3832.0,16/17,01/07/2016,Real Zaragoza,Elche CF,300 miles €,Libre
24881,3832.0,14/15,26/08/2014,Real Murcia,Real Zaragoza,-,Libre
24882,3832.0,13/14,08/08/2013,Racing,Real Murcia,600 miles €,Libre
24883,3832.0,12/13,01/07/2012,Girona FC,Racing,"1,00 mill. €",Libre
24884,3832.0,05/06,01/07/2005,Barça Juvenil A,Girona FC,50 miles €,Libre
24885,3832.0,03/04,01/07/2003,Barcelona Cad.,Barça Juvenil A,-,-
24886,3833.0,16/17,31/08/2016,Espanyol,Elche CF,400 miles €,Libre
24887,3833.0,15/16,30/06/2016,Reading,Espanyol,750 miles €,Fin de préstamo
24888,3833.0,15/16,18/08/2015,Espanyol,Reading,800 miles €,Préstamo
24889,3833.0,14/15,30/06/2015,HNK Rijeka,Espanyol,"1,00 mill. €",Fin de préstamo
24890,3833.0,14/15,28/01/2015,Espanyol,HNK Rijeka,"1,00 mill. €",Préstamo
24891,3833.0,13/14,29/08/2013,R. M. Castilla,Espanyol,"2,50 mill. €",500 miles €
24892,3833.0,10/11,01/07/2010,Real Madrid U19,R. M. Castilla,-,-
24893,3833.0,09/10,01/07/2009,R. Madrid Cad.,Real Madrid U19,-,-
24894,3834.0,16/17,02/01/2017,Real Betis,Elche CF,500 miles €,Préstamo
24895,3834.0,16/17,01/07/2016,Betis B,Real Betis,500 miles €,-
24896,3834.0,14/15,01/07/2014,Betis Juvenil A,Betis B,-,-
24897,3835.0,16/17,18/01/2017,RC Deportivo,Elche CF,800 miles €,Préstamo
24898,3835.0,16/17,01/07/2016,Real Oviedo,RC Deportivo,600 miles €,Libre
24899,3835.0,14/15,01/07/2014,CD Ourense,Real Oviedo,-,Libre
24900,3835.0,13/14,01/07/2013,Ponferradina,CD Ourense,-,Libre
24901,3835.0,12/13,30/06/2013,CD Ourense,Ponferradina,-,Fin de préstamo
24902,3835.0,12/13,16/08/2012,Ponferradina,CD Ourense,-,Préstamo
24903,3835.0,11/12,30/06/2012,Celta B,Ponferradina,-,Fin de préstamo
24904,3835.0,11/12,26/01/2012,Ponferradina,Celta B,-,Préstamo
24905,3835.0,11/12,01/07/2011,Ponferradina B,Ponferradina,-,-
24906,3836.0,15/16,30/06/2016,CD Alcoyano,Elche CF,-,Fin de préstamo
24907,3836.0,15/16,14/01/2016,Elche Ilicitano,CD Alcoyano,-,Préstamo
24908,3837.0,16/17,07/07/2016,Real Zaragoza,Elche CF,"1,20 mill. €",Libre
24909,3837.0,14/15,04/08/2014,Córdoba CF,Real Zaragoza,"1,50 mill. €",Libre
24910,3837.0,12/13,17/07/2012,Real Murcia,Córdoba CF,800 miles €,Libre
24911,3837.0,09/10,01/07/2009,Alicante CF,Real Murcia,100 miles €,Libre
24912,3837.0,08/09,01/11/2008,Alicante CF B,Alicante CF,-,-
24913,3838.0,16/17,10/08/2016,Real Sociedad,Elche CF,400 miles €,Préstamo
24914,3838.0,15/16,30/06/2016,Real Oviedo,Real Sociedad,400 miles €,Fin de préstamo
24915,3838.0,15/16,03/08/2015,Real Sociedad,Real Oviedo,500 miles €,Préstamo
24916,3838.0,14/15,30/06/2015,CA Osasuna,Real Sociedad,300 miles €,Fin de préstamo
24917,3838.0,14/15,08/05/2015,Real Sociedad B,CA Osasuna,-,Préstamo
24918,3838.0,11/12,01/06/2012,R. Soc. Juvenil,Real Sociedad B,-,-
24919,3839.0,15/16,26/01/2016,Sporting,Elche CF,300 miles €,Libre
24920,3839.0,13/14,01/07/2013,Getafe CF,Sporting,300 miles €,Libre
24921,3839.0,12/13,01/07/2012,Getafe CF B,Getafe CF,-,-
24922,3839.0,11/12,01/07/2011,Rayo B,Getafe CF B,-,?
24923,3840.0,15/16,26/01/2016,UD Almería,Elche CF,"1,50 mill. €",Libre
24924,3840.0,15/16,01/07/2015,Real Zaragoza,UD Almería,"1,50 mill. €",Libre
24925,3840.0,14/15,26/08/2014,Hércules CF,Real Zaragoza,-,Libre
24926,3840.0,13/14,01/07/2013,Hércules CF B,Hércules CF,200 miles €,-
24927,3840.0,11/12,30/06/2012,V. Mestalla,Hércules CF B,-,Fin de préstamo
24928,3840.0,11/12,02/08/2011,Hércules CF B,V. Mestalla,-,Préstamo
24929,3840.0,10/11,30/06/2011,Orihuela CF,Hércules CF B,-,Fin de préstamo
24930,3840.0,10/11,09/12/2010,Hércules CF B,Orihuela CF,-,Préstamo
24931,3840.0,10/11,06/12/2010,SD Eibar,Hércules CF B,-,Fin de préstamo
24932,3840.0,10/11,31/08/2010,Hércules CF B,SD Eibar,-,Préstamo
24933,3840.0,09/10,01/07/2009,Hércules Juv. A,Hércules CF B,-,-
24934,3841.0,16/17,17/08/2016,Athletic Bilbao,Elche CF,800 miles €,Libre
24935,3841.0,15/16,30/06/2016,CD Leganés,Athletic Bilbao,800 miles €,Fin de préstamo
24936,3841.0,15/16,13/08/2015,Athletic Bilbao,CD Leganés,"1,00 mill. €",Préstamo
24937,3841.0,13/14,01/07/2014,Bilbao Athletic,Athletic Bilbao,-,-
24938,3841.0,10/11,01/07/2010,Athletic Juv.,Bilbao Athletic,-,-
24939,3842.0,16/17,19/08/2016,CA Osasuna,Elche CF,300 miles €,Libre
24940,3842.0,11/12,01/07/2011,CD Tenerife,CA Osasuna,"2,50 mill. €",?
24941,3842.0,07/08,01/01/2008,Levante UD,CD Tenerife,"1,50 mill. €","1,00 mill. €"
24942,3842.0,07/08,01/12/2007,CD Tenerife,Levante UD,"1,50 mill. €",Fin de préstamo
24943,3842.0,07/08,01/08/2007,Levante UD,CD Tenerife,300 miles €,Préstamo
24944,3842.0,06/07,01/07/2006,Elche CF,Levante UD,-,"1,50 mill. €"
24945,3843.0,16/17,30/01/2017,Pro Vercelli,Elche CF,200 miles €,Libre
24946,3843.0,15/16,27/01/2016,Hibernian FC,Pro Vercelli,350 miles €,Libre
24947,3843.0,14/15,05/09/2014,Sin equipo,Hibernian FC,400 miles €,-
24948,3843.0,14/15,24/07/2014,AC Cesena,Sin equipo,400 miles €,-
24949,3843.0,13/14,30/06/2014,Real Murcia,AC Cesena,400 miles €,Fin de préstamo
24950,3843.0,13/14,02/09/2013,AC Cesena,Real Murcia,700 miles €,Préstamo
24951,3843.0,12/13,30/06/2013,Vicenza,AC Cesena,800 miles €,Fin de préstamo
24952,3843.0,12/13,31/08/2012,AC Cesena,Vicenza,700 miles €,Préstamo
24953,3843.0,09/10,01/07/2009,Torino,AC Cesena,400 miles €,"1,25 mill. €"
24954,3843.0,08/09,30/06/2009,Foggia,Torino,400 miles €,Fin de préstamo
24955,3843.0,08/09,02/02/2009,Torino,Foggia,800 miles €,Préstamo
24956,3843.0,07/08,01/07/2007,Monaco U19,Torino,-,Libre
24957,3844.0,14/15,15/01/2015,Real Valladolid,CD Tenerife,600 miles €,Libre
24958,3844.0,13/14,30/06/2014,Asteras Tripoli,Real Valladolid,800 miles €,Fin de préstamo
24959,3844.0,13/14,25/07/2013,Real Valladolid,Asteras Tripoli,"1,00 mill. €",Préstamo
24960,3844.0,11/12,01/08/2011,Real Murcia,Real Valladolid,-,Libre
24961,3844.0,10/11,01/08/2010,Rayo B,Real Murcia,-,?
24962,3844.0,09/10,30/06/2010,V. Mestalla,Rayo Vallecano,-,Fin de préstamo
24963,3844.0,09/10,01/01/2010,Rayo Vallecano,V. Mestalla,200 miles €,Préstamo
24964,3844.0,09/10,01/12/2009,SD Huesca,Rayo Vallecano,200 miles €,Fin de préstamo
24965,3844.0,09/10,01/07/2009,Rayo Vallecano,SD Huesca,-,Préstamo
24966,3844.0,08/09,30/06/2009,Real Jaén CF,Rayo Vallecano,-,Fin de préstamo
24967,3844.0,08/09,01/07/2008,Rayo Vallecano,Real Jaén CF,-,Préstamo
24968,3845.0,16/17,18/07/2016,Córdoba CF,CD Tenerife,300 miles €,Libre
24969,3845.0,15/16,06/08/2015,AD Alcorcón,Córdoba CF,400 miles €,Libre
24970,3845.0,14/15,17/07/2014,Hércules CF,AD Alcorcón,-,Libre
24971,3845.0,11/12,01/07/2011,Celta de Vigo,Hércules CF,"1,20 mill. €",Libre
24972,3845.0,08/09,01/07/2008,Atlético Madrid,Celta de Vigo,900 miles €,?
24973,3845.0,06/07,30/06/2007,Hércules CF,Atlético Madrid,100 miles €,Fin de préstamo
24974,3845.0,06/07,01/01/2007,Atlético Madrid,Hércules CF,300 miles €,Préstamo
24975,3845.0,06/07,01/07/2006,Atl. Madrid B,Atlético Madrid,300 miles €,-
24976,3845.0,04/05,01/07/2004,Cádiz CF,Atl. Madrid B,-,Libre
24977,3846.0,14/15,30/06/2015,V. Mestalla,CD Tenerife,-,Fin de préstamo
24978,3846.0,14/15,14/08/2014,CD Tenerife,V. Mestalla,100 miles €,Préstamo
24979,3846.0,12/13,01/01/2013,CD Tenerife B,CD Tenerife,-,-
24980,3847.0,15/16,10/07/2015,UE Olot,CD Tenerife,-,Libre
24981,3847.0,14/15,01/07/2014,San Fernando CD,UE Olot,-,Libre
24982,3847.0,11/12,01/07/2011,Cádiz CF,San Fernando CD,-,?
24983,3847.0,10/11,01/07/2010,Cádiz B,Cádiz CF,-,-
24984,3847.0,08/09,30/06/2009,San Fernando CD,Cádiz CF,-,Fin de préstamo
24985,3847.0,08/09,01/07/2008,Cádiz B,San Fernando CD,-,Préstamo
24986,3847.0,07/08,01/07/2007,San Fernando CD,Cádiz B,-,?
24987,3848.0,13/14,01/07/2013,Ponferradina,CD Tenerife,600 miles €,Libre
24988,3848.0,11/12,01/07/2011,UD Melilla,Ponferradina,-,Libre
24989,3848.0,09/10,01/07/2009,Granada CF,UD Melilla,-,?
24990,3848.0,07/08,01/07/2007,CD Baza,Granada CF,-,?
24991,3848.0,06/07,01/07/2006,Armilla,CD Baza,-,?
24992,3848.0,05/06,01/07/2005,CD Albolote,Armilla,-,?
24993,3848.0,04/05,01/07/2004,CD Baza,CD Albolote,-,?
24994,3849.0,15/16,01/07/2015,CD Tenerife B,CD Tenerife,-,-
24995,3849.0,14/15,01/07/2014,CD Teneriffa Juvenil A,CD Tenerife B,-,-
24996,3850.0,16/17,01/07/2016,Ponferradina,CD Tenerife,300 miles €,Libre
24997,3850.0,14/15,16/07/2014,AD Alcorcón,Ponferradina,400 miles €,Libre
24998,3850.0,12/13,31/07/2012,Cádiz CF,AD Alcorcón,-,Libre
24999,3850.0,11/12,11/07/2011,Córdoba CF,Cádiz CF,500 miles €,Libre
25000,3850.0,10/11,07/07/2010,Rayo Vallecano,Córdoba CF,200 miles €,Libre
25001,3850.0,09/10,31/08/2009,Rayo B,Rayo Vallecano,-,-
25002,3850.0,09/10,01/07/2009,RC Lens B,Rayo B,-,Libre
25003,3851.0,13/14,01/07/2013,Xerez CD,CD Tenerife,800 miles €,Libre
25004,3851.0,11/12,01/07/2011,Recreativo,Xerez CD,"1,00 mill. €",Libre
25005,3851.0,09/10,01/07/2009,Sporting,Recreativo,600 miles €,Libre
25006,3851.0,05/06,01/07/2005,Sporting B,Sporting,-,-
25007,3852.0,14/15,01/07/2014,Sin equipo,CD Tenerife,"2,00 mill. €",-
25008,3852.0,13/14,11/02/2014,Elazigspor,Sin equipo,"2,00 mill. €",-
25009,3852.0,13/14,30/08/2013,Panathinaikos,Elazigspor,"2,25 mill. €",Libre
25010,3852.0,11/12,19/07/2011,PAOK,Panathinaikos,"4,00 mill. €",Libre
25011,3852.0,09/10,01/07/2009,Racing,PAOK,"2,40 mill. €",Libre
25012,3852.0,08/09,30/06/2009,Aris,Racing,"2,40 mill. €",Fin de préstamo
25013,3852.0,08/09,01/07/2008,Racing,Aris,"1,60 mill. €",Préstamo
25014,3852.0,07/08,30/06/2008,Celta de Vigo,Racing,"1,60 mill. €",Fin de préstamo
25015,3852.0,07/08,01/07/2007,Racing,Celta de Vigo,"1,25 mill. €",Préstamo
25016,3852.0,05/06,01/07/2005,CD Tenerife,Racing,-,"1,20 mill. €"
25017,3852.0,01/02,01/07/2001,CD Tenerife B,CD Tenerife,-,-
25018,3853.0,16/17,31/01/2017,Kashima Antlers,CD Tenerife,"2,00 mill. €",Libre
25019,3853.0,10/11,01/01/2011,Aomori Yamada,Kashima Antlers,-,Libre
25020,3854.0,16/17,31/01/2017,Sporting,CD Tenerife,"1,50 mill. €",Préstamo
25021,3854.0,15/16,01/07/2015,Sporting B,Sporting,300 miles €,-
25022,3854.0,13/14,01/07/2013,RC Lens B,Sporting B,-,Libre
25023,3855.0,13/14,01/07/2013,Real Oviedo,CD Tenerife,-,Libre
25024,3855.0,10/11,01/07/2010,Real Unión,Real Oviedo,500 miles €,Libre
25025,3855.0,08/09,01/07/2008,Zamora CF,Real Unión,-,?
25026,3855.0,06/07,01/07/2006,UD Sanse,Zamora CF,-,?
25027,3856.0,16/17,01/07/2016,UE Llagostera,CD Tenerife,400 miles €,Libre
25028,3856.0,15/16,13/01/2016,Sin equipo,UE Llagostera,800 miles €,-
25029,3856.0,15/16,01/07/2015,Rapid Bucureşti,Sin equipo,800 miles €,-
25030,3856.0,14/15,27/01/2015,Blackpool,Rapid Bucureşti,800 miles €,Libre
25031,3856.0,14/15,18/08/2014,AEL Limassol,Blackpool,800 miles €,Libre
25032,3856.0,13/14,14/01/2014,Xäzär Länkäran,AEL Limassol,"1,00 mill. €",Libre
25033,3856.0,13/14,27/08/2013,Real Zaragoza,Xäzär Länkäran,"1,00 mill. €",Libre
25034,3856.0,11/12,01/07/2011,FC Barcelona B,Real Zaragoza,400 miles €,Libre
25035,3856.0,09/10,01/07/2009,Sant Andreu,FC Barcelona B,-,Libre
25036,3857.0,16/17,02/07/2016,Alavés,CD Tenerife,400 miles €,Libre
25037,3857.0,15/16,01/01/2016,Racing,Alavés,-,60 miles €
25038,3857.0,13/14,22/07/2013,UD Logroñés,Racing,-,Libre
25039,3858.0,16/17,21/01/2017,UD Las Palmas,CD Tenerife,300 miles €,Préstamo
25040,3858.0,15/16,30/06/2016,SD Huesca,UD Las Palmas,300 miles €,Fin de préstamo
25041,3858.0,15/16,21/07/2015,UD Las Palmas,SD Huesca,400 miles €,Préstamo
25042,3858.0,14/15,30/06/2015,SD Huesca,UD Las Palmas,-,Fin de préstamo
25043,3858.0,14/15,01/09/2014,UD Las Palmas,SD Huesca,200 miles €,Préstamo
25044,3858.0,14/15,01/07/2014,Las Palmas Atl.,UD Las Palmas,-,-
25045,3858.0,12/13,30/06/2013,Barakaldo CF,Las Palmas Atl.,-,Fin de préstamo
25046,3858.0,12/13,31/01/2013,Las Palmas Atl.,Barakaldo CF,200 miles €,Préstamo
25047,3858.0,10/11,01/07/2010,Las Palmas Juv.,Las Palmas Atl.,-,-
25048,3859.0,16/17,28/08/2016,Atl. Madrid B,CD Tenerife,-,Préstamo
25049,3859.0,15/16,01/07/2015,At. Madrid Juv.,Atl. Madrid B,-,-
25050,3860.0,15/16,01/07/2015,CD Tenerife B,CD Tenerife,100 miles €,-
