,Jugador,Temporada,Dato,Ultimo_club,Nuevo_club,Valor,Coste
23937,3704.0,15/16,01/07/2015,Betis B,Real Betis,"1,50 mill. €",-
23938,3704.0,12/13,01/07/2012,Betis Juvenil A,Betis B,-,-
23939,3705.0,16/17,07/07/2016,UD Las Palmas,Real Oviedo,400 miles €,Libre
23940,3705.0,15/16,30/06/2016,SD Huesca,UD Las Palmas,400 miles €,Fin de préstamo
23941,3705.0,15/16,06/08/2015,UD Las Palmas,SD Huesca,600 miles €,Préstamo
23942,3705.0,14/15,06/07/2014,DC United,UD Las Palmas,"1,00 mill. €",Libre
23943,3705.0,13/14,07/02/2014,UD Almería,DC United,"1,00 mill. €",Libre
23944,3705.0,12/13,10/07/2012,Racing,UD Almería,"1,50 mill. €",Libre
23945,3705.0,07/08,30/06/2008,UD Las Palmas,Racing,400 miles €,Fin de préstamo
23946,3705.0,07/08,01/01/2008,Racing,UD Las Palmas,100 miles €,Préstamo
23947,3705.0,07/08,01/07/2007,Racing B,Racing,-,-
23948,3706.0,16/17,01/07/2016,Real Zaragoza,Real Oviedo,500 miles €,Libre
23949,3706.0,15/16,30/06/2016,Real Oviedo,Real Zaragoza,500 miles €,Fin de préstamo
23950,3706.0,15/16,07/08/2015,Real Zaragoza,Real Oviedo,"1,00 mill. €",Préstamo
23951,3706.0,12/13,17/01/2013,Córdoba CF,Real Zaragoza,800 miles €,?
23952,3706.0,11/12,01/01/2012,Córdoba CF B,Córdoba CF,200 miles €,-
23953,3706.0,08/09,01/07/2008,Córdoba Juv.,Córdoba CF B,-,-
23954,3707.0,14/15,01/01/2015,Real Oviedo B,Real Oviedo,-,-
23955,3707.0,12/13,01/07/2012,Oviedo Juv A,Real Oviedo B,-,-
23956,3708.0,16/17,18/07/2016,R. M. Castilla,Real Oviedo,300 miles €,Préstamo
23957,3708.0,13/14,01/07/2013,Real Madrid U19,R. M. Castilla,-,-
23958,3708.0,12/13,01/08/2012,CD Alcoyano Juv,Real Madrid U19,-,100 miles €
23959,3708.0,10/11,01/07/2010,Hércules Juv. A,CD Alcoyano Juv,-,Libre
23960,3709.0,13/14,14/08/2013,CD Guadalajara,Real Oviedo,700 miles €,Libre
23961,3709.0,12/13,21/07/2012,AO Kerkyra,CD Guadalajara,600 miles €,Libre
23962,3709.0,11/12,01/01/2012,Apol. Limassol,AO Kerkyra,600 miles €,Libre
23963,3709.0,10/11,01/07/2010,Cádiz CF,Apol. Limassol,700 miles €,Libre
23964,3709.0,09/10,01/07/2009,CA Osasuna,Cádiz CF,-,?
23965,3709.0,08/09,30/06/2009,Cádiz CF,CA Osasuna,-,Fin de préstamo
23966,3709.0,08/09,01/01/2009,CA Osasuna,Cádiz CF,700 miles €,Préstamo
23967,3709.0,08/09,01/12/2008,SD Huesca,CA Osasuna,700 miles €,Fin de préstamo
23968,3709.0,08/09,01/07/2008,CA Osasuna,SD Huesca,500 miles €,Préstamo
23969,3709.0,07/08,30/06/2008,Málaga CF,CA Osasuna,500 miles €,Fin de préstamo
23970,3709.0,07/08,01/01/2008,CA Osasuna,Málaga CF,600 miles €,Préstamo
23971,3709.0,07/08,01/07/2007,CA Osasuna B,CA Osasuna,-,-
23972,3709.0,05/06,01/07/2005,Osasuna Juvenis,CA Osasuna B,-,-
23973,3710.0,16/17,11/07/2016,Houston,Real Oviedo,300 miles €,Libre
23974,3710.0,15/16,19/01/2016,Gimnàstic,Houston,400 miles €,Libre
23975,3710.0,13/14,01/07/2013,Albacete,Gimnàstic,-,?
23976,3710.0,13/14,01/07/2013,Albacete,Gimnàstic,-,Libre
23977,3710.0,11/12,01/07/2011,Cacereño,Albacete,-,Libre
23978,3710.0,08/09,01/07/2008,FC Cartagena,Cacereño,-,?
23979,3710.0,07/08,01/01/2008,Villarreal CF,FC Cartagena,100 miles €,?
23980,3710.0,07/08,01/11/2007,Villarreal CF B,Villarreal CF,-,-
23981,3710.0,05/06,01/07/2005,Cacereño,Villarreal CF B,-,?
23982,3711.0,16/17,31/01/2017,Córdoba CF,Real Oviedo,300 miles €,Préstamo
23983,3711.0,16/17,01/07/2016,Celta de Vigo,Córdoba CF,-,Libre
23984,3711.0,15/16,30/06/2016,Ferrol,Celta de Vigo,-,Fin de préstamo
23985,3711.0,15/16,09/07/2015,Celta B,Ferrol,-,Préstamo
23986,3711.0,11/12,30/06/2012,Vilalonga CF,Celta B,-,Fin de préstamo
23987,3711.0,11/12,31/01/2012,Celta B,Vilalonga CF,-,Préstamo
23988,3711.0,11/12,30/01/2012,CD Ourense,Celta B,-,Fin de préstamo
23989,3711.0,11/12,13/09/2011,Celta B,CD Ourense,-,Préstamo
23990,3711.0,11/12,01/07/2011,Celta Juvenil A,Celta B,-,-
23991,3712.0,16/17,20/08/2016,Real Oviedo B,Real Oviedo,-,-
23992,3712.0,12/13,30/06/2013,Astur CF,Real Oviedo B,-,Fin de préstamo
23993,3712.0,12/13,01/01/2013,Real Oviedo B,Astur CF,-,Préstamo
23994,3712.0,12/13,01/07/2012,Oviedo Juv A,Real Oviedo B,-,-
23995,3712.0,10/11,01/07/2010,Oviedo Jugend,Oviedo Juv A,-,-
23996,3713.0,13/14,13/07/2013,CD Guadalajara,Real Oviedo,200 miles €,Libre
23997,3713.0,12/13,01/07/2012,Lausanne-Sport,CD Guadalajara,300 miles €,Libre
23998,3713.0,11/12,01/01/2012,Rayo Vallecano,Lausanne-Sport,600 miles €,Libre
23999,3713.0,09/10,01/07/2009,AD Alcorcón,Rayo Vallecano,-,Libre
24000,3713.0,08/09,01/07/2008,Bilbao Athletic,AD Alcorcón,-,Libre
24001,3713.0,07/08,01/08/2007,Real Sociedad B,Bilbao Athletic,-,Libre
24002,3713.0,06/07,30/06/2007,UD Salamanca,Real Sociedad B,-,Fin de préstamo
24003,3713.0,06/07,01/08/2006,Real Sociedad B,UD Salamanca,-,Préstamo
24004,3713.0,05/06,30/06/2006,SD Eibar,Real Sociedad B,-,Fin de préstamo
24005,3713.0,05/06,01/07/2005,Real Sociedad B,SD Eibar,-,Préstamo
24006,3714.0,16/17,11/07/2016,CF Fuenlabrada,Real Oviedo,-,Libre
24007,3714.0,15/16,08/07/2015,AD Alcorcón B,CF Fuenlabrada,-,Libre
24008,3715.0,16/17,31/01/2017,Middlesbrough,Real Oviedo,"2,50 mill. €",Préstamo
24009,3715.0,15/16,01/09/2015,Nacional,Middlesbrough,"2,80 mill. €","2,40 mill. €"
24010,3715.0,12/13,01/01/2013,Nacional U19,Nacional,-,-
24011,3716.0,16/17,01/01/2017,Pumas,Real Oviedo,"2,00 mill. €",Libre
24012,3716.0,16/17,01/07/2016,SD Eibar,Pumas,"3,00 mill. €",Libre
24013,3716.0,14/15,26/08/2014,Real Murcia,SD Eibar,-,Libre
24014,3716.0,12/13,15/08/2012,FC Barcelona B,Real Murcia,800 miles €,Libre
24015,3716.0,11/12,30/06/2012,AD Alcorcón,FC Barcelona B,600 miles €,Fin de préstamo
24016,3716.0,11/12,01/08/2011,FC Barcelona B,AD Alcorcón,500 miles €,Préstamo
24017,3716.0,10/11,01/08/2010,UD Las Palmas,FC Barcelona B,500 miles €,300 miles €
24018,3716.0,08/09,01/07/2008,UD Pajara Playas de Jandia,UD Las Palmas,-,?
24019,3716.0,07/08,01/07/2007,UP Langreo,UD Pajara Playas de Jandia,-,?
24020,3717.0,16/17,01/08/2016,V. Mestalla,Real Oviedo,400 miles €,Préstamo
24021,3717.0,15/16,30/06/2016,Córdoba CF,V. Mestalla,500 miles €,Fin de préstamo
24022,3717.0,15/16,16/07/2015,V. Mestalla,Córdoba CF,-,Préstamo
24023,3717.0,13/14,30/06/2014,Ribarroja CF,V. Mestalla,-,Fin de préstamo
24024,3717.0,13/14,02/07/2013,V. Mestalla,Ribarroja CF,-,Préstamo
24025,3717.0,13/14,01/07/2013,Valencia Juv. A,V. Mestalla,-,-
24026,3717.0,11/12,01/07/2011,Valencia Jugend,Valencia Juv. A,-,-
24027,3718.0,16/17,19/08/2016,UP Langreo,Real Oviedo,-,Libre
24028,3718.0,15/16,10/11/2015,Swansea City,UP Langreo,"5,00 mill. €",Libre
24029,3718.0,14/15,30/06/2015,SSC Napoli,Swansea City,"7,50 mill. €",Fin de préstamo
24030,3718.0,14/15,17/07/2014,Swansea City,SSC Napoli,"12,00 mill. €","Tarifa de préstamo:1,25 mill. €"
24031,3718.0,12/13,20/07/2012,Rayo Vallecano,Swansea City,"6,00 mill. €","2,57 mill. €"
24032,3718.0,11/12,01/07/2011,Celta de Vigo,Rayo Vallecano,"1,00 mill. €",Libre
24033,3718.0,07/08,01/03/2008,Celta B,Celta de Vigo,-,-
24034,3718.0,07/08,01/07/2007,Real Oviedo,Celta B,-,?
24035,3718.0,03/04,01/07/2003,Oviedo Juv A,Real Oviedo,-,-
24036,3719.0,16/17,08/07/2016,CD Lugo,Real Oviedo,"1,50 mill. €",Libre
24037,3719.0,15/16,15/09/2015,Villarreal CF,CD Lugo,"2,00 mill. €",Libre
24038,3719.0,14/15,30/06/2015,Real Valladolid,Villarreal CF,"2,00 mill. €",Fin de préstamo
24039,3719.0,14/15,02/01/2015,Villarreal CF,Real Valladolid,"2,50 mill. €",Préstamo
24040,3719.0,14/15,02/01/2015,Rayo Vallecano,Villarreal CF,"2,50 mill. €",Fin de préstamo
24041,3719.0,14/15,05/08/2014,Villarreal CF,Rayo Vallecano,"2,50 mill. €",Préstamo
24042,3719.0,13/14,01/07/2013,Real Betis,Villarreal CF,"2,00 mill. €",?
24043,3719.0,12/13,30/06/2013,Villarreal CF,Real Betis,"2,00 mill. €",Fin de préstamo
24044,3719.0,12/13,01/01/2013,Real Betis,Villarreal CF,"3,00 mill. €",Préstamo
24045,3719.0,09/10,01/01/2010,Villarreal CF,Real Betis,"3,00 mill. €","3,40 mill. €"
24046,3719.0,08/09,30/06/2009,Racing,Villarreal CF,"4,00 mill. €",Fin de préstamo
24047,3719.0,08/09,01/07/2008,Villarreal CF,Racing,"1,00 mill. €",Préstamo
24048,3719.0,07/08,30/06/2008,Ferrol,Villarreal CF,"1,00 mill. €",Fin de préstamo
24049,3719.0,07/08,01/07/2007,Villarreal CF,Ferrol,-,Tarifa de préstamo:100 miles €
24050,3719.0,06/07,01/07/2006,Villarreal CF B,Villarreal CF,-,-
24051,3719.0,04/05,01/07/2004,Villarreal CF C,Villarreal CF B,-,-
24052,3719.0,03/04,01/07/2003,Villarreal Jgd.,Villarreal CF C,-,-
24053,3720.0,15/16,30/07/2015,RC Deportivo,Real Oviedo,"1,00 mill. €",Libre
24054,3720.0,13/14,20/01/2014,Panathinaikos,RC Deportivo,750 miles €,Libre
24055,3720.0,11/12,19/07/2011,FC Cartagena,Panathinaikos,"1,80 mill. €",Libre
24056,3720.0,09/10,01/07/2009,Albacete,FC Cartagena,800 miles €,Libre
24057,3720.0,08/09,01/01/2009,CD Numancia,Albacete,800 miles €,Libre
24058,3720.0,07/08,01/07/2007,Atlético Madrid,CD Numancia,600 miles €,Libre
24059,3720.0,06/07,30/06/2007,Real Valladolid,Atlético Madrid,600 miles €,Fin de préstamo
24060,3720.0,06/07,01/07/2006,Atlético Madrid,Real Valladolid,600 miles €,Préstamo
24061,3720.0,05/06,30/06/2006,Hércules CF,Atlético Madrid,600 miles €,Fin de préstamo
24062,3720.0,05/06,01/07/2005,Atlético Madrid,Hércules CF,600 miles €,Préstamo
24063,3720.0,04/05,30/06/2005,CD Numancia,Atlético Madrid,600 miles €,Fin de préstamo
24064,3720.0,04/05,01/07/2004,Atlético Madrid,CD Numancia,-,Préstamo
24065,3720.0,03/04,01/07/2003,Atl. Madrid B,Atlético Madrid,-,-
24066,3721.0,14/15,01/07/2014,Recreativo,Real Oviedo,500 miles €,Libre
24067,3721.0,13/14,09/07/2013,Elche CF,Recreativo,500 miles €,Libre
24068,3721.0,10/11,01/08/2010,UD Salamanca,Elche CF,600 miles €,400 miles €
24069,3721.0,09/10,01/07/2009,CD Alcoyano,UD Salamanca,-,Libre
24070,3722.0,16/17,14/07/2016,Estoril,Córdoba CF,"1,25 mill. €",Libre
24071,3722.0,14/15,01/07/2014,Vitória Setúbal,Estoril,800 miles €,Libre
24072,3722.0,12/13,22/08/2012,FC Porto,Vitória Setúbal,650 miles €,Libre
24073,3722.0,11/12,30/06/2012,Roda JC,FC Porto,650 miles €,Fin de préstamo
24074,3722.0,11/12,01/08/2011,FC Porto,Roda JC,500 miles €,Préstamo
24075,3722.0,10/11,01/07/2010,Braga,FC Porto,800 miles €,Libre
24076,3722.0,08/09,30/06/2009,Vitória Setúbal,Braga,800 miles €,Fin de préstamo
24077,3722.0,08/09,01/01/2009,Braga,Vitória Setúbal,800 miles €,Préstamo
24078,3722.0,07/08,01/07/2007,Polonia,Braga,425 miles €,Libre
24079,3722.0,06/07,31/12/2006,Egaleo AO,Polonia,425 miles €,Fin de préstamo
24080,3722.0,05/06,01/01/2006,Polonia,Egaleo AO,425 miles €,Tarifa de préstamo:40 miles €
24081,3722.0,03/04,01/07/2003,Polonia II,Polonia,-,-
24082,3723.0,15/16,29/07/2015,CD Mirandés,Córdoba CF,500 miles €,Libre
24083,3723.0,14/15,08/08/2014,Córdoba CF B,CD Mirandés,-,Libre
24084,3723.0,13/14,18/12/2013,Sin equipo,Córdoba CF B,500 miles €,-
24085,3723.0,13/14,01/07/2013,CD Guadalajara,Sin equipo,500 miles €,-
24086,3723.0,12/13,06/12/2012,Sin equipo,CD Guadalajara,100 miles €,-
24087,3723.0,12/13,01/08/2012,CD Tenerife,Sin equipo,-,-
24088,3723.0,11/12,01/07/2011,Real Betis,CD Tenerife,100 miles €,Libre
24089,3723.0,10/11,01/07/2010,Betis B,Real Betis,-,-
24090,3723.0,09/10,01/07/2009,Poli Ejido,Betis B,-,?
24091,3723.0,08/09,01/07/2008,União Madeira,Poli Ejido,-,?
24092,3723.0,07/08,01/07/2007,Chaves,União Madeira,-,?
24093,3724.0,14/15,01/07/2014,UD Las Palmas,Córdoba CF,"1,20 mill. €",Libre
24094,3724.0,12/13,05/07/2012,Sevilla Atl.,UD Las Palmas,-,Libre
24095,3724.0,10/11,01/07/2010,Uni. Las Palmas,Sevilla Atl.,-,Libre
24096,3724.0,08/09,01/07/2008,U. Las Palmas B,Uni. Las Palmas,-,-
24097,3725.0,15/16,01/07/2015,Real Betis,Córdoba CF,600 miles €,Libre
24098,3725.0,14/15,29/01/2015,Levante UD,Real Betis,600 miles €,Libre
24099,3725.0,11/12,30/06/2012,Elche CF,Levante UD,400 miles €,Fin de préstamo
24100,3725.0,11/12,01/01/2012,Levante UD,Elche CF,500 miles €,Préstamo
24101,3725.0,08/09,01/07/2008,Levante B,Levante UD,100 miles €,-
24102,3725.0,06/07,01/07/2006,Levante Juv. A,Levante B,-,-
24103,3726.0,16/17,01/07/2016,Córdoba CF B,Córdoba CF,-,-
24104,3726.0,14/15,01/07/2014,Perugia,Córdoba CF B,150 miles €,Libre
24105,3726.0,13/14,30/06/2014,Barletta,Perugia,150 miles €,Fin de préstamo
24106,3726.0,13/14,31/01/2014,Perugia,Barletta,250 miles €,Préstamo
24107,3726.0,13/14,23/07/2013,CS Sedan,Perugia,250 miles €,Libre
24108,3726.0,12/13,01/07/2012,Entente SSG,CS Sedan,-,Libre
24109,3727.0,16/17,01/07/2016,Real Betis,Córdoba CF,400 miles €,Libre
24110,3727.0,15/16,30/06/2016,Elche CF,Real Betis,400 miles €,Fin de préstamo
24111,3727.0,15/16,21/08/2015,Betis B,Elche CF,-,Préstamo
24112,3727.0,12/13,01/07/2012,Betis Jugend,Betis B,-,-
24113,3728.0,16/17,24/01/2017,Atromitos FC,Córdoba CF,600 miles €,Libre
24114,3728.0,15/16,16/07/2015,CA Colón,Atromitos FC,600 miles €,Libre
24115,3728.0,13/14,02/07/2013,CA Vélez,CA Colón,300 miles €,Libre
24116,3728.0,10/11,01/01/2011,CA Vélez U20,CA Vélez,300 miles €,-
24117,3729.0,15/16,30/06/2016,UE Llagostera,Córdoba CF,500 miles €,Fin de préstamo
24118,3729.0,15/16,12/08/2015,Córdoba CF,UE Llagostera,500 miles €,Préstamo
24119,3729.0,14/15,30/06/2015,UE Llagostera,Córdoba CF,500 miles €,Fin de préstamo
24120,3729.0,14/15,15/01/2015,Córdoba CF,UE Llagostera,500 miles €,Préstamo
24121,3729.0,14/15,14/01/2015,CD Lugo,Córdoba CF,500 miles €,Fin de préstamo
24122,3729.0,14/15,21/08/2014,Córdoba CF,CD Lugo,"1,00 mill. €",Préstamo
24123,3729.0,13/14,01/07/2013,CE Sabadell,Córdoba CF,300 miles €,Libre
24124,3729.0,12/13,17/02/2013,Sevilla Atl.,CE Sabadell,-,Libre
24125,3729.0,10/11,01/07/2010,Sevilla FC C,Sevilla Atl.,-,-
24126,3729.0,09/10,01/07/2009,Sevilla Jugend,Sevilla FC C,-,-
24127,3730.0,15/16,18/07/2015,Elche CF,Córdoba CF,800 miles €,Libre
24128,3730.0,13/14,24/07/2013,Atlético Madrid,Elche CF,"1,50 mill. €",Libre
24129,3730.0,12/13,28/08/2012,Racing,Atlético Madrid,"2,00 mill. €",Libre
24130,3730.0,10/11,01/07/2010,UD Almería,Racing,"3,00 mill. €",Libre
24131,3730.0,08/09,30/06/2009,CD Numancia,UD Almería,"1,00 mill. €",Fin de préstamo
24132,3730.0,08/09,01/07/2008,UD Almería,CD Numancia,300 miles €,Préstamo
24133,3730.0,05/06,01/07/2004,Atl. Madrid B,UD Almería,-,Libre
24134,3730.0,03/04,01/07/2003,Ayamonte CF,Atl. Madrid B,-,?
24135,3731.0,16/17,14/07/2016,Albacete,Córdoba CF,400 miles €,Libre
24136,3731.0,14/15,01/07/2014,FC Cartagena,Albacete,-,Libre
24137,3731.0,13/14,17/07/2013,Écija Balompié,FC Cartagena,-,Libre
24138,3731.0,11/12,01/07/2011,UD Almería B,Écija Balompié,-,?
24139,3731.0,10/11,01/07/2010,Poli Ejido,UD Almería B,-,?
24140,3731.0,07/08,01/07/2007,Polideportivo Ejido B,Poli Ejido,-,-
24141,3732.0,13/14,14/07/2013,Girona FC,Córdoba CF,700 miles €,Libre
24142,3732.0,10/11,01/07/2010,Sant Andreu,Girona FC,-,?
24143,3733.0,15/16,01/07/2015,Partizan,Córdoba CF,600 miles €,Libre
24144,3733.0,11/12,01/07/2011,OFK Beograd,Partizan,800 miles €,300 miles €
24145,3733.0,09/10,01/07/2009,OFK Belgrad U19,OFK Beograd,-,-
24146,3733.0,07/08,01/07/2007,Partizan U19,OFK Belgrad U19,-,Libre
24147,3734.0,16/17,14/07/2016,Albacete,Córdoba CF,500 miles €,Libre
24148,3734.0,14/15,09/07/2014,Villarreal CF B,Albacete,-,
24149,3734.0,12/13,01/07/2012,Villarreal CF C,Villarreal CF B,-,-
24150,3734.0,11/12,01/07/2011,Málaga CF,Villarreal CF C,-,Libre
24151,3734.0,10/11,30/06/2011,CD Leganés,Málaga CF,-,Fin de préstamo
24152,3734.0,10/11,01/01/2011,Málaga CF,CD Leganés,500 miles €,Préstamo
24153,3734.0,09/10,01/07/2009,A. Malagueño,Málaga CF,-,-
24154,3735.0,15/16,09/07/2015,CF Badalona,Córdoba CF B,-,Libre
24155,3735.0,14/15,01/07/2014,Badalona Jugend,CF Badalona,-,-
24156,3735.0,13/14,01/07/2013,UDA Gramenet Ju,Badalona Jugend,-,?
24157,3736.0,14/15,30/06/2015,PAE Veria,Córdoba CF,700 miles €,Fin de préstamo
24158,3736.0,14/15,30/01/2015,Córdoba CF,PAE Veria,800 miles €,Préstamo
24159,3736.0,11/12,01/07/2011,Cádiz CF,Córdoba CF,500 miles €,Libre
24160,3736.0,08/09,01/07/2008,CD Linares,Cádiz CF,-,Libre
24161,3736.0,06/07,01/07/2006,AD Alcorcón,CD Linares,-,?
24162,3737.0,16/17,31/01/2017,AD Alcorcón,Córdoba CF,300 miles €,Libre
24163,3737.0,16/17,07/07/2016,Ponferradina,AD Alcorcón,200 miles €,Libre
24164,3737.0,15/16,18/01/2016,MK Dons,Ponferradina,150 miles €,Libre
24165,3737.0,15/16,31/07/2015,R. M. Castilla,MK Dons,-,Libre
24166,3737.0,13/14,01/07/2013,Real Madrid C,R. M. Castilla,-,-
24167,3737.0,11/12,01/07/2011,Real Madrid U19,Real Madrid C,-,-
24168,3737.0,10/11,01/07/2010,R. Madrid Cad.,Real Madrid U19,-,-
24169,3738.0,16/17,28/08/2016,Charlton,Córdoba CF,"1,00 mill. €",Libre
24170,3738.0,15/16,23/07/2015,Real Valladolid,Charlton,"1,70 mill. €",250 miles €
24171,3738.0,14/15,30/06/2015,Genoa CFC,Real Valladolid,"1,50 mill. €",Fin de préstamo
24172,3738.0,14/15,02/02/2015,Real Valladolid,Genoa CFC,"1,50 mill. €",Préstamo
24173,3738.0,13/14,01/07/2013,Lens,Real Valladolid,750 miles €,750 miles €
24174,3738.0,11/12,01/07/2011,RC Lens B,Lens,-,-
24175,3738.0,10/11,01/07/2010,UJA Maccabi,RC Lens B,-,Libre
24176,3739.0,16/17,10/01/2017,Atl. Kolkata,Córdoba CF,650 miles €,Libre
24177,3739.0,16/17,12/08/2016,CD Tenerife,Atl. Kolkata,"1,00 mill. €",Libre
24178,3739.0,15/16,02/02/2016,Sin equipo,CD Tenerife,"1,50 mill. €",-
24179,3739.0,15/16,16/11/2015,Atl. Kolkata,Sin equipo,"1,50 mill. €",-
24180,3739.0,15/16,17/07/2015,SD Eibar,Atl. Kolkata,"1,50 mill. €",Libre
24181,3739.0,14/15,01/07/2014,Ponferradina,SD Eibar,400 miles €,12 miles €
24182,3739.0,13/14,18/07/2013,CD Alcoyano,Ponferradina,-,Libre
24183,3739.0,12/13,01/07/2012,Lucena CF,CD Alcoyano,-,Libre
24184,3739.0,11/12,01/07/2011,V. Mestalla,Lucena CF,-,Libre
24185,3739.0,10/11,01/01/2011,Sin equipo,V. Mestalla,200 miles €,Libre
24186,3739.0,10/11,01/07/2010,Elche CF,Sin equipo,-,-
24187,3739.0,09/10,30/06/2010,CD Alcoyano,Elche CF,-,Fin de préstamo
24188,3739.0,09/10,29/01/2010,Elche CF,CD Alcoyano,-,Préstamo
24189,3739.0,09/10,20/07/2009,RSD Alcalá,Elche CF,-,?
24190,3739.0,08/09,01/07/2008,UD Almería B,RSD Alcalá,-,?
24191,3739.0,07/08,01/07/2007,Écija Balompié,UD Almería B,-,?
24192,3739.0,06/07,01/07/2006,Real Unión,Écija Balompié,-,?
24193,3739.0,05/06,01/07/2005,Villanueva,Real Unión,-,?
24194,3739.0,04/05,01/07/2004,Córdoba CF B,Villanueva,-,?
24195,3740.0,15/16,01/07/2015,Córdoba Juv. A,Córdoba CF B,-,-
24196,3741.0,16/17,01/07/2016,Real Valladolid,Córdoba CF,700 miles €,Libre
24197,3741.0,14/15,28/08/2014,RCD Mallorca,Real Valladolid,"2,00 mill. €",Libre
24198,3741.0,11/12,01/08/2011,Sevilla FC,RCD Mallorca,"3,00 mill. €",600 miles €
24199,3741.0,09/10,30/06/2010,CD Tenerife,Sevilla FC,"4,00 mill. €",Fin de préstamo
24200,3741.0,08/09,01/07/2008,Sevilla FC,CD Tenerife,"1,00 mill. €",Préstamo
24201,3741.0,07/08,01/07/2007,Sevilla Atl.,Sevilla FC,"1,50 mill. €",-
24202,3741.0,05/06,01/07/2005,Sevilla FC JuvA,Sevilla Atl.,-,-
24203,3742.0,16/17,01/07/2016,Sporting B,Córdoba CF,-,Libre
24204,3742.0,13/14,01/07/2013,Sporting Juv. A,Sporting B,-,-
24205,3743.0,15/16,13/08/2015,Recreativo,Córdoba CF,-,Libre
24206,3743.0,14/15,30/07/2014,Levante UD,Recreativo,900 miles €,Libre
24207,3743.0,12/13,10/07/2012,Getafe CF,Levante UD,"3,00 mill. €",Libre
24208,3743.0,09/10,01/07/2009,Xerez CD,Getafe CF,"1,60 mill. €",Libre
24209,3743.0,04/05,01/07/2004,AD Ceuta,Xerez CD,-,Libre
24210,3744.0,16/17,15/07/2016,Alavés,Córdoba CF,200 miles €,Libre
24211,3744.0,14/15,05/07/2014,AD Alcorcón,Alavés,300 miles €,Libre
24212,3744.0,12/13,31/08/2012,Rayo Vallecano,AD Alcorcón,600 miles €,Libre
24213,3744.0,11/12,30/06/2012,Asteras Tripoli,Rayo Vallecano,700 miles €,Fin de préstamo
24214,3744.0,11/12,30/07/2011,Rayo Vallecano,Asteras Tripoli,900 miles €,Préstamo
24215,3744.0,10/11,01/07/2010,Elche CF,Rayo Vallecano,700 miles €,Libre para traspaso
24216,3744.0,09/10,01/07/2009,Poli Ejido,Elche CF,-,?
24217,3744.0,07/08,01/07/2007,Benidorm,Poli Ejido,-,?
24218,3744.0,05/06,01/07/2005,CD Castellón,Benidorm,-,?
24219,3744.0,04/05,01/07/2004,Alicante CF,CD Castellón,-,?
24220,3744.0,02/03,01/07/2002,CD Alcoyano,Alicante CF,-,?
24221,3745.0,16/17,27/07/2016,1860 München,Córdoba CF,600 miles €,Libre
24222,3745.0,15/16,30/06/2016,Real Valladolid,1860 München,600 miles €,Fin de préstamo
24223,3745.0,15/16,03/08/2015,1860 München,Real Valladolid,600 miles €,Préstamo
24224,3745.0,14/15,29/08/2014,FC Barcelona B,1860 München,"2,00 mill. €",600 miles €
24225,3745.0,13/14,30/06/2014,UD Almería,FC Barcelona B,"2,00 mill. €",Fin de préstamo
24226,3745.0,13/14,11/07/2013,FC Barcelona B,UD Almería,900 miles €,Préstamo
24227,3745.0,12/13,30/06/2013,Real Zaragoza,FC Barcelona B,900 miles €,Fin de préstamo
24228,3745.0,12/13,31/01/2013,FC Barcelona B,Real Zaragoza,900 miles €,Préstamo
24229,3745.0,12/13,30/01/2013,Sheff Wed,FC Barcelona B,900 miles €,Fin de préstamo
24230,3745.0,12/13,20/08/2012,FC Barcelona B,Sheff Wed,900 miles €,Préstamo
24231,3745.0,11/12,01/08/2011,Sevilla FC,FC Barcelona B,500 miles €,"1,50 mill. €"
24232,3745.0,10/11,01/07/2010,Sevilla Atl.,Sevilla FC,-,-
24233,3745.0,09/10,01/07/2009,Sevilla FC C,Sevilla Atl.,-,-
24234,3746.0,16/17,17/08/2016,Western Sydney,Córdoba CF,"1,50 mill. €",Libre
24235,3746.0,15/16,26/07/2015,UC Sampdoria,Western Sydney,"1,50 mill. €",Libre
24236,3746.0,14/15,30/06/2015,SD Eibar,UC Sampdoria,"1,50 mill. €",Fin de préstamo
24237,3746.0,14/15,19/08/2014,UC Sampdoria,SD Eibar,"2,00 mill. €",Préstamo
24238,3746.0,13/14,30/06/2014,Steaua Bucarest,UC Sampdoria,"2,00 mill. €",Fin de préstamo
24239,3746.0,13/14,06/07/2013,UC Sampdoria,Steaua Bucarest,600 miles €,Préstamo
24240,3746.0,12/13,30/06/2013,Grosseto,UC Sampdoria,600 miles €,Fin de préstamo
24241,3746.0,12/13,22/01/2013,UC Sampdoria,Grosseto,600 miles €,Préstamo
24242,3746.0,12/13,31/12/2012,Novara,UC Sampdoria,600 miles €,Fin de préstamo
24243,3746.0,12/13,19/07/2012,UC Sampdoria,Novara,800 miles €,Préstamo
24244,3746.0,11/12,30/06/2012,Brescia,UC Sampdoria,800 miles €,Fin de préstamo
24245,3746.0,11/12,31/01/2012,UC Sampdoria,Brescia,"1,10 mill. €",Préstamo
24246,3746.0,11/12,08/07/2011,Cittadella,UC Sampdoria,"1,30 mill. €","3,50 mill. €"
24247,3746.0,10/11,31/08/2010,Ravenna,Cittadella,350 miles €,500 miles €
24248,3746.0,09/10,01/07/2009,Treviso,Ravenna,250 miles €,Libre
24249,3746.0,07/08,01/07/2007,Inter U19,Treviso,-,Libre
24250,3746.0,06/07,30/06/2007,Triestina,Inter U19,-,Fin de préstamo
24251,3746.0,06/07,01/07/2006,Inter U19,Triestina,-,Préstamo
