,Jugador,Temporada,Competicion,Club,Plantilla,Alineaciones,Puntos por partido,Goles,PasesGol,GolesPropiaMeta,CambiosFuera,CambiosDentro,Amarillas,DobleAmarillas,Rojas,PenaltisAnotados,MinutosPorGol,MinutosJugados,GolesEnContra,PartidoSinGolEnContra
78289,3556.0,16/17,LaLiga2,Levante UD,23,20,"2,25",-,-,-,-,-,2,-,-,-,-,1.800',13,12
78290,3556.0,16/17,Copa del Rey,Levante UD,1,1,"0,00",-,-,-,-,-,-,-,-,-,-,120',1,-
78291,3556.0,15/16,LaLiga2,CD Mirandés,41,41,"1,20",-,-,-,-,-,2,-,1,-,-,3.616',55,9
78292,3556.0,15/16,Copa del Rey,CD Mirandés,8,8,"1,63",-,-,-,-,-,1,-,-,-,-,750',11,2
78293,3556.0,14/15,Promoción de ascenso a LaLiga ,Real Valladolid CF,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78294,3556.0,14/15,LaLiga2,Real Valladolid CF,21,1,"0,00",-,-,-,-,-,-,-,-,-,-,90',8,1
78295,3556.0,14/15,LaLiga2,Racing de Santander,21,4,"1,00",-,-,-,-,-,-,-,-,-,-,360',8,1
78296,3556.0,13/14,LaLiga2,CD Numancia,34,11,"1,36",-,-,-,-,-,1,-,-,-,-,990',9,6
78297,3556.0,13/14,Copa del Rey,CD Numancia,1,1,"0,00",-,-,-,-,-,-,-,-,-,-,90',1,-
78298,3556.0,12/13,LaLiga,Athletic Club,38,4,"0,25",-,-,-,-,-,-,-,-,-,-,360',6,1
78299,3556.0,12/13,Copa del Rey,Athletic Club,2,2,"1,00",-,-,-,-,-,-,-,-,-,-,180',1,1
78300,3556.0,12/13,Europa League,Athletic Club,8,3,"1,67",-,-,-,-,-,-,-,-,-,-,270',3,2
78301,3556.0,12/13,Europa League Qualifikation,Athletic Club,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78302,3556.0,11/12,Copa del Rey,Athletic Club,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78303,3556.0,11/12,LaLiga,Athletic Club,38,1,"1,00",-,-,-,-,-,1,-,-,-,-,90',-,1
78304,3556.0,11/12,Europa League,Athletic Club,16,1,"0,00",-,-,-,-,-,-,-,-,-,-,90',4,-
78305,3556.0,10/11,LaLiga,Athletic Club,37,1,"3,00",-,-,-,-,-,-,-,-,-,-,90',1,-
78306,3556.0,10/11,Copa del Rey,Athletic Club,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78307,3556.0,07/08,LaLiga,Athletic Club,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78308,3556.0,07/08,Segunda División B - Grupo II,Bilbao Athletic,3,2,"0,50",-,-,-,-,-,-,-,-,-,-,180',4,-
78309,3556.0,07/08,Copa del Rey,Athletic Club,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78310,3557.0,16/17,LaLiga2,Levante UD,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78311,3557.0,16/17,LaLiga,Granada CF,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78312,3557.0,16/17,Copa del Rey,Granada CF,1,1,"0,00",-,-,-,-,-,-,-,-,-,-,90',2,-
78313,3557.0,15/16,LaLiga,Real Sociedad,31,3,"1,00",-,-,-,1,-,1,-,-,-,-,227',5,1
78314,3557.0,15/16,Copa del Rey,Real Sociedad,2,2,"0,50",-,-,-,-,-,-,-,1,-,-,179',3,-
78315,3557.0,14/15,LaLiga,Granada CF,38,14,"0,79",-,-,-,-,-,-,-,-,-,-,1.260',27,4
78316,3557.0,14/15,Copa del Rey,Granada CF,4,2,"2,00",-,-,-,-,-,-,-,-,-,-,180',1,1
78317,3557.0,13/14,LaLiga,FC Barcelona,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78318,3557.0,13/14,Copa del Rey,FC Barcelona,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78319,3557.0,13/14,Liga de Campeones de la UEFA,FC Barcelona,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78320,3557.0,12/13,LaLiga2,FC Barcelona B,24,19,"1,21",-,-,-,-,-,-,1,1,-,-,1.698',31,5
78321,3557.0,12/13,LaLiga,FC Barcelona,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78322,3557.0,12/13,Copa del Rey,FC Barcelona,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78323,3557.0,11/12,LaLiga2,FC Barcelona B,34,23,"1,57",-,-,-,-,-,1,-,-,-,-,2.070',25,9
78324,3557.0,11/12,LaLiga,FC Barcelona,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78325,3557.0,11/12,Copa del Rey,FC Barcelona,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78326,3557.0,11/12,FIFA Klub-WM,FC Barcelona,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78327,3557.0,11/12,Liga de Campeones de la UEFA,FC Barcelona,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78328,3557.0,11/12,Supercopa de Europa,FC Barcelona,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78329,3557.0,10/11,LaLiga2,FC Barcelona B,25,15,"2,07",-,-,-,-,-,2,-,-,-,-,1.350',28,2
78330,3557.0,10/11,Liga de Campeones de la UEFA,FC Barcelona,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78331,3557.0,10/11,LaLiga,FC Barcelona,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78332,3557.0,10/11,Supercopa,FC Barcelona,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78333,3557.0,08/09,LaLiga,FC Barcelona,2,1,"0,00",-,-,-,-,-,-,-,-,-,-,90',2,-
78334,3557.0,07/08,Copa del Rey,FC Barcelona,3,1,"1,00",-,-,-,-,-,-,-,-,-,-,90',2,-
78335,3557.0,07/08,LaLiga,FC Barcelona,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78336,3557.0,07/08,Liga de Campeones de la UEFA,FC Barcelona,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78337,3558.0,16/17,LaLiga2,Levante UD,19,19,"2,11",2,-,-,2,2,5,-,-,-,728',1.455',-,-
78338,3558.0,15/16,LaLiga2,AD Alcorcón,36,33,"1,64",5,-,-,-,3,9,3,-,-,551',2.755',-,-
78339,3558.0,14/15,LaLiga2,AD Alcorcón,25,21,"1,19",-,-,-,-,1,10,1,-,-,-,1.811',-,-
78340,3558.0,14/15,Copa del Rey,AD Alcorcón,1,1,"0,00",-,-,-,-,-,-,1,-,-,-,72',-,-
78341,3558.0,13/14,LaLiga2,AD Alcorcón,22,9,"1,00",1,-,-,1,2,4,-,1,-,677',677',-,-
78342,3558.0,13/14,Copa del Rey,AD Alcorcón,5,3,"3,00",-,-,-,-,-,1,-,-,-,-,330',-,-
78343,3558.0,12/13,Segunda División B - Grupo I,Atlético de Madrid B,2,2,"0,00",-,-,-,-,-,2,-,-,-,-,180',-,-
78344,3559.0,16/17,LaLiga2,Levante UD,24,24,"2,17",-,1,1,-,1,2,-,-,-,-,2.142',-,-
78345,3559.0,16/17,Copa del Rey,Levante UD,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78346,3559.0,15/16,Serie B Play-off,Spezia Calcio,3,3,"1,00",1,-,-,1,-,-,-,-,-,215',215',-,-
78347,3559.0,15/16,Serie B,Spezia Calcio,30,28,"1,61",1,-,-,1,3,6,-,1,-,2.342',2.342',-,-
78348,3559.0,15/16,Copa Italia,Spezia Calcio,5,3,"3,00",1,-,-,-,-,-,-,-,-,330',330',-,-
78349,3559.0,14/15,LaLiga2,CD Leganés,37,37,"1,49",2,3,1,1,6,12,-,-,-,1.571',3.141',-,-
78350,3559.0,14/15,Copa del Rey,CD Leganés,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78351,3559.0,13/14,Segunda División B - Grupo II,CD Leganés,18,15,"2,00",-,2,-,4,1,3,1,-,-,-,1.060',-,-
78352,3559.0,13/14,Copa del Rey,CD Leganés,3,3,"2,00",-,-,-,-,1,-,-,-,-,-,227',-,-
78353,3559.0,12/13,LaLiga,Getafe CF,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78354,3559.0,12/13,Segunda División B - Grupo I,Getafe CF B,9,7,"1,43",-,-,-,-,1,2,-,-,-,-,598',-,-
78355,3559.0,11/12,Segunda División B - Grupo II,CA Osasuna B,20,20,"1,15",-,-,-,1,2,8,-,-,-,-,1.686',-,-
78356,3559.0,11/12,Copa del Rey,CA Osasuna,1,1,"0,00",-,-,-,1,-,-,-,-,-,-,10',-,-
78357,3559.0,10/11,Segunda División B - Grupo II,CA Osasuna B,4,3,"0,33",-,-,-,1,-,1,-,-,-,-,224',-,-
78358,3560.0,16/17,LaLiga2,Levante UD,15,4,"3,00",-,-,-,4,-,-,-,-,-,-,48',-,-
78359,3560.0,16/17,Copa del Rey,Levante UD,1,1,"0,00",-,-,-,-,1,-,-,-,-,-,64',-,-
78360,3560.0,15/16,LaLiga2,UD Almería,17,17,"1,71",1,-,-,-,-,5,-,1,-,1.527',1.527',-,-
78361,3560.0,14/15,Primera División,Defensa y Justicia,25,24,"1,04",1,1,-,-,1,5,-,-,-,2.142',2.142',-,-
78362,3560.0,13/14, ,Racing Club de Avellaneda,16,15,"0,87",1,1,-,-,-,2,-,-,-,1.350',1.350',-,-
78363,3560.0,13/14,Torneo Inicial,Racing Club de Avellaneda,15,11,"1,36",-,-,-,2,-,2,-,-,-,-,832',-,-
78364,3560.0,12/13, ,Racing Club de Avellaneda,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78365,3560.0,12/13,Torneo Inicial,Racing Club de Avellaneda,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78366,3560.0,2012,Copa Sudamericana,Racing Club de Avellaneda,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78367,3561.0,16/17,LaLiga2,Levante UD,17,12,"2,58",-,-,-,3,-,1,-,-,-,-,897',-,-
78368,3561.0,16/17,Copa del Rey,Levante UD,1,1,"0,00",-,-,-,-,-,-,-,-,-,-,120',-,-
78369,3561.0,15/16,LaLiga,Deportivo de La Coruña,8,2,"0,00",-,-,-,2,-,-,-,-,-,-,50',-,-
78370,3561.0,15/16,Copa del Rey,Deportivo de La Coruña,4,4,"1,25",-,-,-,-,-,-,-,-,-,-,360',-,-
78371,3562.0,16/17,LaLiga2,Levante UD,24,19,"2,21",-,-,-,3,-,5,1,-,-,-,1.491',-,-
78372,3562.0,16/17,Copa del Rey,Levante UD,1,1,"0,00",-,-,-,-,-,-,-,-,-,-,120',-,-
78373,3562.0,15/16,LaLiga,Levante UD,28,27,"0,78",-,1,1,1,1,8,-,-,-,-,2.388',-,-
78374,3562.0,15/16,Copa del Rey,Levante UD,1,1,"0,00",-,-,-,-,-,-,-,-,-,-,90',-,-
78375,3562.0,14/15,LaLiga,Levante UD,27,22,"1,05",-,2,-,2,2,7,-,-,-,-,1.746',-,-
78376,3562.0,14/15,Copa del Rey,Levante UD,4,4,"1,25",-,-,-,-,-,-,-,-,-,-,360',-,-
78377,3562.0,14/15,LaLiga2,Recreativo de Huelva,1,1,"1,00",-,-,-,-,-,-,-,-,-,-,90',-,-
78378,3562.0,13/14,LaLiga2,Recreativo de Huelva,13,13,"1,23",-,-,-,1,2,3,-,-,-,-,1.054',-,-
78379,3562.0,13/14,Segunda División B - Grupo III,Villarreal CF B,3,3,"1,00",-,-,-,2,-,-,-,-,-,-,135',-,-
78380,3562.0,12/13,LaLiga2,CE Sabadell,1,1,"3,00",-,1,-,-,-,-,-,-,-,-,90',-,-
78381,3562.0,12/13,Segunda División B - Grupo III,Villarreal CF B,3,3,"0,00",-,-,-,-,-,2,-,-,-,-,270',-,-
78382,3562.0,11/12,LaLiga2,Villarreal CF B,37,18,"1,72",-,-,-,3,-,5,-,-,-,-,1.406',-,-
78383,3562.0,09/10,LaLiga2,CD Castellón,15,10,"0,10",-,-,-,4,1,2,-,-,-,-,542',-,-
78384,3562.0,09/10,Copa del Rey,CD Castellón,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78385,3563.0,16/17,LaLiga2,Levante UD,25,15,"2,53",-,3,-,5,4,4,-,-,-,-,889',-,-
78386,3563.0,15/16,LaLiga2,Real Zaragoza,31,21,"1,76",1,-,-,14,4,5,-,-,-,830',830',-,-
78387,3563.0,15/16,Copa del Rey,Real Zaragoza,1,1,"0,00",-,-,-,-,-,-,-,-,-,-,90',-,-
78388,3563.0,14/15,LaLiga,SD Eibar,30,22,"1,23",1,2,-,8,5,6,-,-,-,1.318',1.318',-,-
78389,3563.0,14/15,Copa del Rey,SD Eibar,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
78390,3563.0,13/14,LaLiga2,Real Zaragoza,33,24,"1,38",-,1,-,6,3,4,2,-,-,-,1.622',-,-
78391,3563.0,13/14,Copa del Rey,Real Zaragoza,1,1,"0,00",-,-,-,1,-,1,-,1,-,-,32',-,-
78392,3563.0,12/13,LaLiga,Real Zaragoza,35,35,"0,97",-,2,1,-,1,13,1,-,-,-,3.123',-,-
78393,3563.0,12/13,Copa del Rey,Real Zaragoza,5,4,"1,75",-,-,-,-,1,-,-,-,-,-,338',-,-
78394,3563.0,11/12,LaLiga,Real Zaragoza,32,22,"1,41",1,-,-,5,4,3,1,-,-,1.424',1.424',-,-
78395,3563.0,11/12,Copa del Rey,Real Zaragoza,2,2,"0,50",-,-,-,-,-,2,-,-,-,-,180',-,-
78396,3563.0,10/11,LaLiga2,FC Barcelona B,32,24,"1,79",-,-,-,3,2,8,-,-,-,-,1.870',-,-
78397,3563.0,08/09,Copa del Rey,UE Sant Andreu,1,1,"0,00",-,-,-,1,-,-,-,-,-,-,35',-,-
78398,3564.0,16/17,LaLiga2,Levante UD,5,3,"2,33",-,1,1,-,1,1,-,-,-,-,236',-,-
78399,3564.0,16/17,Copa del Rey,Levante UD,1,1,"0,00",-,-,-,-,-,1,-,-,-,-,120',-,-
78400,3564.0,15/16,LaLiga,Levante UD,17,13,"0,69",-,-,-,3,2,3,-,-,-,-,958',-,-
78401,3564.0,15/16,Copa del Rey,Levante UD,1,1,"0,00",-,-,-,-,-,-,-,-,-,-,90',-,-
78402,3564.0,14/15,LaLiga,Levante UD,30,26,"1,00",-,2,-,3,5,2,-,-,-,-,2.088',-,-
78403,3564.0,14/15,Copa del Rey,Levante UD,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78404,3564.0,13/14,LaLiga2,Girona FC,30,29,"1,21",1,3,-,4,8,4,-,-,-,2.131',2.131',-,-
78405,3564.0,13/14,Copa del Rey,Girona FC,2,2,"1,50",-,-,-,1,-,-,-,-,-,-,116',-,-
78406,3564.0,12/13,Promoción de ascenso a LaLiga2 ,Levante UD B,1,1,"1,00",-,-,-,-,-,-,-,-,-,-,90',-,-
78407,3564.0,12/13,LaLiga,Levante UD,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78408,3564.0,12/13,Copa del Rey,Levante UD,2,1,"0,00",-,-,-,-,1,-,-,-,-,-,62',-,-
78409,3564.0,12/13,Segunda División B - Grupo III,Levante UD B,4,4,"2,00",-,-,-,-,1,-,-,-,-,-,355',-,-
78410,3564.0,11/12,Copa del Rey,Levante UD,2,2,"0,00",-,-,-,-,-,-,-,-,-,-,180',-,-
78411,3564.0,11/12,LaLiga,Levante UD,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78412,3565.0,16/17,LaLiga2,Levante UD,23,22,"2,18",-,1,-,-,3,4,-,-,-,-,1.915',-,-
78413,3565.0,16/17,Copa del Rey,Levante UD,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78414,3565.0,15/16,LaLiga,Levante UD,23,17,"1,24",1,-,-,1,4,8,-,-,-,1.300',1.300',-,-
78415,3565.0,15/16,Copa del Rey,Levante UD,1,1,"1,00",-,-,-,1,-,-,-,-,-,-,39',-,-
78416,3565.0,14/15,LaLiga,Levante UD,15,10,"0,60",-,-,1,-,2,3,-,-,-,-,863',-,-
78417,3565.0,14/15,Copa del Rey,Levante UD,4,4,"1,25",-,-,-,-,-,1,-,-,-,-,360',-,-
78418,3565.0,13/14,LaLiga,Levante UD,33,32,"1,38",1,1,-,4,5,9,-,1,-,2.546',2.546',-,-
78419,3565.0,13/14,Copa del Rey,Levante UD,4,2,"1,50",-,-,-,-,-,-,-,-,-,-,180',-,-
78420,3565.0,12/13,LaLiga,Levante UD,29,17,"1,12",-,1,-,1,-,8,2,-,-,-,1.448',-,-
78421,3565.0,12/13,Europa League,Levante UD,12,8,"2,13",-,1,-,1,-,1,-,-,-,-,664',-,-
78422,3565.0,12/13,Copa del Rey,Levante UD,3,2,"1,50",-,-,-,-,-,-,-,-,-,-,180',-,-
78423,3565.0,11/12,LaLiga,Levante UD,34,22,"1,55",-,-,-,4,3,6,-,-,-,-,1.639',-,-
78424,3565.0,11/12,Copa del Rey,Levante UD,4,3,"2,00",-,-,-,1,-,-,-,-,-,-,193',-,-
78425,3565.0,11/12,LaLiga2,Córdoba CF,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78426,3565.0,10/11,Promoción de ascenso a LaLiga ,Real Valladolid CF,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78427,3565.0,10/11,LaLiga2,Real Valladolid CF,37,24,"1,33",1,-,-,2,3,6,-,1,-,1.920',1.920',-,-
78428,3565.0,10/11,Copa del Rey,Real Valladolid CF,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78429,3565.0,09/10,LaLiga,Real Valladolid CF,32,31,"0,94",-,1,-,1,4,5,-,-,-,-,2.605',-,-
78430,3565.0,08/09,LaLiga,Real Valladolid CF,30,30,"1,27",1,1,-,-,4,1,1,1,-,2.541',2.541',-,-
78431,3565.0,08/09,Copa del Rey,Real Valladolid CF,2,2,"0,50",-,-,-,-,2,-,-,-,-,-,101',-,-
78432,3565.0,07/08,LaLiga,Real Valladolid CF,29,28,"1,29",1,1,1,-,2,5,-,1,-,2.466',2.466',-,-
78433,3565.0,06/07,LaLiga2,Real Valladolid CF,1,1,"3,00",-,-,-,-,-,-,-,-,-,-,90',-,-
78434,3565.0,05/06,Copa Intertoto de la UEFA,Valencia CF,3,3,"2,00",-,-,-,2,-,-,-,-,-,-,147',-,-
78435,3565.0,04/05,LaLiga,Racing de Santander,26,20,"1,35",1,-,-,2,1,4,1,-,-,1.673',1.673',-,-
78436,3566.0,16/17,LaLiga2,Levante UD,22,20,"2,25",2,1,-,11,4,5,1,-,-,467',933',-,-
78437,3566.0,16/17,Copa del Rey,Levante UD,1,1,"0,00",-,-,-,-,-,-,-,-,-,-,120',-,-
78438,3566.0,15/16,LaLiga,Levante UD,35,33,"0,94",1,2,-,2,5,10,-,-,-,2.688',2.688',-,-
78439,3566.0,15/16,Copa del Rey,Levante UD,2,1,"1,00",-,-,-,-,-,-,-,-,-,-,90',-,-
78440,3566.0,2015, ,CD Atlético Huila,4,4,"1,00",1,-,-,-,-,1,-,-,-,360',360',-,-
78441,3566.0,2015, ,CD Atlético Huila,11,11,"1,45",-,-,-,2,1,-,-,-,-,-,883',-,-
78442,3566.0,2014, ,CD Atlético Huila,1,1,"1,00",-,-,-,-,-,1,-,-,-,-,90',-,-
78443,3566.0,2014, ,CD Atlético Huila,11,11,"1,36",1,1,-,-,-,2,1,-,-,945',945',-,-
78444,3566.0,2014, ,CD Atlético Huila,12,12,"0,75",2,-,-,-,1,2,-,-,-,524',1.048',-,-
78445,3566.0,2013,Liga Águila I,CD Atlético Huila,10,10,"1,00",-,2,-,-,1,4,-,-,-,-,855',-,-
78446,3567.0,16/17,LaLiga2,Levante UD,24,24,"2,17",1,-,-,2,11,4,-,-,-,1.732',1.732',-,-
78447,3567.0,15/16,LaLiga2,AD Alcorcón,38,34,"1,38",2,1,-,5,16,4,-,-,-,1.197',2.393',-,-
78448,3567.0,15/16,Copa del Rey,AD Alcorcón,1,1,"0,00",-,-,-,-,-,-,-,-,-,-,90',-,-
78449,3567.0,14/15,Promoción de ascenso a LaLiga ,Real Zaragoza,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78450,3567.0,14/15,LaLiga2,Real Zaragoza,19,17,"1,41",-,1,-,8,7,2,1,-,-,-,850',-,-
78451,3567.0,13/14,Türkiye Kupasi,Antalyaspor,5,4,"2,00",1,-,-,1,3,1,-,-,-,202',202',-,-
78452,3567.0,13/14,Süper Lig,Antalyaspor,19,16,"1,00",-,1,-,2,9,4,-,-,-,-,1.117',-,-
78453,3567.0,12/13,LaLiga,Celta de Vigo,25,18,"1,17",2,-,-,4,8,6,-,-,-,571',1.142',-,-
78454,3567.0,12/13,Copa del Rey,Celta de Vigo,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78455,3567.0,11/12,LaLiga2,Celta de Vigo,39,27,"2,37",1,-,-,10,6,7,-,-,-,1.467',1.467',-,-
78456,3567.0,11/12,Copa del Rey,Celta de Vigo,4,3,"2,00",-,-,-,-,1,-,-,-,-,-,268',-,-
78457,3567.0,10/11,LaLiga2,Villarreal CF B,41,40,"1,20",-,-,-,2,9,8,-,-,-,-,3.308',-,-
78458,3567.0,10/11,LaLiga,Villarreal CF,1,1,"0,00",-,-,-,1,-,-,-,-,-,-,11',-,-
78459,3567.0,09/10,LaLiga2,Villarreal CF B,39,34,"1,35",2,-,-,3,11,5,-,1,-,1.276',2.552',-,-
78460,3567.0,08/09,LaLiga2,SD Eibar,25,23,"0,61",1,-,-,5,8,9,-,-,-,1.605',1.605',-,-
78461,3567.0,07/08,LaLiga2,SD Eibar,36,34,"1,21",2,-,-,10,16,7,-,-,-,1.005',2.009',-,-
78462,3567.0,06/07,LaLiga,Valencia CF,2,1,"1,00",-,-,-,1,-,-,-,-,-,-,5',-,-
78463,3567.0,06/07,Liga de Campeones de la UEFA,Valencia CF,3,1,"0,00",-,-,-,1,-,-,-,-,-,-,63',-,-
78464,3568.0,16/17,LaLiga2,Levante UD,25,25,"2,20",3,4,-,2,9,4,-,-,-,632',1.896',-,-
78465,3568.0,16/17,Copa del Rey,Levante UD,1,1,"0,00",-,-,-,1,-,-,-,-,-,-,56',-,-
78466,3568.0,15/16,LaLiga2,AD Alcorcón,35,35,"1,51",3,2,-,1,8,13,-,-,-,990',2.971',-,-
78467,3568.0,14/15,Ledman Liga Pro,FC Porto B,6,6,"2,50",1,2,-,-,3,2,-,-,-,491',491',-,-
78468,3568.0,14/15,Liga NOS,FC Porto,5,2,"3,00",-,-,-,-,2,1,-,-,-,-,139',-,-
78469,3568.0,14/15,Taça CTT,FC Porto,5,4,"2,50",-,-,-,1,2,1,-,-,-,-,253',-,-
78470,3568.0,14/15,Serie A,UC Sampdoria,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78471,3568.0,14/15,Copa Italia,UC Sampdoria,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78472,3568.0,13/14,1.Bundesliga,1.FC Nürnberg,12,10,"0,60",1,1,-,5,2,3,-,-,-,591',591',-,-
78473,3568.0,13/14,FA Cup,Crystal Palace,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78474,3568.0,13/14,Premier League,Crystal Palace,11,6,"0,50",-,2,-,2,4,-,-,-,-,-,308',-,-
78475,3568.0,12/13,LaLiga,Sevilla FC,9,5,"1,40",-,-,-,2,3,2,-,-,-,-,184',-,-
78476,3568.0,12/13,Copa del Rey,Sevilla FC,1,1,"3,00",-,1,-,1,-,-,-,-,-,-,31',-,-
78477,3568.0,11/12,LaLiga,Sevilla FC,32,15,"1,13",-,3,-,12,3,-,-,-,-,-,431',-,-
78478,3568.0,11/12,Copa del Rey,Sevilla FC,4,2,"3,00",-,-,-,-,1,1,-,-,-,-,160',-,-
78479,3568.0,11/12,Europa League,Sevilla FC,2,1,"1,00",-,-,-,1,-,-,-,-,-,-,9',-,-
78480,3568.0,10/11,Promoción de ascenso a LaLiga2 ,Sevilla Atlético,2,2,"1,50",-,1,-,-,-,1,-,-,-,-,180',-,-
78481,3568.0,10/11,LaLiga,Sevilla FC,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78482,3569.0,16/17,LaLiga2,Levante UD,14,10,"2,50",-,1,-,5,3,2,-,-,-,-,494',-,-
78483,3569.0,16/17,Copa del Rey,Levante UD,1,1,"0,00",-,-,-,-,-,-,-,-,-,-,120',-,-
78484,3569.0,15/16,LaLiga,Levante UD,33,29,"0,93",2,4,-,6,5,13,-,-,1,1.064',2.127',-,-
78485,3569.0,15/16,Copa del Rey,Levante UD,2,2,"0,50",1,-,-,-,-,-,-,-,-,180',180',-,-
78486,3569.0,14/15,LaLiga,UD Almería,34,33,"0,88",4,3,-,-,5,10,-,-,3,713',2.852',-,-
78487,3569.0,14/15,Copa del Rey,UD Almería,3,3,"2,33",1,1,1,-,1,-,-,-,1,245',245',-,-
78488,3569.0,13/14,LaLiga,UD Almería,34,34,"0,91",8,4,-,-,8,11,-,-,7,365',2.923',-,-
78489,3569.0,13/14,Copa del Rey,UD Almería,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78490,3569.0,12/13,Promoción de ascenso a LaLiga ,UD Almería,4,4,"2,50",-,-,-,-,-,1,-,-,-,-,390',-,-
78491,3569.0,12/13,LaLiga2,UD Almería,40,40,"1,78",2,4,1,-,3,11,-,-,-,1.784',3.567',-,-
78492,3569.0,12/13,Copa del Rey,UD Almería,3,3,"2,00",-,-,-,1,-,1,-,-,-,-,254',-,-
78493,3569.0,11/12,LaLiga2,UD Almería,40,38,"1,76",1,-,-,6,9,9,1,-,-,2.794',2.794',-,-
78494,3569.0,11/12,Copa del Rey,UD Almería,4,3,"2,00",-,-,-,-,2,-,-,-,-,-,226',-,-
78495,3569.0,10/11,LaLiga2,Albacete Balompié,39,33,"0,76",6,-,-,5,3,12,-,-,-,421',2.527',-,-
78496,3569.0,10/11,Copa del Rey,Albacete Balompié,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78497,3569.0,09/10,LaLiga2,Albacete Balompié,39,34,"1,29",2,-,-,1,3,10,-,-,-,1.466',2.931',-,-
78498,3569.0,08/09,LaLiga2,Albacete Balompié,38,33,"1,18",4,-,-,12,11,7,-,-,-,500',1.999',-,-
78499,3569.0,04/05,Copa de la UEFA,Villarreal CF,1,1,"3,00",-,-,-,1,-,-,-,-,-,-,17',-,-
78500,3569.0,04/05,Copa Intertoto de la UEFA,Villarreal CF,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78501,3569.0,03/04,Copa de la UEFA,Villarreal CF,8,2,"0,50",-,-,-,2,-,1,-,-,-,-,12',-,-
78502,3569.0,03/04,LaLiga,Villarreal CF,10,3,"2,33",-,-,-,2,-,-,-,-,-,-,99',-,-
78503,3569.0,02/03,LaLiga,Villarreal CF,1,1,"0,00",-,-,-,1,-,-,-,-,-,-,22',-,-
78504,3570.0,16/17,LaLiga2,Levante UD,23,19,"2,21",-,2,-,4,9,1,-,-,-,-,1.251',-,-
78505,3570.0,16/17,Copa del Rey,Levante UD,1,1,"0,00",-,-,-,1,-,-,-,-,-,-,60',-,-
78506,3570.0,15/16,LaLiga2,Elche CF,38,38,"1,47",-,6,-,10,9,6,-,-,-,-,2.571',-,-
78507,3570.0,15/16,Copa del Rey,Elche CF,1,1,"0,00",-,-,-,1,-,-,-,-,-,-,60',-,-
78508,3570.0,14/15,LaLiga,UD Almería,19,15,"0,87",1,-,-,7,5,3,-,-,-,715',715',-,-
78509,3570.0,14/15,Copa del Rey,UD Almería,1,1,"0,00",-,-,-,-,-,-,-,-,-,-,90',-,-
