,Jugador,Temporada,Dato,Ultimo_club,Nuevo_club,Valor,Coste
34717,5230.0,15/16,30/06/2016,Trapani,Hellas Verona,400 miles €,Fin de préstamo
34718,5230.0,15/16,15/07/2015,Hellas Verona,Trapani,300 miles €,Préstamo
34719,5230.0,14/15,30/06/2015,Virtus Lanciano,Hellas Verona,300 miles €,Fin de préstamo
34720,5230.0,14/15,14/08/2014,Hellas Verona,Virtus Lanciano,100 miles €,Préstamo
34721,5230.0,10/11,01/07/2010,AA Anapolina,Hellas Verona,50 miles €,gratuito
34722,5230.0,09/10,01/01/2010,Atlético-MG,AA Anapolina,50 miles €,?
34723,5230.0,09/10,01/12/2009,Tombense,Atlético-MG,50 miles €,Fin de préstamo
34724,5230.0,09/10,01/08/2009,Atlético-MG,Tombense,50 miles €,Préstamo
34725,5230.0,08/09,01/05/2009,Villa Nova AC,Atlético-MG,50 miles €,Fin de préstamo
34726,5230.0,08/09,01/02/2009,Atlético-MG,Villa Nova AC,50 miles €,Préstamo
34727,5230.0,08/09,01/09/2008,CRB,Atlético-MG,-,Fin de préstamo
34728,5230.0,07/08,01/01/2008,Atlético-MG,CRB,-,Préstamo
34729,5230.0,06/07,01/11/2006,Mineiro B,Atlético-MG,-,-
34730,5231.0,15/16,17/07/2015,FC Bologna,Hellas Verona,100 miles €,Libre
34731,5231.0,14/15,08/07/2014,AC Milan,FC Bologna,100 miles €,Libre
34732,5231.0,13/14,17/08/2013,Torino,AC Milan,100 miles €,Libre
34733,5231.0,12/13,31/01/2013,AC Milan,Torino,50 miles €,Libre
34734,5231.0,11/12,30/06/2012,Torino,AC Milan,200 miles €,Fin de préstamo
34735,5231.0,11/12,01/07/2011,AC Milan,Torino,450 miles €,Préstamo
34736,5231.0,10/11,30/06/2011,AC Siena,AC Milan,450 miles €,Fin de préstamo
34737,5231.0,10/11,01/07/2010,AC Milan,AC Siena,"1,00 mill. €",Préstamo
34738,5231.0,09/10,01/06/2010,Atalanta,AC Milan,"2,00 mill. €",?
34739,5231.0,08/09,01/07/2008,AC Milan,Atalanta,"4,00 mill. €",900 miles €
34740,5231.0,07/08,30/06/2008,Atalanta,AC Milan,"4,00 mill. €",Fin de préstamo
34741,5231.0,07/08,01/07/2007,AC Milan,Atalanta,"1,50 mill. €",Préstamo
34742,5231.0,06/07,30/06/2007,Piacenza FC,AC Milan,"1,50 mill. €",Fin de préstamo
34743,5231.0,06/07,22/08/2006,AC Milan,Piacenza FC,"1,50 mill. €",Préstamo
34744,5231.0,06/07,01/07/2006,Ascoli,AC Milan,"1,50 mill. €",Libre
34745,5231.0,03/04,30/06/2004,Reggina,Ascoli,-,Fin de préstamo
34746,5231.0,03/04,01/01/2004,Ascoli,Reggina,-,Préstamo
34747,5231.0,03/04,01/07/2003,FC Bologna,Ascoli,-,?
34748,5231.0,00/01,01/07/2000,SSC Napoli,FC Bologna,-,?
34749,5231.0,96/97,01/07/1996,Napoli U19,SSC Napoli,-,-
34750,5232.0,14/15,30/06/2015,Spezia Calcio,Hellas Verona,"1,40 mill. €",Fin de préstamo
34751,5232.0,14/15,29/01/2015,Hellas Verona,Spezia Calcio,"1,20 mill. €",Préstamo
34752,5232.0,14/15,28/01/2015,FC Empoli,Hellas Verona,"1,20 mill. €",Fin de préstamo
34753,5232.0,14/15,08/08/2014,Hellas Verona,FC Empoli,"1,40 mill. €",Préstamo
34754,5232.0,13/14,30/06/2014,Spezia Calcio,Hellas Verona,"1,00 mill. €",Fin de préstamo
34755,5232.0,13/14,07/01/2014,Hellas Verona,Spezia Calcio,"1,00 mill. €",Préstamo
34756,5232.0,13/14,01/07/2013,Inter,Hellas Verona,"1,00 mill. €","1,60 mill. €"
34757,5232.0,12/13,30/06/2013,Hellas Verona,Inter,"1,00 mill. €",Fin de préstamo
34758,5232.0,12/13,23/01/2013,Inter,Hellas Verona,400 miles €,Préstamo
34759,5232.0,12/13,01/07/2012,Inter U19,Inter,250 miles €,-
34760,5232.0,10/11,30/06/2011,Varese U19,Inter U19,300 miles €,Fin de préstamo
34761,5232.0,10/11,01/08/2010,Inter U19,Varese U19,-,Préstamo
34762,5232.0,07/08,01/07/2007,Corsico,Inter U19,-,?
34763,5233.0,16/17,27/01/2017,FC Bologna,Hellas Verona,900 miles €,Préstamo
34764,5233.0,13/14,30/06/2014,Crotone,FC Bologna,100 miles €,Fin de préstamo
34765,5233.0,13/14,14/01/2014,FC Bologna,Crotone,100 miles €,Préstamo
34766,5233.0,13/14,01/07/2013,Bologna U19,FC Bologna,75 miles €,-
34767,5233.0,11/12,01/07/2011,FC Bologna Jugend,Bologna U19,-,-
34768,5234.0,16/17,11/08/2016,Brescia,Hellas Verona,500 miles €,500 miles €
34769,5234.0,13/14,30/06/2014,Cremonese,Brescia,300 miles €,Fin de préstamo
34770,5234.0,13/14,19/07/2013,Brescia,Cremonese,300 miles €,Préstamo
34771,5234.0,12/13,06/07/2012,Genoa CFC,Brescia,300 miles €,?
34772,5234.0,11/12,30/06/2012,AS Gubbio,Genoa CFC,300 miles €,Fin de préstamo
34773,5234.0,11/12,01/07/2011,Genoa CFC,AS Gubbio,300 miles €,Préstamo
34774,5234.0,10/11,30/06/2011,AS Gubbio,Genoa CFC,300 miles €,Fin de préstamo
34775,5234.0,10/11,01/08/2010,Genoa CFC,AS Gubbio,-,Préstamo
34776,5234.0,10/11,01/07/2010,Pavia Berretti,Genoa CFC,-,?
34777,5234.0,09/10,30/06/2010,Bari U19,Pavia Berretti,-,Fin de préstamo
34778,5234.0,09/10,01/01/2010,Pavia Berretti,Bari U19,-,Préstamo
34779,5234.0,07/08,01/07/2007,Inter Jugend,Pavia Berretti,-,?
34780,5235.0,16/17,31/08/2016,FC Bologna,Hellas Verona,600 miles €,Préstamo
34781,5235.0,15/16,30/06/2016,Atalanta,FC Bologna,800 miles €,Fin de préstamo
34782,5235.0,14/15,01/07/2014,FC Bologna,Atalanta,"1,00 mill. €",Tarifa de préstamo:300 miles €
34783,5235.0,10/11,01/07/2010,Cittadella,FC Bologna,"1,00 mill. €","1,50 mill. €"
34784,5235.0,08/09,01/07/2008,Reggina,Cittadella,200 miles €,?
34785,5235.0,07/08,30/06/2008,Avellino,Reggina,200 miles €,Fin de préstamo
34786,5235.0,07/08,01/01/2008,Reggina,Avellino,50 miles €,Préstamo
34787,5235.0,07/08,01/07/2007,Cittadella,Reggina,-,?
34788,5235.0,03/04,01/07/2003,Cittadella U19,Cittadella,-,-
34789,5236.0,16/17,30/08/2016,FC Bologna,Hellas Verona,100 miles €,Préstamo
34790,5236.0,16/17,01/07/2016,Virtus Lanciano,FC Bologna,100 miles €,500 miles €
34791,5236.0,15/16,23/07/2015,AS Roma,Virtus Lanciano,75 miles €,Libre
34792,5236.0,14/15,30/06/2015,Pescara,AS Roma,75 miles €,Fin de préstamo
34793,5236.0,14/15,01/07/2014,Roma U19,Pescara,75 miles €,Préstamo
34794,5236.0,12/13,01/07/2012,AS Rom Jugend,Roma U19,-,-
34795,5236.0,11/12,01/07/2011,LPS Banatul,AS Rom Jugend,-,120 miles €
34796,5237.0,15/16,01/07/2015,Dijon,Hellas Verona,"1,00 mill. €",Libre
34797,5237.0,11/12,01/07/2011,Rennes,Dijon,"1,50 mill. €","1,50 mill. €"
34798,5237.0,09/10,30/06/2010,Dijon,Rennes,"1,40 mill. €",Fin de préstamo
34799,5237.0,09/10,31/08/2009,Rennes,Dijon,100 miles €,Préstamo
34800,5237.0,08/09,01/07/2008,Rennes B,Rennes,-,-
34801,5238.0,15/16,30/07/2015,AC Milan,Hellas Verona,700 miles €,Libre
34802,5238.0,14/15,01/07/2014,Hellas Verona,AC Milan,900 miles €,550 miles €
34803,5238.0,13/14,01/07/2013,AC Milan,Hellas Verona,300 miles €,500 miles €
34804,5238.0,12/13,30/06/2013,Hellas Verona,AC Milan,300 miles €,Fin de préstamo
34805,5238.0,12/13,31/07/2012,AC Milan,Hellas Verona,350 miles €,Préstamo
34806,5238.0,11/12,30/06/2012,Varese,AC Milan,350 miles €,Fin de préstamo
34807,5238.0,11/12,01/01/2012,AC Milan,Varese,400 miles €,Préstamo
34808,5238.0,11/12,01/12/2011,Getafe CF,AC Milan,400 miles €,Fin de préstamo
34809,5238.0,11/12,01/07/2011,Milan U19,Getafe CF,400 miles €,Préstamo
34810,5238.0,08/09,01/07/2008,FC Bologna,Milan U19,50 miles €,"2,20 mill. €"
34811,5238.0,07/08,01/07/2007,Bologna U19,FC Bologna,-,-
34812,5239.0,15/16,01/07/2015,US Palermo,Hellas Verona,500 miles €,"1,00 mill. €"
34813,5239.0,14/15,30/06/2015,Hellas Verona,US Palermo,500 miles €,Fin de préstamo
34814,5239.0,14/15,02/02/2015,US Palermo,Hellas Verona,500 miles €,Préstamo
34815,5239.0,13/14,01/07/2013,Genoa CFC,US Palermo,"1,10 mill. €",?
34816,5239.0,12/13,03/01/2013,US Palermo,Genoa CFC,"2,20 mill. €",?
34817,5239.0,11/12,01/07/2011,Varese,US Palermo,"1,10 mill. €","1,85 mill. €"
34818,5239.0,08/09,01/07/2008,AC Pisa,Varese,50 miles €,?
34819,5239.0,07/08,01/07/2007,Varese,AC Pisa,-,?
34820,5239.0,05/06,01/07/2005,Varese U19,Varese,-,-
34821,5240.0,15/16,30/06/2016,Cittadella,Hellas Verona,300 miles €,Fin de préstamo
34822,5240.0,15/16,26/01/2016,Hellas Verona,Cittadella,300 miles €,Préstamo
34823,5240.0,14/15,30/06/2015,Unione Venezia,Hellas Verona,250 miles €,Fin de préstamo
34824,5240.0,14/15,18/07/2014,Hellas Verona,Unione Venezia,75 miles €,Préstamo
34825,5240.0,13/14,07/01/2014,Bellaria IM,Hellas Verona,75 miles €,?
34826,5240.0,13/14,06/01/2014,Hellas U19,Bellaria IM,75 miles €,Fin de préstamo
34827,5240.0,13/14,12/08/2013,Bellaria IM,Hellas U19,75 miles €,Préstamo
34828,5240.0,12/13,01/07/2012,Bellaria IM G.,Bellaria IM,-,-
34829,5241.0,14/15,30/06/2015,Juventus,Hellas Verona,"7,50 mill. €",Fin de préstamo
34830,5241.0,14/15,02/08/2014,Hellas Verona,Juventus,"8,00 mill. €","Tarifa de préstamo:1,00 mill. €"
34831,5241.0,14/15,14/07/2014,Fiorentina,Hellas Verona,"8,00 mill. €","3,50 mill. €"
34832,5241.0,13/14,30/06/2014,Hellas Verona,Fiorentina,"6,00 mill. €",Fin de préstamo
34833,5241.0,13/14,14/08/2013,Fiorentina,Hellas Verona,"2,00 mill. €",Préstamo
34834,5241.0,11/12,01/07/2011,Cruzeiro,Fiorentina,"1,00 mill. €","2,50 mill. €"
34835,5241.0,10/11,30/06/2011,Atlético-PR,Cruzeiro,"1,00 mill. €",Fin de préstamo
34836,5241.0,10/11,01/04/2011,Cruzeiro,Atlético-PR,"1,20 mill. €",Préstamo
34837,5241.0,10/11,01/07/2010,Santo André,Cruzeiro,400 miles €,750 miles €
34838,5241.0,09/10,01/07/2009,Chapecoense,Santo André,-,gratuito
34839,5241.0,08/09,01/01/2009,Metropolitano,Chapecoense,-,gratuito
34840,5241.0,07/08,01/01/2008,EC Juventude B,Metropolitano,-,gratuito
34841,5242.0,16/17,08/07/2016,Cagliari,Hellas Verona,"2,20 mill. €","Tarifa de préstamo:1,00 mill. €"
34842,5242.0,15/16,01/07/2015,AC Milan,Cagliari,"2,00 mill. €",Libre
34843,5242.0,14/15,30/06/2015,Perugia,AC Milan,"2,00 mill. €",Fin de préstamo
34844,5242.0,14/15,15/07/2014,AC Milan,Perugia,"1,80 mill. €",Préstamo
34845,5242.0,13/14,30/06/2014,Bari,AC Milan,"1,80 mill. €",Fin de préstamo
34846,5242.0,13/14,25/07/2013,AC Milan,Bari,"2,00 mill. €",Préstamo
34847,5242.0,12/13,30/06/2013,Ascoli,AC Milan,"1,00 mill. €",Fin de préstamo
34848,5242.0,12/13,12/07/2012,AC Milan,Ascoli,800 miles €,Préstamo
34849,5242.0,11/12,30/06/2012,Latina Calcio,AC Milan,800 miles €,Fin de préstamo
34850,5242.0,11/12,29/08/2011,Milan U19,Latina Calcio,"1,00 mill. €",Préstamo
34851,5242.0,10/11,16/07/2010,Inter U19,Milan U19,300 miles €,"6,00 mill. €"
34852,5242.0,07/08,01/07/2007,Mailand Jugend,Inter U19,-,Libre
34853,5243.0,16/17,03/01/2017,Inter de Milán,Hellas Verona,"2,20 mill. €","1,20 mill. €"
34854,5243.0,16/17,02/01/2017,Hellas Verona,Inter de Milán,"2,20 mill. €",Fin de préstamo
34855,5243.0,16/17,12/08/2016,Inter de Milán,Hellas Verona,"1,50 mill. €",Préstamo
34856,5243.0,15/16,30/06/2016,Como,Inter de Milán,"1,50 mill. €",Fin de préstamo
34857,5243.0,15/16,06/08/2015,Inter de Milán,Como,500 miles €,Préstamo
34858,5243.0,14/15,30/06/2015,FC Bologna,Inter de Milán,500 miles €,Fin de préstamo
34859,5243.0,14/15,01/09/2014,Inter de Milán,FC Bologna,400 miles €,Préstamo
34860,5243.0,13/14,30/06/2014,Sparta R.,Inter,500 miles €,Fin de préstamo
34861,5243.0,13/14,30/01/2014,Inter,Sparta R.,700 miles €,Préstamo
34862,5243.0,13/14,29/01/2014,Olhanense,Inter,700 miles €,Fin de préstamo
34863,5243.0,13/14,15/07/2013,Inter,Olhanense,700 miles €,Préstamo
34864,5243.0,12/13,30/06/2013,Vicenza,Inter,800 miles €,Fin de préstamo
34865,5243.0,12/13,31/01/2013,Inter,Vicenza,800 miles €,Préstamo
34866,5243.0,12/13,01/07/2012,Inter U19,Inter,800 miles €,-
34867,5243.0,10/11,01/07/2010,Inter Jugend,Inter U19,50 miles €,-
34868,5244.0,16/17,15/07/2016,FC Bologna,Hellas Verona,"1,30 mill. €",Libre
34869,5244.0,14/15,08/07/2014,Ars. de Sarandí,FC Bologna,"1,50 mill. €",Libre
34870,5244.0,13/14,22/01/2014,Sin equipo,Ars. de Sarandí,"1,50 mill. €",-
34871,5244.0,13/14,16/08/2013,Real Zaragoza,Sin equipo,"2,00 mill. €",-
34872,5244.0,12/13,01/07/2012,TSG Hoffenheim,Real Zaragoza,"3,00 mill. €",Libre
34873,5244.0,11/12,30/06/2012,Real Zaragoza,TSG Hoffenheim,"3,00 mill. €",Fin de préstamo
34874,5244.0,11/12,13/08/2011,TSG Hoffenheim,Real Zaragoza,"3,00 mill. €",Tarifa de préstamo:400 miles €
34875,5244.0,10/11,30/06/2011,Racing Club,TSG Hoffenheim,"3,00 mill. €",Fin de préstamo
34876,5244.0,10/11,08/02/2011,TSG Hoffenheim,Racing Club,"3,80 mill. €",Préstamo
34877,5244.0,10/11,31/12/2010,Genoa CFC,TSG Hoffenheim,"4,00 mill. €",Fin de préstamo
34878,5244.0,10/11,24/07/2010,TSG Hoffenheim,Genoa CFC,"4,00 mill. €",Tarifa de préstamo:700 miles €
34879,5244.0,09/10,01/07/2009,Racing Club,TSG Hoffenheim,"3,00 mill. €","4,60 mill. €"
34880,5244.0,08/09,01/07/2008,Racing Club B,Racing Club,75 miles €,-
34881,5244.0,07/08,01/01/2008,Racing U20,Racing Club B,-,-
34882,5245.0,16/17,19/01/2017,Manchester City,Hellas Verona,"1,20 mill. €",Préstamo
34883,5245.0,16/17,15/01/2017,Rayo Vallecano,Manchester City,"1,20 mill. €",Fin de préstamo
34884,5245.0,16/17,29/08/2016,Manchester City,Rayo Vallecano,"1,50 mill. €",Préstamo
34885,5245.0,15/16,30/06/2016,AEK Atenas,Manchester City,"1,50 mill. €",Fin de préstamo
34886,5245.0,15/16,01/02/2016,Manchester City,AEK Atenas,"1,50 mill. €",Préstamo
34887,5245.0,15/16,02/01/2016,Middlesbrough,Manchester City,"1,50 mill. €",Fin de préstamo
34888,5245.0,15/16,26/10/2015,Manchester City,Middlesbrough,"1,50 mill. €",Préstamo
34889,5245.0,14/15,30/06/2015,Córdoba CF,Manchester City,"2,00 mill. €",Fin de préstamo
34890,5245.0,14/15,31/01/2015,Manchester City,Córdoba CF,"2,00 mill. €",Préstamo
34891,5245.0,14/15,30/01/2015,Valencia CF,Manchester City,"2,00 mill. €",Fin de préstamo
34892,5245.0,14/15,19/08/2014,Manchester City,Valencia CF,"3,00 mill. €",Préstamo
34893,5245.0,14/15,01/07/2014,Racing Club,Manchester City,"4,00 mill. €","2,50 mill. €"
34894,5245.0,09/10,01/01/2010,Racing U20,Racing Club,25 miles €,-
34895,5246.0,15/16,30/06/2016,AS Livorno,Hellas Verona,300 miles €,Fin de préstamo
34896,5246.0,15/16,01/02/2016,Hellas Verona,AS Livorno,400 miles €,Préstamo
34897,5246.0,15/16,31/01/2016,Pescara,Hellas Verona,400 miles €,Fin de préstamo
34898,5246.0,15/16,23/07/2015,Hellas Verona,Pescara,450 miles €,Préstamo
34899,5246.0,15/16,07/07/2015,UC AlbinoLeffe,Hellas Verona,450 miles €,Libre
34900,5246.0,14/15,30/06/2015,Hellas Verona,UC AlbinoLeffe,450 miles €,Fin de préstamo
34901,5246.0,14/15,15/07/2014,UC AlbinoLeffe,Hellas Verona,400 miles €,Préstamo
34902,5246.0,12/13,24/01/2013,AC Milan,UC AlbinoLeffe,800 miles €,?
34903,5246.0,11/12,01/07/2011,UC AlbinoLeffe,AC Milan,300 miles €,?
34904,5246.0,10/11,01/09/2010,Albinoleffe U19,UC AlbinoLeffe,-,-
34905,5247.0,10/11,30/06/2011,AS Gubbio,Hellas Verona,500 miles €,Fin de préstamo
34906,5247.0,09/10,01/01/2010,Hellas Verona,AS Gubbio,75 miles €,Préstamo
34907,5247.0,08/09,01/07/2008,Bellaria IM,Hellas Verona,75 miles €,?
34908,5247.0,06/07,01/07/2006,Triestina,Bellaria IM,-,?
34909,5247.0,05/06,01/07/2005,AS Ferentino,Triestina,-,?
34910,5248.0,15/16,01/07/2015,Hellas U19,Hellas Verona,100 miles €,-
34911,5248.0,13/14,01/07/2013,Hellas U17,Hellas U19,-,-
34912,5248.0,12/13,01/01/2013,Bordeaux U19,Hellas U17,-,Libre
34913,5249.0,15/16,02/07/2015,AS Livorno,Hellas Verona,"3,00 mill. €",Libre
34914,5249.0,11/12,01/08/2011,Inter,AS Livorno,"1,00 mill. €",300 miles €
34915,5249.0,10/11,30/06/2011,FC Bologna,Inter,"1,00 mill. €",Fin de préstamo
34916,5249.0,10/11,28/07/2010,Inter,FC Bologna,500 miles €,Tarifa de préstamo:550 miles €
34917,5249.0,09/10,30/06/2010,Triestina,Inter,500 miles €,Fin de préstamo
34918,5249.0,09/10,01/07/2009,Inter,Triestina,100 miles €,Préstamo
34919,5249.0,08/09,30/06/2009,Piacenza FC,Inter,100 miles €,Fin de préstamo
34920,5249.0,08/09,01/02/2009,Inter,Piacenza FC,-,Préstamo
34921,5249.0,08/09,31/12/2008,Bari,Inter,-,Fin de préstamo
34922,5249.0,08/09,01/08/2008,Inter,Bari,-,Préstamo
34923,5249.0,08/09,01/07/2008,Inter U19,Inter,-,-
34924,5250.0,16/17,07/07/2016,Modena FC,Hellas Verona,500 miles €,800 miles €
34925,5250.0,14/15,30/06/2015,Pro Vercelli,Modena FC,200 miles €,Fin de préstamo
34926,5250.0,14/15,02/02/2015,Modena FC,Pro Vercelli,100 miles €,Préstamo
34927,5250.0,14/15,01/07/2014,Correggese,Modena FC,100 miles €,gratuito
34928,5250.0,13/14,31/08/2013,Sassuolo,Correggese,100 miles €,gratuito
34929,5250.0,11/12,30/06/2012,Portosummaga,Sassuolo,175 miles €,Fin de préstamo
34930,5250.0,11/12,01/08/2011,Sassuolo,Portosummaga,75 miles €,Préstamo
34931,5250.0,10/11,01/06/2011,Viareggio,Sassuolo,75 miles €,?
34932,5250.0,10/11,01/08/2010,Sassuolo,Viareggio,50 miles €,?
34933,5250.0,10/11,01/07/2010,Manfredonia,Sassuolo,50 miles €,gratuito
34934,5250.0,09/10,01/07/2009,Sassuolo U19,Manfredonia,-,?
34935,5250.0,08/09,01/07/2008,Bologna U19,Sassuolo U19,-,?
34936,5251.0,16/17,31/08/2016,Salernitana,Hellas Verona,100 miles €,Préstamo
34937,5251.0,15/16,30/06/2016,Ternana,Salernitana,100 miles €,Fin de préstamo
34938,5251.0,15/16,29/01/2016,Salernitana,Ternana,150 miles €,Préstamo
34939,5251.0,15/16,03/08/2015,US Palermo,Salernitana,150 miles €,Libre
34940,5251.0,14/15,30/06/2015,FC Bologna,US Palermo,150 miles €,Fin de préstamo
34941,5251.0,14/15,01/07/2014,US Palermo,FC Bologna,500 miles €,Préstamo
34942,5251.0,13/14,02/07/2013,Sassuolo,US Palermo,700 miles €,500 miles €
34943,5251.0,11/12,01/01/2012,AC Siena,Sassuolo,900 miles €,?
34944,5251.0,10/11,01/07/2010,Frosinone,AC Siena,900 miles €,?
34945,5251.0,09/10,01/07/2009,Foggia,Frosinone,50 miles €,?
34946,5251.0,08/09,01/07/2008,Ternana,Foggia,-,?
34947,5251.0,07/08,01/01/2008,Frosinone,Ternana,-,?
34948,5251.0,07/08,01/07/2007,Nuorese,Frosinone,-,?
34949,5251.0,04/05,01/07/2004,Ischia,Nuorese,-,?
34950,5251.0,03/04,01/07/2003,Calngianus,Ischia,-,?
34951,5251.0,02/03,01/07/2002,eigene Jugend,Calngianus,-,-
34952,5252.0,15/16,12/07/2015,AC Milan,Hellas Verona,"4,00 mill. €",Libre
34953,5252.0,12/13,22/08/2012,Inter,AC Milan,"14,50 mill. €","12,50 mill. €"
34954,5252.0,10/11,28/01/2011,UC Sampdoria,Inter,"19,00 mill. €","18,00 mill. €"
34955,5252.0,08/09,15/01/2009,Fiorentina,UC Sampdoria,"10,00 mill. €","9,00 mill. €"
34956,5252.0,04/05,30/01/2005,Atalanta,Fiorentina,"3,00 mill. €","6,50 mill. €"
34957,5252.0,03/04,01/07/2003,Atalanta U19,Atalanta,-,-
34958,5253.0,16/17,08/07/2016,Juventus,Hellas Verona,"1,50 mill. €",Préstamo
34959,5253.0,16/17,01/07/2016,Como,Juventus,"1,50 mill. €",Libre
34960,5253.0,14/15,24/07/2014,AC Milan,Como,400 miles €,?
34961,5253.0,13/14,30/06/2014,Barletta,AC Milan,450 miles €,Fin de préstamo
34962,5253.0,13/14,31/01/2014,AC Milan,Barletta,600 miles €,Préstamo
34963,5253.0,13/14,30/01/2014,Lumezzane,AC Milan,600 miles €,Fin de préstamo
34964,5253.0,13/14,29/07/2013,Milan U19,Lumezzane,600 miles €,Préstamo
34965,5253.0,10/11,01/07/2010,Mailand Jugend,Milan U19,-,-
34966,5253.0,08/09,16/07/2008,Masseroni,Mailand Jugend,-,?
34967,5254.0,15/16,30/06/2016,Pescara,Hellas Verona,250 miles €,Fin de préstamo
34968,5254.0,15/16,23/07/2015,Hellas Verona,Pescara,200 miles €,Préstamo
34969,5254.0,15/16,01/07/2015,Hellas U19,Hellas Verona,200 miles €,-
34970,5254.0,14/15,23/07/2014,Siena U19,Hellas U19,150 miles €,Libre
34971,5254.0,13/14,01/07/2013,AC Siena Jugend,Siena U19,-,-
34972,5255.0,15/16,28/01/2016,Inter de Milán,Frosinone,"5,00 mill. €",Préstamo
34973,5255.0,15/16,27/01/2016,Espanyol,Inter de Milán,"5,00 mill. €",Fin de préstamo
34974,5255.0,15/16,25/07/2015,Inter de Milán,Espanyol,"7,00 mill. €",Préstamo
34975,5255.0,14/15,30/06/2015,Chievo Verona,Inter de Milán,"8,00 mill. €",Fin de préstamo
34976,5255.0,14/15,05/07/2014,Inter de Milán,Chievo Verona,"9,00 mill. €",Préstamo
34977,5255.0,13/14,30/06/2014,AS Livorno,Inter,"8,50 mill. €",Fin de préstamo
34978,5255.0,13/14,09/07/2013,Inter,AS Livorno,"6,00 mill. €",Préstamo
34979,5255.0,12/13,30/06/2013,Novara,Inter,"6,00 mill. €",Fin de préstamo
34980,5255.0,12/13,14/07/2012,Inter,Novara,"2,00 mill. €",Préstamo
34981,5255.0,12/13,01/07/2012,AS Livorno,Inter,"2,00 mill. €","1,50 mill. €"
34982,5255.0,11/12,03/08/2011,Inter U19,AS Livorno,300 miles €,?
34983,5255.0,11/12,01/07/2011,AS Livorno,Inter U19,300 miles €,900 miles €
34984,5255.0,10/11,30/06/2011,Inter U19,AS Livorno,300 miles €,Fin de préstamo
34985,5255.0,10/11,03/01/2011,AS Livorno,Inter U19,150 miles €,Tarifa de préstamo:100 miles €
34986,5255.0,09/10,01/07/2009,Livorno U19,AS Livorno,-,-
34987,5256.0,16/17,25/01/2017,Crotone,Frosinone,400 miles €,Préstamo
34988,5256.0,16/17,30/08/2016,Steaua Bucarest,Crotone,400 miles €,Tarifa de préstamo:250 miles €
34989,5256.0,11/12,01/07/2011,Steaua U21,Steaua Bucarest,-,-
34990,5257.0,11/12,01/01/2012,Vaslui,Frosinone,500 miles €,?
34991,5257.0,11/12,01/09/2011,Varese,Vaslui,650 miles €,gratuito
34992,5257.0,10/11,01/09/2010,Como,Varese,50 miles €,gratuito
34993,5257.0,09/10,01/08/2009,Taranto,Como,50 miles €,gratuito
34994,5257.0,09/10,01/07/2009,Lecco,Taranto,50 miles €,?
34995,5257.0,08/09,01/01/2009,Cremonese,Lecco,50 miles €,?
34996,5257.0,08/09,01/08/2008,Foggia,Cremonese,50 miles €,?
34997,5257.0,08/09,01/07/2008,Pro Sesto,Foggia,50 miles €,?
34998,5257.0,07/08,01/01/2008,Chievo Verona,Pro Sesto,50 miles €,?
34999,5257.0,07/08,01/07/2007,Frosinone,Chievo Verona,-,?
35000,5257.0,04/05,01/07/2004,Nocerina,Frosinone,-,gratuito
35001,5257.0,01/02,01/01/2002,Acireale,Nocerina,-,?
35002,5257.0,01/02,01/07/2001,Catania,Acireale,-,?
35003,5258.0,16/17,28/07/2016,Vicenza,Frosinone,"1,30 mill. €",500 miles €
35004,5258.0,14/15,01/07/2014,Chievo Verona,Vicenza,100 miles €,
35005,5258.0,13/14,01/07/2013,Vicenza,Chievo Verona,300 miles €,?
35006,5258.0,11/12,01/01/2012,Viareggio,Vicenza,175 miles €,80 miles €
35007,5258.0,11/12,01/07/2011,Chievo Verona,Viareggio,175 miles €,?
35008,5258.0,10/11,30/06/2011,Viareggio,Chievo Verona,175 miles €,Fin de préstamo
35009,5258.0,10/11,01/08/2010,Chievo Verona,Viareggio,50 miles €,Préstamo
35010,5258.0,09/10,30/06/2010,Pergolettese,Chievo Verona,50 miles €,Fin de préstamo
35011,5258.0,09/10,01/07/2009,Chievo Verona,Pergolettese,-,Préstamo
35012,5258.0,08/09,01/06/2009,AC Mezzocorona,Chievo Verona,-,?
35013,5258.0,08/09,01/08/2008,Chievo Verona,AC Mezzocorona,-,?
35014,5258.0,08/09,01/07/2008,Chievo U19,Chievo Verona,-,-
35015,5259.0,16/17,10/01/2017,Cagliari,Frosinone,"1,20 mill. €",Préstamo
35016,5259.0,16/17,09/01/2017,UC Sampdoria,Cagliari,"1,20 mill. €",Fin de préstamo
35017,5259.0,16/17,31/08/2016,Cagliari,UC Sampdoria,"1,20 mill. €",Préstamo
35018,5259.0,15/16,14/07/2015,Genoa CFC,Cagliari,"1,40 mill. €","2,00 mill. €"
35019,5259.0,15/16,01/07/2015,AC Cesena,Genoa CFC,"1,40 mill. €",?
35020,5259.0,14/15,16/07/2014,Genoa CFC,AC Cesena,"1,50 mill. €",?
35021,5259.0,13/14,30/06/2014,AC Cesena,Genoa CFC,"1,00 mill. €",Fin de préstamo
35022,5259.0,13/14,03/07/2013,Genoa U19,AC Cesena,500 miles €,Préstamo
35023,5259.0,11/12,01/07/2011,NK Maribor U19,Genoa U19,-,700 miles €
35024,5260.0,16/17,25/08/2016,Sassuolo,Frosinone,600 miles €,?
35025,5260.0,15/16,30/06/2016,FC Empoli,Sassuolo,600 miles €,Fin de préstamo
35026,5260.0,15/16,01/02/2016,Sassuolo,FC Empoli,600 miles €,Préstamo
