,Avatar,Nombre,Nombre_Completo,Dorsal,Nacionalidad,bandera_pais,valor,Equipo,Altura,Pie,Edad,Fecha_nacimiento,Contrato_hasta,Posicion,Fichado,Agente,Lugar_nacimiento,Proveedror
2032,tmssl.akamaized.net//images/portrait/header/45672-1407140095.jpg?lm=1433144613,Kevin Trapp,-,1,Alemania,//tmssl.akamaized.net//images/flagge/verysmall/40.png?lm=1396275477,"10,00 mill. € ",78.0,"1,89m",derecho,26,08/07/1990,30.06.2020,Portero,08/07/2015,Jörg Neubauer,Merzig  ,adidas
2033,tmssl.akamaized.net//images/portrait/header/120629-1447254969.jpg?lm=1447254999,Alphonse Aréola,-,16,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"10,00 mill. € ",78.0,"1,91m",derecho,23,27/02/1993,30.06.2019,Portero,01/07/2010,WB-Sportmanagement,Paris  ,-
2034,tmssl.akamaized.net//images/portrait/header/default.jpg?lm=1455618221,Rémy Descamps,-,40,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,150 miles € ,78.0,-,izquierdo,20,25/06/1996,30.06.2019,Portero,01/07/2016,Henri Zambelli,Marcq-en-Barœul  ,-
2035,tmssl.akamaized.net//images/portrait/header/181767-1425291803.jpg?lm=1433143839,Marquinhos,-,5,Brasil,//tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1396275477,"32,00 mill. € ",78.0,"1,80m",derecho,22,14/05/1994,30.06.2019,Defensa - Defensa central,19/07/2013,Euro Export Assessoria e Propaganda Ltda.,São Paulo  ,-
2036,tmssl.akamaized.net//images/portrait/header/29241-1462893880.jpg?lm=1462893892,Thiago Silva,Thiago Emiliano da Silva,2,Brasil,//tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1396275477,"16,00 mill. € ",78.0,"1,83m",derecho,32,22/09/1984,30.06.2020,Defensa - Defensa central,14/07/2012,Paulo Tonietto,Rio de Janeiro  ,Nike
2037,tmssl.akamaized.net//images/portrait/header/282041-1448017427.jpg?lm=1448017457,Presnel Kimpembe,-,3,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"8,00 mill. € ",78.0,"1,88m",izquierdo,21,13/08/1995,30.06.2021,Defensa - Defensa central,01/07/2015,FDF,Beaumont-sur-Oise  ,Nike
2038,tmssl.akamaized.net//images/portrait/header/126710-1413961428.jpg?lm=1433143559,Layvin Kurzawa,-,20,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"23,00 mill. € ",78.0,"1,82m",izquierdo,24,04/09/1992,30.06.2020,Defensa - Lateral izquierdo,27/08/2015,Léandre Chouya,Fréjus  ,Nike
2039,tmssl.akamaized.net//bilder/spielerfotos/s_4317_583_2013_10_24_1.jpg?lm=0,Maxwell,-,17,Brasil,//tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1396275477,"1,00 mill. € ",78.0,"1,76m",izquierdo,35,27/08/1981,30.06.2017,Defensa - Lateral izquierdo,12/01/2012,Mino Raiola,Cachoeiro de Itapemirim  ,-
2040,tmssl.akamaized.net//images/portrait/header/127032-1479730792.jpg?lm=1479730807,Serge Aurier,Serge Alain Stephane Aurier,19,Costa de Marfil,//tmssl.akamaized.net//images/flagge/verysmall/38.png?lm=1396275488,"15,00 mill. € ",78.0,"1,75m",derecho,24,24/12/1992,30.06.2019,Defensa - Lateral derecho,01/07/2015,-,Ouragahio  ,Nike
2041,tmssl.akamaized.net//images/portrait/header/100986-1464867358.jpg?lm=1464867376,Thomas Meunier,-,12,Bélgica,//tmssl.akamaized.net//images/flagge/verysmall/19.png?lm=1396275450,"7,50 mill. € ",78.0,"1,90m",derecho,25,12/09/1991,30.06.2020,Defensa - Lateral derecho,03/07/2016,Eleven Management,Sainte-Ode  ,adidas
2042,tmssl.akamaized.net//images/portrait/header/45184-1447240173.jpg?lm=1447240212,Grzegorz Krychowiak,-,4,Polonia,//tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1396275477,"28,00 mill. € ",78.0,"1,86m",derecho,27,29/01/1990,30.06.2021,Medio campo - Pivote,03/07/2016,Stellar Football Ltd,Gryfice  ,Puma
2043,tmssl.akamaized.net//images/portrait/header/7602-1455621338.jpg?lm=1455621355,Thiago Motta,Thiago Motta Santon Olivares,8,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,"2,50 mill. € ",78.0,"1,87m",izquierdo,34,28/08/1982,30.06.2017,Medio campo - Pivote,31/01/2012,-,São Bernardo do Campo  ,-
2044,tmssl.akamaized.net//images/portrait/header/102558-1465813690.jpg?lm=1465813705,Marco Verratti,-,6,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,"40,00 mill. € ",78.0,"1,68m",derecho,24,05/11/1992,30.06.2021,Medio campo - Medio centro,18/07/2012,Di Campli Management,Pescara  ,-
2045,tmssl.akamaized.net//images/portrait/header/33923-1454670291.jpg?lm=1454670290,Blaise Matuidi,-,14,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"30,00 mill. € ",78.0,"1,78m",izquierdo,29,09/04/1987,30.06.2018,-,25/07/2011,Mino Raiola,Toulouse  ,Nike
2046,tmssl.akamaized.net//images/portrait/header/182913-1404470611.jpg?lm=1433143843,Adrien Rabiot,Adrien Rabiot-Provost,25,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"12,00 mill. € ",78.0,"1,89m",izquierdo,21,03/04/1995,30.06.2019,Medio campo - Medio centro,01/07/2012,MSM &amp; C SARL,Saint-Maurice  ,-
2047,tmssl.akamaized.net//images/portrait/header/344381-1448531647.jpg?lm=1448531678,Christopher Nkunku,-,24,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,750 miles € ,78.0,"1,75m",derecho,19,14/11/1997,30.06.2020,Medio campo - Medio centro,23/12/2015,firsteleven ISM development,Lagny-sur-Marne  ,-
2048,tmssl.akamaized.net//images/portrait/header/55215-1408353496.jpg?lm=1433144737,Javier Pastore,Javier Matías Pastore,10,Argentina,//tmssl.akamaized.net//images/flagge/verysmall/9.png?lm=1396275477,"20,00 mill. € ",78.0,"1,87m",derecho,27,20/06/1989,30.06.2019,Medio campo - Medio centro ofensivo,06/08/2011,Marcelo Simonian,Córdoba  ,Nike
2049,tmssl.akamaized.net//images/portrait/header/18900-1455120470.jpg?lm=1455120434,Hatem Ben Arfa,حاتم بن عرفة,21,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"14,00 mill. € ",78.0,"1,79m",izquierdo,29,07/03/1987,30.06.2018,Medio campo - Medio centro ofensivo,01/07/2016,MSM &amp; C SARL,Clamart  ,-
2050,tmssl.akamaized.net//images/portrait/header/348795-1474546402.jpg?lm=1474546410,Giovani Lo Celso,-,18,Argentina,//tmssl.akamaized.net//images/flagge/verysmall/9.png?lm=1396275477,"10,00 mill. € ",78.0,"1,77m",izquierdo,20,09/04/1996,30.06.2021,Medio campo - Medio centro ofensivo,26/07/2016,athletes first,Rosario  ,-
2051,tmssl.akamaized.net//images/portrait/header/85148-1438007925.jpg?lm=1438007946,Julian Draxler,-,23,Alemania,//tmssl.akamaized.net//images/flagge/verysmall/40.png?lm=1396275477,"32,00 mill. € ",78.0,"1,87m",derecho,23,20/09/1993,30.06.2021,Delantero - Extremo izquierdo,03/01/2017,ROGON,Gladbeck  ,adidas
2052,tmssl.akamaized.net//images/portrait/header/45320-1453896931.jpg?lm=1453896948,Ángel Di María,Ángel Fabián Di María,11,Argentina,//tmssl.akamaized.net//images/flagge/verysmall/9.png?lm=1396275477,"50,00 mill. € ",78.0,"1,80m",izquierdo,29,14/02/1988,30.06.2019,Delantero - Extremo derecho,06/08/2015,Gestifute,Rosario  ,adidas
2053,tmssl.akamaized.net//images/portrait/header/77100-1454602060.jpg?lm=1454602053,Lucas,-,7,Brasil,//tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1396275477,"37,00 mill. € ",78.0,"1,72m",derecho,24,13/08/1992,30.06.2019,Delantero - Extremo derecho,01/01/2013,MJF PUBLICIDADE,São Paulo  ,adidas
2054,tmssl.akamaized.net//images/portrait/header/225122-1474545654.jpg?lm=1474545663,Gonçalo Guedes,Gonçalo Manuel Ganchinho Guedes,15,Portugal,//tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1396275486,"9,00 mill. € ",78.0,"1,79m",derecho,20,29/11/1996,30.06.2021,Delantero - Media punta,25/01/2017,Gestifute,Benavente  ,-
2055,tmssl.akamaized.net//images/portrait/header/48280-1457537531.jpg?lm=1457537556,Edinson Cavani,Édinson Roberto Cavani Gómez,9,Uruguay,//tmssl.akamaized.net//images/flagge/verysmall/179.png?lm=1396275478,"45,00 mill. € ",78.0,"1,84m",derecho,30,14/02/1987,30.06.2018,Delantero - Delantero centro,16/07/2013,MSM &amp; C SARL,Salto  ,Nike
2056,tmssl.akamaized.net//images/portrait/header/264956-1445954010.jpg?lm=1445954033,Jean-Kévin Augustin,-,29,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"3,00 mill. € ",78.0,"1,77m",derecho,19,16/06/1997,30.06.2018,Delantero - Delantero centro,01/02/2015,MSM &amp; C SARL,Paris  ,-
2057,tmssl.akamaized.net//images/portrait/header/60561-1448018185.jpg?lm=1448018208,Anthony Lopes,-,1,Portugal,//tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1396275486,"14,00 mill. € ",79.0,"1,84m",izquierdo,26,01/10/1990,30.06.2020,Portero,01/07/2011,GT Talents World,Givors  ,-
2058,tmssl.akamaized.net//images/portrait/header/60543-1448018271.jpg?lm=1448018312,Mathieu Gorgelin,-,30,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,400 miles € ,79.0,"1,87m",izquierdo,26,05/08/1990,30.06.2020,Portero,01/07/2010,-,Ambérieu-en-Bugey  ,-
2059,tmssl.akamaized.net//images/portrait/header/190366-1448018323.jpg?lm=1448018353,Lucas Mocio,-,16,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,150 miles € ,79.0,"1,97m",izquierdo,22,11/05/1994,-,-,-,-,Villefranche-sur-SaĂ´ne  ,-
2060,tmssl.akamaized.net//bilder/spielerfotos/s_60577_244_2014_01_02_1.jpg?lm=0,Nicolas N'Koulou,Nicolas Alexis Julio N'Koulou Ndoubena,3,Camerún,//tmssl.akamaized.net//images/flagge/verysmall/31.png?lm=1396275478,"8,00 mill. € ",79.0,"1,84m",derecho,26,27/03/1990,30.06.2020,Defensa - Defensa central,01/07/2016,Maxime Nana,Yaoundé  ,-
2061,tmssl.akamaized.net//images/portrait/header/57480-1418383803.jpg?lm=1433144774,Mapou Yanga-Mbiwa,Mapou Yanga Mbiwa,2,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"6,50 mill. € ",79.0,"1,84m",derecho,27,15/05/1989,30.06.2020,Defensa - Defensa central,14/08/2015,Mondial Promotion,Bangui  ,-
2062,tmssl.akamaized.net//images/portrait/header/275512-1453462053.jpg?lm=1453462072,Emanuel Mammana,Emanuel Hernán Mammana,4,Argentina,//tmssl.akamaized.net//images/flagge/verysmall/9.png?lm=1396275477,"6,00 mill. € ",79.0,"1,83m",derecho,21,10/02/1996,30.06.2021,Defensa - Defensa central,06/07/2016,GOLDEN SOCCER SPORTS,Merlo  ,-
2063,tmssl.akamaized.net//images/portrait/header/default.jpg?lm=1455618221,Mouctar Diakhaby,-,5,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"2,00 mill. € ",79.0,"1,89m",derecho,20,19/12/1996,30.06.2019,Defensa - Defensa central,01/07/2016,firsteleven ISM development,Vendôme  ,-
2064,tmssl.akamaized.net//images/portrait/header/59597-1412859517.jpg?lm=1433144810,Maciej Rybus,-,31,Polonia,//tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1396275477,"4,00 mill. € ",79.0,"1,73m",izquierdo,27,19/08/1989,30.06.2019,Defensa - Lateral izquierdo,01/07/2016,SPORTMAR Mariusz Piekarski,Łowicz  ,Nike
2065,tmssl.akamaized.net//bilder/spielerfotos/s_23960_244_2014_01_07_1.jpg?lm=0,Jérémy Morel,-,15,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"1,00 mill. € ",79.0,"1,73m",izquierdo,32,02/04/1984,30.06.2018,Defensa - Lateral izquierdo,01/07/2015,Léandre Chouya,Lorient  ,-
2066,tmssl.akamaized.net//bilder/spielerfotos/s_61892_985_2009_1.jpg?lm=0,Rafael,-,20,Brasil,//tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1396275477,"5,00 mill. € ",79.0,"1,72m",derecho,26,09/07/1990,30.06.2019,Defensa - Lateral derecho,03/08/2015,World Soccer Star GMBH,Petrópolis  ,-
2067,tmssl.akamaized.net//images/portrait/header/28335-1465213642.jpg?lm=1465213657,Christophe Jallet,-,13,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"1,50 mill. € ",79.0,"1,76m",derecho,33,31/10/1983,30.06.2018,Defensa - Lateral derecho,23/07/2014,Léandre Chouya,Cognac  ,-
2068,tmssl.akamaized.net//images/portrait/header/default.jpg?lm=1455618221,Jordy Gaspar,-,23,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,300 miles € ,79.0,"1,72m",derecho,19,23/04/1997,30.06.2017,Defensa - Lateral derecho,01/09/2016,-,Saint-Étienne  ,-
2069,tmssl.akamaized.net//bilder/spielerfotos/s_60542_1041_2014_01_07_1.jpg?lm=0,Maxime Gonalons,-,21,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"14,00 mill. € ",79.0,"1,87m",derecho,27,10/03/1989,30.06.2018,Medio campo - Pivote,01/07/2009,Frederic Guerra,Vénissieux  ,-
2070,tmssl.akamaized.net//images/portrait/header/353948-1448018914.jpg?lm=1448018933,Lucas Tousart,-,29,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"2,50 mill. € ",79.0,"1,85m",derecho,19,29/04/1997,30.06.2019,Medio campo - Pivote,31/08/2015,Sigma Foot,Arras  ,-
2071,tmssl.akamaized.net//images/portrait/header/190393-1448019053.jpg?lm=1448019071,Corentin Tolisso,-,8,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"18,00 mill. € ",79.0,"1,81m",derecho,22,03/08/1994,30.06.2020,Medio campo - Medio centro,01/07/2014,-,Tarare  ,-
2072,tmssl.akamaized.net//images/portrait/header/142021-1447238879.jpg?lm=1447238921,Sergi Darder,Sergi Darder Moll,14,España,//tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1396275477,"12,00 mill. € ",79.0,"1,80m",derecho,23,22/12/1993,30.06.2020,Medio campo - Medio centro,29/08/2015,Minguella Football Management,Artà  ,-
2073,tmssl.akamaized.net//images/portrait/header/118284-1454600591.png?lm=1454600621,Jordan Ferri,-,12,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"7,50 mill. € ",79.0,"1,72m",derecho,24,12/03/1992,30.06.2020,Medio campo - Medio centro,01/07/2012,MSM &amp; C SARL,Cavaillon  ,-
2074,tmssl.akamaized.net//images/portrait/header/default.jpg?lm=1455618221,Houssem Aouar,-,25,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,150 miles € ,79.0,-,derecho,18,30/06/1998,30.06.2020,Medio campo - Medio centro,04/07/2016,Mondial Promotion,Lyon  ,-
2075,tmssl.akamaized.net//images/portrait/header/40687-1466156924.jpg?lm=1466156942,Mathieu Valbuena,-,28,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"3,00 mill. € ",79.0,"1,67m",derecho,32,28/09/1984,30.06.2018,Medio campo - Medio centro ofensivo,11/08/2015,firsteleven ISM,Bruges  ,-
2076,tmssl.akamaized.net//images/portrait/header/167850-1474636352.jpg?lm=1474636367,Memphis Depay,-,9,Países Bajos,//tmssl.akamaized.net//images/flagge/verysmall/122.png?lm=1396275478,"25,00 mill. € ",79.0,"1,76m",derecho,23,13/02/1994,30.06.2021,Delantero - Extremo izquierdo,20/01/2017,SEG,Moordrecht  ,Under Armour
2077,tmssl.akamaized.net//images/portrait/header/234781-1448021691.jpg?lm=1448021707,Maxwel Cornet,Gnaly Maxwel Cornet,27,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"8,00 mill. € ",79.0,"1,79m",izquierdo,20,27/09/1996,30.06.2021,Delantero - Extremo izquierdo,15/01/2015,World Soccer Star GMBH,Bregbo  ,adidas
2078,tmssl.akamaized.net//images/portrait/header/118287-1448021528.jpg?lm=1448021595,Rachid Ghezzal,-,11,Argelia,//tmssl.akamaized.net//images/flagge/verysmall/4.png?lm=1396275450,"7,00 mill. € ",79.0,"1,82m",izquierdo,24,09/05/1992,30.06.2017,Delantero - Extremo derecho,01/07/2012,MSM,Décines-Charpieu  ,Nike
2079,tmssl.akamaized.net//images/portrait/header/93720-1433325070.jpg?lm=1433325101,Alexandre Lacazette,-,10,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"40,00 mill. € ",79.0,"1,75m",derecho,25,28/05/1991,30.06.2019,Delantero - Delantero centro,01/07/2009,score agencies,Lyon  ,adidas
2080,tmssl.akamaized.net//images/portrait/header/203496-1448021651.jpg?lm=1448021699,Nabil Fekir,-,18,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"12,00 mill. € ",79.0,"1,73m",izquierdo,23,18/07/1993,30.06.2020,Delantero - Delantero centro,01/07/2013,MSM &amp; C SARL,Lyon  ,Nike
2081,tmssl.akamaized.net//images/portrait/header/default.jpg?lm=1455618221,Jean-Philippe Mateta,-,19,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"2,50 mill. € ",79.0,"1,92m",-,19,28/06/1997,30.06.2021,-,16/09/2016,-,-,-
2082,tmssl.akamaized.net//images/portrait/header/default.jpg?lm=1455618221,Gaëtan Perrin,-,22,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,300 miles € ,79.0,"1,69m",derecho,20,07/06/1996,30.06.2019,Delantero - Delantero centro,01/07/2016,-,Lyon  ,-
2083,tmssl.akamaized.net//images/portrait/header/27941-1464872553.jpg?lm=1464872564,Danijel Subasic,Danijel Subašić,1,Croacia,//tmssl.akamaized.net//images/flagge/verysmall/37.png?lm=1396275477,"5,00 mill. € ",80.0,"1,91m",derecho,32,27/10/1984,30.06.2019,Portero,24/01/2012,Marko Bubic,Zadar  ,-
2084,tmssl.akamaized.net//images/portrait/header/5880-1455553786.jpg?lm=1455553855,Morgan De Sanctis,-,16,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,500 miles € ,80.0,"1,90m",derecho,39,26/03/1977,30.06.2017,Portero,13/07/2016,P&amp;P; Sport Management sam.,Guardiagrele  ,Lotto
2085,tmssl.akamaized.net//images/portrait/header/333694-1433322584.jpg?lm=1433322668,Seydou Sy,-,30,Senegal,//tmssl.akamaized.net//images/flagge/verysmall/149.png?lm=1396275486,150 miles € ,80.0,"1,92m",derecho,21,12/12/1995,30.06.2017,Portero,01/07/2014,World Sportbusiness,Dakar  ,-
2086,tmssl.akamaized.net//images/portrait/header/default.jpg?lm=1455618221,Loïc Badiashile,-,40,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,150 miles € ,80.0,"1,86m",derecho,19,05/02/1998,30.06.2021,Portero,01/07/2016,GM FOOT,Limoges  ,-
2087,tmssl.akamaized.net//images/portrait/header/46552-1455550857.jpg?lm=1455550866,Kamil Glik,Kamil Jacek Glik,25,Polonia,//tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1396275477,"15,00 mill. € ",80.0,"1,90m",derecho,29,03/02/1988,30.06.2020,Defensa - Defensa central,04/07/2016,"Kolakowski, Jaroslaw",Jastrzębie Zdrój  ,Nike
2088,tmssl.akamaized.net//images/portrait/header/258254-1453476055.jpg?lm=1453476074,Jemerson,-,5,Brasil,//tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1396275477,"11,00 mill. € ",80.0,"1,84m",derecho,24,24/08/1992,30.06.2020,Defensa - Defensa central,31/01/2016,fAirplay-Management,Jeremoabo  ,-
2089,tmssl.akamaized.net//bilder/spielerfotos/s_28845_162_2013_10_04_1.jpg?lm=0,Andrea Raggi,-,24,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,"1,50 mill. € ",80.0,"1,87m",derecho,32,24/06/1984,30.06.2018,Defensa - Defensa central,01/07/2012,Sin agente,La Spezia  ,-
2090,tmssl.akamaized.net//images/portrait/header/default.jpg?lm=1455618221,Abdou Diallo,-,34,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"1,00 mill. € ",80.0,"1,83m",izquierdo,20,04/05/1996,30.06.2021,Defensa - Defensa central,01/07/2014,GROUPE USM,Tours  ,-
2091,tmssl.akamaized.net//images/portrait/header/157495-1454601008.png?lm=1454601044,Benjamin Mendy,-,23,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"9,00 mill. € ",80.0,"1,85m",izquierdo,22,17/07/1994,30.06.2021,Defensa - Lateral izquierdo,01/07/2016,Meïssa N'diaye,Longjumeau  ,-
2092,tmssl.akamaized.net//images/portrait/header/345084-1485446640.jpg?lm=1485446649,Jorge,-,6,Brasil,//tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1396275477,"2,50 mill. € ",80.0,"1,84m",izquierdo,20,28/03/1996,30.06.2021,Defensa - Lateral izquierdo,30/01/2017,athletes first,Rio de Janeiro  ,-
2093,tmssl.akamaized.net//images/portrait/header/161869-1413962458.jpg?lm=1433143748,Djibril Sidibé,-,19,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"14,00 mill. € ",80.0,"1,82m",derecho,24,29/07/1992,30.06.2021,Defensa - Lateral derecho,08/07/2016,-,Troyes  ,-
2094,tmssl.akamaized.net//images/portrait/header/216181-1446719632.jpg?lm=1446719652,Almamy Touré,-,38,Malí,//tmssl.akamaized.net//images/flagge/verysmall/105.png?lm=1396275477,"2,50 mill. € ",80.0,"1,84m",derecho,20,28/04/1996,30.06.2019,Defensa - Lateral derecho,01/07/2014,MSM &amp; C SARL,Bamako  ,-
2095,tmssl.akamaized.net//images/portrait/header/225693-1448024915.jpg?lm=1448025027,Fabinho,-,2,Brasil,//tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1396275477,"20,00 mill. € ",80.0,"1,88m",derecho,23,23/10/1993,30.06.2021,Medio campo - Pivote,01/07/2015,KICK &amp; RUN SPORTS,Campinas  ,-
2096,tmssl.akamaized.net//images/portrait/header/182618-1448024950.jpg?lm=1448025041,Tiemoué Bakayoko,-,14,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"7,50 mill. € ",80.0,"1,84m",derecho,22,17/08/1994,30.06.2019,Medio campo - Pivote,28/07/2014,Sport Avenir Management International,Paris  ,-
2097,tmssl.akamaized.net//images/portrait/header/default.jpg?lm=1455618221,Kévin N'Doram,-,35,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"1,00 mill. € ",80.0,"1,85m",derecho,21,22/01/1996,30.06.2020,Medio campo - Pivote,01/07/2016,-,Nantes  ,-
2098,tmssl.akamaized.net//images/portrait/header/29364-1464083394.PNG?lm=1464083414,João Moutinho,João Filipe Iria Santos Moutinho,8,Portugal,//tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1396275486,"15,00 mill. € ",80.0,"1,71m",derecho,30,08/09/1986,30.06.2018,Medio campo - Medio centro,01/07/2013,Sin agente,Portimão  ,-
2099,tmssl.akamaized.net//images/portrait/header/288496-1432645288.jpg?lm=1433144218,Gabriel Boschilia,-,26,Brasil,//tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1396275477,"4,50 mill. € ",80.0,"1,72m",izquierdo,20,05/03/1996,30.06.2020,Medio campo - Medio centro ofensivo,11/08/2015,just football,Piracicaba  ,adidas
2100,tmssl.akamaized.net//images/portrait/header/205562-1444909651.jpg?lm=1444909665,Thomas Lemar,-,27,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"20,00 mill. € ",80.0,"1,70m",izquierdo,21,12/11/1995,30.06.2020,Delantero - Extremo izquierdo,01/07/2015,EW Management GmbH,Baie-Mahault  ,-
2101,tmssl.akamaized.net//images/portrait/header/241641-1412856866.jpg?lm=1433144085,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,10,Portugal,//tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1396275486,"25,00 mill. € ",80.0,"1,73m",izquierdo,22,10/08/1994,30.06.2020,Delantero - Extremo derecho,20/01/2015,Gestifute,Lisboa  ,adidas
2102,tmssl.akamaized.net//images/portrait/header/42267-1448025385.jpg?lm=1448025430,Nabil Dirar,نبيل درار,7,Marruecos,//tmssl.akamaized.net//images/flagge/verysmall/107.png?lm=1396275477,"2,00 mill. € ",80.0,"1,82m",derecho,30,25/02/1986,30.06.2018,Delantero - Extremo derecho,31/01/2012,Ben Kouider Group,Casablanca  ,-
2103,tmssl.akamaized.net//images/portrait/header/39152-1481124778.jpg?lm=1481124805,Falcao,-,9,Colombia,//tmssl.akamaized.net//images/flagge/verysmall/83.png?lm=1396275477,"15,00 mill. € ",80.0,"1,77m",derecho,31,10/02/1986,30.06.2018,Delantero - Delantero centro,01/07/2013,Gestifute,Santa Marta  ,Puma
2104,tmssl.akamaized.net//images/portrait/header/342229-1482168038.jpg?lm=1482168055,Kylian Mbappé,Kylian Mbappé Lottin,29,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"10,00 mill. € ",80.0,"1,78m",derecho,18,20/12/1998,30.06.2019,Delantero - Delantero centro,06/03/2016,Miembro de su familia,Bondy  ,Nike
2105,tmssl.akamaized.net//images/portrait/header/60540-1444909719.jpg?lm=1444909730,Valère Germain,-,18,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"9,00 mill. € ",80.0,"1,80m",derecho,26,17/04/1990,30.06.2018,Delantero - Delantero centro,01/07/2011,Miembro de su familia,Marseille  ,-
2106,tmssl.akamaized.net//images/portrait/header/184672-1418724897.jpg?lm=1433143860,Guido Carrillo,Guido Marcelo Carrillo,11,Argentina,//tmssl.akamaized.net//images/flagge/verysmall/9.png?lm=1396275477,"6,50 mill. € ",80.0,"1,91m",derecho,25,25/05/1991,30.06.2020,Delantero - Delantero centro,01/07/2015,Univers Management,Magdalena  ,-
2107,tmssl.akamaized.net//images/portrait/header/241231-1448545853.jpg?lm=1448545867,Yoan Cardinale,-,30,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"4,50 mill. € ",81.0,"1,81m",derecho,22,27/03/1994,30.06.2018,Portero,01/07/2014,-,La Ciotat  ,-
2108,tmssl.akamaized.net//images/portrait/header/default.jpg?lm=1455618221,Walter Benítez,Walter Daniel Benítez,40,Argentina,//tmssl.akamaized.net//images/flagge/verysmall/9.png?lm=1396275477,"2,00 mill. € ",81.0,"1,92m",derecho,24,19/01/1993,-,Portero,01/07/2016,-,General San Martín  ,-
