,Avatar,Nombre,Nombre_Completo,Dorsal,Nacionalidad,bandera_pais,valor,Equipo,Altura,Pie,Edad,Fecha_nacimiento,Contrato_hasta,Posicion,Fichado,Agente,Lugar_nacimiento,Proveedror
995,tmssl.akamaized.net//images/portrait/header/111819-1448463847.jpg?lm=1448463862,Neto,-,25,Brasil,//tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1396275477,"6,00 mill. € ",40.0,"1,91m",derecho,27,19/07/1989,30.06.2019,Portero,03/07/2015,Football Capital,Araxá  ,adidas
996,tmssl.akamaized.net//images/portrait/header/5023-1448530267.jpg?lm=1448530280,Gianluigi Buffon,-,1,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,"2,00 mill. € ",40.0,"1,92m",derecho,39,28/01/1978,30.06.2018,Portero,03/07/2001,Assist,Carrara  ,Puma
997,tmssl.akamaized.net//images/portrait/header/256339-1474296886.jpg?lm=1474296899,Emil Audero,Emil Audero Mulyadi,32,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,300 miles € ,40.0,"1,90m",derecho,20,18/01/1997,30.06.2019,Portero,01/07/2015,TMP SOCCER srl,Mataram  ,Nike
998,tmssl.akamaized.net//images/portrait/header/39983-1448464012.jpg?lm=1448464025,Leonardo Bonucci,-,19,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,"40,00 mill. € ",40.0,"1,90m",derecho,29,01/05/1987,30.06.2021,Defensa - Defensa central,01/07/2010,Alessandro Lucci - WSA,Viterbo  ,Nike
999,tmssl.akamaized.net//images/portrait/header/162959-1418136957.jpg?lm=1433143751,Daniele Rugani,-,24,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,"17,00 mill. € ",40.0,"1,90m",derecho,22,29/07/1994,30.06.2021,Defensa - Defensa central,01/02/2015,Davide Torchia,Sesto di Moriano  ,Nike
1000,tmssl.akamaized.net//images/portrait/header/45124-1437471177.jpg?lm=1437471528,Medhi Benatia,Medhi Amine El Mouttaqi Benatia,4,Marruecos,//tmssl.akamaized.net//images/flagge/verysmall/107.png?lm=1396275477,"15,00 mill. € ",40.0,"1,90m",derecho,29,17/04/1987,30.06.2017,Defensa - Defensa central,15/07/2016,GM FOOT,Courcouronnes  ,-
1001,tmssl.akamaized.net//images/portrait/header/29260-1448464153.jpg?lm=1448464171,Giorgio Chiellini,-,3,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,"12,00 mill. € ",40.0,"1,87m",izquierdo,32,14/08/1984,30.06.2018,Defensa - Defensa central,01/07/2005,Reset Group Srl,Pisa  ,Puma
1002,tmssl.akamaized.net//images/portrait/header/7109-1416219029.jpg?lm=1433144900,Andrea Barzagli,-,15,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,"2,00 mill. € ",40.0,"1,87m",derecho,35,08/05/1981,30.06.2018,Defensa - Defensa central,01/01/2011,Claudio Orlandini,Fiesole  ,Nike
1003,tmssl.akamaized.net//images/portrait/header/79960-1474296962.jpg?lm=1474296972,Alex Sandro,-,12,Brasil,//tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1396275477,"30,00 mill. € ",40.0,"1,81m",izquierdo,26,26/01/1991,30.06.2020,Defensa - Lateral izquierdo,20/08/2015,GT Talents World,Catanduva  ,Nike
1004,tmssl.akamaized.net//images/portrait/header/44709-1418827584.jpg?lm=1433144596,Paolo De Ceglie,-,29,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,600 miles € ,40.0,"1,84m",izquierdo,30,17/09/1986,30.06.2017,Defensa - Lateral izquierdo,01/07/2008,Carlo Pallavicino,Aosta  ,Asics
1005,tmssl.akamaized.net//images/portrait/header/15951-1464251996.jpg?lm=1464252013,Dani Alves,Daniel Alves da Silva,23,Brasil,//tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1396275477,"6,00 mill. € ",40.0,"1,72m",derecho,33,06/05/1983,30.06.2018,Defensa - Lateral derecho,01/07/2016,"Flashforward, S.L.",Juazeiro  ,-
1006,tmssl.akamaized.net//images/portrait/header/2865-1410245791.jpg?lm=1433144211,Stephan Lichtsteiner,-,26,Suiza,//tmssl.akamaized.net//images/flagge/verysmall/148.png?lm=1396275450,"4,00 mill. € ",40.0,"1,82m",derecho,33,16/01/1984,30.06.2018,Defensa - Lateral derecho,01/07/2011,Miembro de su familia,Adligenswil  ,Puma
1007,tmssl.akamaized.net//images/portrait/header/75942-1448531462.jpg?lm=1448531478,Tomás Rincón,Tomás Eduardo Rincón Hernández,28,Venezuela,//tmssl.akamaized.net//images/flagge/verysmall/182.png?lm=1396275478,"9,00 mill. € ",40.0,"1,77m",derecho,29,13/01/1988,30.06.2020,Medio campo - Pivote,03/01/2017,Go Pro Sport Management,San Cristóbal  ,-
1008,tmssl.akamaized.net//images/portrait/header/308279-1474297023.jpg?lm=1474297031,Rolando Mandragora,-,38,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,"3,00 mill. € ",40.0,"1,83m",izquierdo,19,29/06/1997,30.06.2020,Medio campo - Pivote,19/01/2016,G.E.V. Sport&amp;management; srl,Napoli  ,Nike
1009,tmssl.akamaized.net//images/portrait/header/44162-1448466304.jpg?lm=1448466314,Miralem Pjanic,Miralem Pjanić,5,Bosnia y Herzegovina,//tmssl.akamaized.net//images/flagge/verysmall/24.png?lm=1396275450,"38,00 mill. € ",40.0,"1,80m",derecho,26,02/04/1990,30.06.2021,Medio campo - Medio centro,01/07/2016,Dr. Michael Becker,Tuzla  ,adidas
1010,tmssl.akamaized.net//images/portrait/header/44716-1416219760.jpg?lm=1433144598,Claudio Marchisio,-,8,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,"28,00 mill. € ",40.0,"1,80m",derecho,31,19/01/1986,30.06.2020,Medio campo - Medio centro,01/07/2005,Miembro de su familia,Torino  ,Nike
1011,tmssl.akamaized.net//images/portrait/header/29401-1448464789.jpg?lm=1448464805,Sami Khedira,-,6,Alemania,//tmssl.akamaized.net//images/flagge/verysmall/40.png?lm=1396275477,"23,00 mill. € ",40.0,"1,89m",derecho,29,04/04/1987,30.06.2019,Medio campo - Medio centro,01/07/2015,Jörg Neubauer,Stuttgart  ,Nike
1012,tmssl.akamaized.net//images/portrait/header/167859-1448464913.jpg?lm=1448464935,Stefano Sturaro,-,27,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,"11,50 mill. € ",40.0,"1,81m",derecho,23,09/03/1993,30.06.2021,Medio campo - Medio centro,01/07/2014,Mioc &amp; Prskalo,Sanremo  ,Puma
1013,tmssl.akamaized.net//images/portrait/header/63531-1455553903.jpg?lm=1455553929,Kwadwo Asamoah,Kojo Kwadwo Asamoah,22,Ghana,//tmssl.akamaized.net//images/flagge/verysmall/54.png?lm=1396275450,"11,00 mill. € ",40.0,"1,73m",izquierdo,28,09/12/1988,30.06.2018,Medio campo - Medio centro,02/07/2012,Davide Torchia,Accra  ,Nike
1014,tmssl.akamaized.net//images/portrait/header/170934-1448464485.jpg?lm=1448464517,Mario Lemina,-,18,Gabón,//tmssl.akamaized.net//images/flagge/verysmall/51.png?lm=1396275477,"8,00 mill. € ",40.0,"1,84m",derecho,23,01/09/1993,30.06.2020,Medio campo - Medio centro,01/07/2016,BBC Management GmbH,Libreville  ,Nike
1015,tmssl.akamaized.net//images/portrait/header/200194-1449062509.jpg?lm=1449062553,Federico Mattiello,-,14,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,400 miles € ,40.0,"1,82m",derecho,21,14/07/1995,30.06.2019,Medio campo - Interior derecho,01/07/2014,P&amp;P; Sport Management sam.,Barga  ,-
1016,tmssl.akamaized.net//images/portrait/header/205940-1454598632.jpg?lm=1454598638,Marko Pjaca,-,20,Croacia,//tmssl.akamaized.net//images/flagge/verysmall/37.png?lm=1396275477,"18,00 mill. € ",40.0,"1,86m",derecho,21,06/05/1995,30.06.2021,Delantero - Extremo izquierdo,21/07/2016,Marko Naletilic,Zagreb  ,Nike
1017,tmssl.akamaized.net//images/portrait/header/91970-1448465554.jpg?lm=1448465570,Juan Cuadrado,Juan Guillermo Cuadrado Bello,7,Colombia,//tmssl.akamaized.net//images/flagge/verysmall/83.png?lm=1396275477,"25,00 mill. € ",40.0,"1,78m",derecho,28,26/05/1988,30.06.2019,Delantero - Extremo derecho,31/08/2016,Alessandro Lucci - WSA,Necoclí  ,adidas
1018,tmssl.akamaized.net//images/portrait/header/39153-1476439911.jpg?lm=1476439924,Gonzalo Higuaín,Gonzalo Gerardo Higuaín,9,Argentina,//tmssl.akamaized.net//images/flagge/verysmall/9.png?lm=1396275477,"75,00 mill. € ",40.0,"1,84m",derecho,29,10/12/1987,30.06.2021,Delantero - Delantero centro,26/07/2016,Miembro de su familia,Brest  ,Nike
1019,tmssl.akamaized.net//images/portrait/header/206050-1448465735.jpg?lm=1448465754,Paulo Dybala,Paulo Bruno Dybala,21,Argentina,//tmssl.akamaized.net//images/flagge/verysmall/9.png?lm=1396275477,"45,00 mill. € ",40.0,"1,77m",izquierdo,23,15/11/1993,30.06.2020,Delantero - Delantero centro,01/07/2015,Calcio Sud America sa,Laguna Larga  ,Nike
1020,tmssl.akamaized.net//images/portrait/header/34572-1448465837.jpg?lm=1448465855,Mario Mandzukic,Mario Mandžukić,17,Croacia,//tmssl.akamaized.net//images/flagge/verysmall/37.png?lm=1396275477,"18,00 mill. € ",40.0,"1,90m",derecho,30,21/05/1986,30.06.2019,Delantero - Delantero centro,01/07/2015,Ivan Cvjetkovic,Slavonski Brod  ,Nike
1021,tmssl.akamaized.net//images/portrait/header/7825-1448528367.jpg?lm=1448528755,Pepe Reina,José Manuel Reina Páez,25,España,//tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1396275477,"3,00 mill. € ",41.0,"1,88m",derecho,34,31/08/1982,30.06.2018,Portero,01/07/2015,Manuel García Quilón,Madrid  ,adidas
1022,tmssl.akamaized.net//images/portrait/header/99254-1410346832.jpg?lm=1433145116,Luigi Sepe,-,22,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,"2,80 mill. € ",41.0,"1,85m",izquierdo,25,08/05/1991,30.06.2019,Portero,01/07/2011,M.A.R.A.T. Football Management srl,Torre del Greco  ,-
1023,tmssl.akamaized.net//images/portrait/header/103916-1448528834.jpg?lm=1448528865,Rafael,Rafael Cabral Barbosa,1,Brasil,//tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1396275477,"1,70 mill. € ",41.0,"1,86m",derecho,26,20/05/1990,30.06.2018,Portero,11/07/2013,GoalKick Sportmanagement,Sorocaba  ,-
1024,tmssl.akamaized.net//images/portrait/header/93128-1448528991.jpg?lm=1448529031,Kalidou Koulibaly,Kalidou Koulibaly,26,Senegal,//tmssl.akamaized.net//images/flagge/verysmall/149.png?lm=1396275486,"30,00 mill. € ",41.0,"1,87m",derecho,25,20/06/1991,30.06.2021,Defensa - Defensa central,01/07/2014,KICK &amp; RUN SPORTS,Saint-Dié-des-Vosges  ,-
1025,tmssl.akamaized.net//images/portrait/header/124715-1454413853.jpg?lm=1454413854,Nikola Maksimović,Никола Максимовић,19,Serbia,//tmssl.akamaized.net//images/flagge/verysmall/215.png?lm=1396275486,"12,00 mill. € ",41.0,"1,93m",derecho,25,25/11/1991,30.06.2021,Defensa - Defensa central,01/07/2017,LIAN SPORTS,Bajina Bašta  ,-
1026,tmssl.akamaized.net//images/portrait/header/15452-1418292073.jpg?lm=1433143699,Raúl Albiol,Raúl Albiol Tortajada,33,España,//tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1396275477,"8,50 mill. € ",41.0,"1,90m",derecho,31,04/09/1985,30.06.2020,Defensa - Defensa central,21/07/2013,Manuel García Quilón,Vilamarxant  ,-
1027,tmssl.akamaized.net//images/portrait/header/111347-1449070994.jpg?lm=1449071037,Lorenzo Tonelli,-,62,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,"8,00 mill. € ",41.0,"1,83m",derecho,27,17/01/1990,30.06.2020,Defensa - Defensa central,01/07/2016,Studio Legale Tomlillo,Firenze  ,-
1028,tmssl.akamaized.net//images/portrait/header/123261-1448529260.jpg?lm=1448529283,Vlad Chiriches,Vlad Iulian Chiricheş,21,Rumania,//tmssl.akamaized.net//images/flagge/verysmall/140.png?lm=1396275450,"6,50 mill. € ",41.0,"1,84m",derecho,27,14/11/1989,30.06.2020,Defensa - Defensa central,30/07/2015,Pietro Chiodi Soccer Management,Bacău  ,Nike
1029,tmssl.akamaized.net//images/portrait/header/126656-1448529070.jpg?lm=1448529092,Faouzi Ghoulam,فوزي غلام,31,Argelia,//tmssl.akamaized.net//images/flagge/verysmall/4.png?lm=1396275450,"15,00 mill. € ",41.0,"1,88m",izquierdo,26,01/02/1991,30.06.2018,Defensa - Lateral izquierdo,31/01/2014,Gea World S.p.A.,Saint-Priest-en-Jarez  ,Nike
1030,tmssl.akamaized.net//images/portrait/header/39799-1448529312.jpg?lm=1448529375,Ivan Strinic,Ivan Strinić,3,Croacia,//tmssl.akamaized.net//images/flagge/verysmall/37.png?lm=1396275477,"4,50 mill. € ",41.0,"1,86m",izquierdo,29,17/07/1987,30.06.2019,Defensa - Lateral izquierdo,05/01/2015,StarFactory Football Management S.A,Split  ,-
1031,tmssl.akamaized.net//images/portrait/header/200056-1448529186.jpg?lm=1448529212,Elseid Hysaj,-,2,Albania,//tmssl.akamaized.net//images/flagge/verysmall/3.png?lm=1396275478,"14,00 mill. € ",41.0,"1,82m",derecho,23,02/02/1994,30.06.2021,Defensa - Lateral derecho,02/08/2015,M.A.R.A.T. Football Management srl,Shkodër  ,Kappa
1032,tmssl.akamaized.net//images/portrait/header/21151-1455552087.jpg?lm=1455552126,Christian Maggio,Christian Maggio,11,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,500 miles € ,41.0,"1,84m",derecho,35,11/02/1982,30.06.2018,Defensa - Lateral derecho,01/07/2008,MB Promotion,Montecchio Maggiore  ,-
1033,tmssl.akamaized.net//images/portrait/header/102017-1448529577.jpg?lm=1448529597,Jorginho,Jorge Luiz Frello Filho,8,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,"19,00 mill. € ",41.0,"1,80m",derecho,25,20/12/1991,30.06.2020,Medio campo - Pivote,18/01/2014,GoalKick Sportmanagement,Imbituba  ,-
1034,tmssl.akamaized.net//images/portrait/header/355501-1449135309.jpg?lm=1449135339,Amadou Diawara,-,42,Guina,//tmssl.akamaized.net//images/flagge/verysmall/59.png?lm=1396275478,"15,00 mill. € ",41.0,"1,83m",ambidiestro,19,17/07/1997,30.06.2021,Medio campo - Pivote,26/08/2016,Sin resolverse,Conakry  ,Nike
1035,tmssl.akamaized.net//images/portrait/header/38593-1408608919.jpg?lm=1433144500,Marek Hamsik,Marek Hamšík,17,Eslovaquia,//tmssl.akamaized.net//images/flagge/verysmall/154.png?lm=1396275478,"40,00 mill. € ",41.0,"1,83m",ambidiestro,29,27/07/1987,30.06.2020,Medio campo - Medio centro,01/07/2007,CSM Agency,Banská Bystrica  ,Nike
1036,tmssl.akamaized.net//images/portrait/header/126422-1448529525.jpg?lm=1448529550,Allan,Allan Marques Loureiro,5,Brasil,//tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1396275477,"16,00 mill. € ",41.0,"1,75m",derecho,26,08/01/1991,30.06.2019,Medio campo - Medio centro,21/07/2015,Eduardo Uram,Rio de Janeiro  ,-
1037,tmssl.akamaized.net//images/portrait/header/181136-1449071327.jpg?lm=1449071366,Piotr Zielinski,Piotr Sebastian Zieliński,20,Polonia,//tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1396275477,"16,00 mill. € ",41.0,"1,80m",ambidiestro,22,20/05/1994,30.06.2021,Medio campo - Medio centro,04/08/2016,BMG-SPORT,Ząbkowice Śląskie  ,Nike
1038,tmssl.akamaized.net//images/portrait/header/84835-1455532189.jpg?lm=1455532203,Emanuele Giaccherini,-,4,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,"2,50 mill. € ",41.0,"1,67m",derecho,31,05/05/1985,30.06.2019,Medio campo - Interior derecho,16/07/2016,-,Bibbiena  ,-
1039,tmssl.akamaized.net//images/portrait/header/317482-1443354681.jpg?lm=1443354702,Marko Rog,-,30,Croacia,//tmssl.akamaized.net//images/flagge/verysmall/37.png?lm=1396275477,"8,00 mill. € ",41.0,"1,80m",derecho,21,19/07/1995,30.06.2017,Medio campo - Medio centro ofensivo,01/07/2017,LIAN SPORTS,Zagreb  ,adidas
1040,tmssl.akamaized.net//images/portrait/header/61253-1448529945.jpg?lm=1448529978,José Callejón,José María Callejón Bueno,7,España,//tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1396275477,"23,00 mill. € ",41.0,"1,78m",derecho,30,11/02/1987,30.06.2020,Delantero,11/07/2013,Manuel García Quilón,Motril  ,-
1041,tmssl.akamaized.net//images/portrait/header/133964-1455552102.jpg?lm=1455552115,Lorenzo Insigne,Lorenzo Insigne,24,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,"25,00 mill. € ",41.0,"1,63m",derecho,25,04/06/1991,30.06.2019,Delantero - Extremo izquierdo,01/06/2011,Sin resolverse,Frattamaggiore  ,-
1042,tmssl.akamaized.net//images/portrait/header/56416-1455552069.jpg?lm=1455552108,Dries Mertens,Dries Mertens,14,Bélgica,//tmssl.akamaized.net//images/flagge/verysmall/19.png?lm=1396275450,"20,00 mill. € ",41.0,"1,69m",derecho,29,06/05/1987,30.06.2018,Delantero - Extremo izquierdo,01/07/2013,Sin agente,Leuven  ,-
1043,tmssl.akamaized.net//images/portrait/header/351898-1486567085.png?lm=1486567095,Leandrinho,-,18,Brasil,//tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1396275477,750 miles € ,41.0,"1,74m",derecho,18,11/10/1998,30.06.2021,Delantero - Extremo izquierdo,12/01/2017,Mino Raiola,Ribeirão Claro  ,-
1044,tmssl.akamaized.net//images/portrait/header/191891-1407956389.jpg?lm=1433143898,Arkadiusz Milik,-,99,Polonia,//tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1396275477,"20,00 mill. € ",41.0,"1,86m",izquierdo,22,28/02/1994,30.06.2021,Delantero - Delantero centro,01/08/2016,F-MG.com,Tychy  ,Nike
1045,tmssl.akamaized.net//images/portrait/header/64793-1448531598.jpg?lm=1448531635,Leonardo Pavoletti,-,32,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,"13,00 mill. € ",41.0,"1,88m",derecho,28,26/11/1988,30.06.2021,Delantero - Delantero centro,03/01/2017,G.E.V. Sport&amp;management; srl,Livorno  ,Nike
1046,tmssl.akamaized.net//images/portrait/header/28021-1410955099.jpg?lm=1433144200,Samir Handanovic,Samir Handanovič,1,Eslovenia,//tmssl.akamaized.net//images/flagge/verysmall/155.png?lm=1396275477,"12,50 mill. € ",42.0,"1,93m",derecho,32,14/07/1984,30.06.2019,Portero,09/07/2012,LIAN SPORTS,Ljubljana  ,Nike
1047,tmssl.akamaized.net//images/portrait/header/39118-1410340416.jpg?lm=1433144507,Juan Pablo Carrizo,-,30,Argentina,//tmssl.akamaized.net//images/flagge/verysmall/9.png?lm=1396275477,500 miles € ,42.0,"1,89m",derecho,32,06/05/1984,30.06.2017,Portero,01/07/2013,Heroes Group,Empalme Villa Constitución  ,Nike
1048,tmssl.akamaized.net//images/portrait/header/303657-1415618384.jpg?lm=1433144269,Andrei Radu,Ionuț Andrei Radu,97,Rumania,//tmssl.akamaized.net//images/flagge/verysmall/140.png?lm=1396275450,300 miles € ,42.0,"1,88m",derecho,19,28/05/1997,30.06.2020,Portero,01/07/2016,-,Bucharest  ,-
1049,tmssl.akamaized.net//images/portrait/header/21752-1410955115.jpg?lm=1433143994,Tommaso Berni,-,46,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,100 miles € ,42.0,"1,85m",derecho,33,06/03/1983,30.06.2017,Portero,02/07/2014,Reset Group Srl,Firenze  ,Nike
1050,tmssl.akamaized.net//images/portrait/header/131102-1448966897.jpg?lm=1448966917,Jeison Murillo,Jeison Fabián Murillo Cerón,24,Colombia,//tmssl.akamaized.net//images/flagge/verysmall/83.png?lm=1396275477,"14,00 mill. € ",42.0,"1,82m",derecho,24,27/05/1992,30.06.2020,Defensa - Defensa central,01/07/2015,-,Barranquilla  ,Nike
1051,tmssl.akamaized.net//images/portrait/header/33357-1448967043.jpg?lm=1448967066,Miranda,-,25,Brasil,//tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1396275477,"14,00 mill. € ",42.0,"1,86m",derecho,32,07/09/1984,30.06.2018,Defensa - Defensa central,01/07/2016,Sin resolverse,Paranavaí  ,adidas
1052,tmssl.akamaized.net//images/portrait/header/60889-1410955087.jpg?lm=1433144826,Gary Medel,Gary Alexis Medel Soto,17,Chile,//tmssl.akamaized.net//images/flagge/verysmall/33.png?lm=1396275477,"13,00 mill. € ",42.0,"1,71m",derecho,29,03/08/1987,30.06.2018,Defensa - Defensa central,13/08/2014,Fernando Felicevich,Santiago de Chile  ,Nike
1053,tmssl.akamaized.net//images/portrait/header/36356-1447239810.jpg?lm=1447239843,Marco Andreolli,-,2,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,"2,00 mill. € ",42.0,"1,87m",derecho,30,10/06/1986,30.06.2017,Defensa - Defensa central,01/07/2013,PB sports management srl,Ponte dell`Olio  ,adidas
1054,tmssl.akamaized.net//images/portrait/header/268590-1484838332.jpg?lm=1484838349,Eloge Yao,Eloge Koffi Yao Guy,94,Costa de Marfil,//tmssl.akamaized.net//images/flagge/verysmall/38.png?lm=1396275488,"1,80 mill. € ",42.0,"1,82m",derecho,21,20/01/1996,30.06.2018,Defensa - Defensa central,01/07/2015,JABC Limited,Akrroukro  ,-
1055,tmssl.akamaized.net//images/portrait/header/145840-1447761367.jpg?lm=1447761454,Trent Sainsbury,Trent Lucas Sainsbury,20,Australia,//tmssl.akamaized.net//images/flagge/verysmall/12.png?lm=1396275478,"1,00 mill. € ",42.0,"1,84m",derecho,25,05/01/1992,30.06.2017,Defensa - Defensa central,31/01/2017,Wasserman Netherlands Management,Perth  ,-
1056,tmssl.akamaized.net//images/portrait/header/55854-1448531113.jpg?lm=1448531148,Cristian Ansaldi,Cristian Daniel Ansaldi,15,Argentina,//tmssl.akamaized.net//images/flagge/verysmall/9.png?lm=1396275477,"6,00 mill. € ",42.0,"1,81m",ambidiestro,30,20/09/1986,30.06.2019,Defensa - Lateral izquierdo,30/07/2016,M.S.C. Management,Rosario  ,-
1057,tmssl.akamaized.net//images/portrait/header/84344-1455550447.jpg?lm=1455550465,Davide Santon,-,21,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,"5,50 mill. € ",42.0,"1,86m",derecho,26,02/01/1991,30.06.2018,Defensa - Lateral izquierdo,01/07/2015,CONTRATTO &amp; GOLLER,Portomaggiore  ,Nike
1058,tmssl.akamaized.net//images/portrait/header/79522-1410340265.jpg?lm=1433144965,Yuto Nagatomo,長友佑都,55,Japón,//tmssl.akamaized.net//images/flagge/verysmall/77.png?lm=1396275478,"4,30 mill. € ",42.0,"1,70m",ambidiestro,30,12/09/1986,30.06.2019,Defensa - Lateral izquierdo,01/07/2011,Roberto Tukada,"Saijo, Ehime  ",Nike
1059,tmssl.akamaized.net//images/portrait/header/55769-1410340129.jpg?lm=1433144742,Danilo D'Ambrosio,-,33,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,"8,00 mill. € ",42.0,"1,80m",derecho,28,09/09/1988,30.06.2018,Defensa - Lateral derecho,30/01/2014,G.E.V. Sport&amp;management; srl,Napoli  ,Nike
1060,tmssl.akamaized.net//images/portrait/header/149729-1413893424.jpg?lm=1433143678,João Mário,João Mário Naval da Costa Eduardo,6,Portugal,//tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1396275486,"35,00 mill. € ",42.0,"1,79m",derecho,24,19/01/1993,30.06.2021,Medio campo - Medio centro,28/08/2016,Sbsfoot,Porto  ,Nike
1061,tmssl.akamaized.net//images/portrait/header/156617-1416904660.jpg?lm=1433143708,Marcelo Brozovic,Marcelo Brozović,77,Croacia,//tmssl.akamaized.net//images/flagge/verysmall/37.png?lm=1396275477,"22,00 mill. € ",42.0,"1,81m",ambidiestro,24,16/11/1992,30.06.2021,Medio campo - Medio centro,01/07/2016,Miroslav Bicanic,Zagreb  ,Nike
1062,tmssl.akamaized.net//images/portrait/header/127189-1448967404.jpg?lm=1448967421,Geoffrey Kondogbia,-,7,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"19,00 mill. € ",42.0,"1,88m",izquierdo,24,15/02/1993 Feliz cumpleaños,30.06.2020,Medio campo - Medio centro,01/07/2015,MSM &amp; C SARL,Nemours  ,-
1063,tmssl.akamaized.net//images/portrait/header/197471-1486638156.jpg?lm=1486638167,Roberto Gagliardini,-,5,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,"8,00 mill. € ",42.0,"1,88m",derecho,22,07/04/1994,30.06.2021,Medio campo - Medio centro,01/07/2018,Gr Sports,Bergamo  ,Nike
1064,tmssl.akamaized.net//images/portrait/header/12249-1447239816.jpg?lm=1447239853,Éver Banega,Éver Maximiliano David Banega,19,Argentina,//tmssl.akamaized.net//images/flagge/verysmall/9.png?lm=1396275477,"19,00 mill. € ",42.0,"1,74m",derecho,28,29/06/1988,30.06.2019,Medio campo - Medio centro ofensivo,06/07/2016,Marcelo Simonian,Rosario  ,Nike
1065,tmssl.akamaized.net//images/portrait/header/42460-1448967579.jpg?lm=1448967589,Ivan Perisic,Ivan Perišić,44,Croacia,//tmssl.akamaized.net//images/flagge/verysmall/37.png?lm=1396275477,"25,00 mill. € ",42.0,"1,87m",ambidiestro,28,02/02/1989,30.06.2020,Delantero - Extremo izquierdo,30/08/2015,StarFactory Football Management S.A,Split  ,Nike
1066,tmssl.akamaized.net//images/portrait/header/37418-1448965567.jpg?lm=1448965691,Ăder,-,23,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,"11,00 mill. € ",42.0,"1,78m",derecho,30,15/11/1986,30.06.2020,-,01/07/2016,TMP SOCCER srl,Lauro MĂźller  ,Nike
1067,tmssl.akamaized.net//images/portrait/header/25488-1455552915.jpg?lm=1455552928,Antonio Candreva,-,87,Italia,//tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1396275478,"23,00 mill. € ",42.0,"1,81m",derecho,29,28/02/1987,30.06.2020,Delantero - Extremo derecho,03/08/2016,P&amp;P; Sport Management sam.,Roma  ,-
1068,tmssl.akamaized.net//images/portrait/header/244275-1473406706.jpg?lm=1473406729,Gabriel Barbosa,-,96,Brasil,//tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1396275477,"20,00 mill. € ",42.0,"1,78m",izquierdo,20,30/08/1996,30.06.2021,Delantero - Extremo derecho,30/08/2016,LIROMA AGENCIAMENTO ESPORTIVO LTD,São Bernardo do Campo  ,Nike
1069,tmssl.akamaized.net//images/portrait/header/45567-1448967724.jpg?lm=1448967746,Jonathan Biabiany,Jonathan Ludovic Biabiany,11,Francia,//tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1396275450,"5,00 mill. € ",42.0,"1,77m",derecho,28,28/04/1988,30.06.2019,Delantero - Extremo derecho,10/07/2015,Branchini Associati S.p.A.,Paris  ,Nike
