,Jugador,Temporada,Dato,Ultimo_club,Nuevo_club,Valor,Coste
7305,1126.0,06/07,01/01/2007,Juventus Buk.,Gloria Bistrita,-,Libre
7306,1127.0,16/17,04/07/2016,Jagiellonia,Fiorentina,"2,50 mill. €","3,20 mill. €"
7307,1127.0,13/14,01/07/2013,Jagiellonia II,Jagiellonia,-,-
7308,1127.0,12/13,01/07/2012,Jagiellonia U19,Jagiellonia II,-,-
7309,1128.0,16/17,01/07/2016,Fiorentina U19,Fiorentina,75 miles €,-
7310,1128.0,15/16,01/07/2015,Fiorentina U17,Fiorentina U19,-,-
7311,1129.0,16/17,01/07/2016,Cagliari,Fiorentina,"7,50 mill. €","3,50 mill. €"
7312,1129.0,15/16,30/06/2016,Fiorentina,Cagliari,"7,50 mill. €",Fin de préstamo
7313,1129.0,15/16,04/08/2015,Cagliari,Fiorentina,"6,00 mill. €","Tarifa de préstamo:1,50 mill. €"
7314,1129.0,14/15,30/06/2015,AS Roma,Cagliari,"6,00 mill. €",Fin de préstamo
7315,1129.0,14/15,24/07/2014,Cagliari,AS Roma,"10,00 mill. €","Tarifa de préstamo:2,00 mill. €"
7316,1129.0,08/09,01/07/2008,AC Milan,Cagliari,-,"5,00 mill. €"
7317,1129.0,07/08,30/06/2008,AS Pizzighettone,AC Milan,-,Fin de préstamo
7318,1129.0,07/08,01/07/2007,AC Milan,Cremonese,-,Préstamo
7319,1129.0,06/07,30/06/2007,AS Pizzighettone,AC Milan,-,Fin de préstamo
7320,1129.0,06/07,27/08/2006,AC Milan,AS Pizzighettone,-,Préstamo
7321,1129.0,05/06,01/07/2005,Milan U19,AC Milan,-,-
7322,1130.0,12/13,03/08/2012,Villarreal CF,Fiorentina,"7,00 mill. €","1,50 mill. €"
7323,1130.0,04/05,01/07/2004,San Lorenzo,Villarreal CF,-,?
7324,1130.0,02/03,01/01/2003,CASL U20,San Lorenzo,-,-
7325,1131.0,12/13,31/08/2012,Genoa CFC,Fiorentina,"1,30 mill. €","4,20 mill. €"
7326,1131.0,11/12,30/06/2012,Lecce,Genoa CFC,"1,30 mill. €",Fin de préstamo
7327,1131.0,11/12,01/07/2011,Genoa CFC,Lecce,"1,80 mill. €",Tarifa de préstamo:350 miles €
7328,1131.0,10/11,30/06/2011,Lecce,Genoa CFC,"1,80 mill. €",Fin de préstamo
7329,1131.0,10/11,01/01/2011,Genoa CFC,Lecce,"2,00 mill. €",Préstamo
7330,1131.0,09/10,01/07/2009,Estrella Roja,Genoa CFC,"1,75 mill. €","2,20 mill. €"
7331,1131.0,07/08,01/02/2008,FK Rad,Estrella Roja,75 miles €,Fin de préstamo
7332,1131.0,06/07,01/08/2006,Estrella Roja,FK Rad,-,Préstamo
7333,1131.0,06/07,01/07/2006,FK Rad,Estrella Roja,-,55 miles €
7334,1132.0,16/17,23/08/2016,Guadalajara,Fiorentina,"3,00 mill. €",Préstamo
7335,1132.0,14/15,06/01/2015,Salt Lake,Guadalajara,-,"2,50 mill. €"
7336,1132.0,12/13,19/01/2013,RSL Academy,Salt Lake,-,-
7337,1132.0,11/12,01/07/2011,Tigres UANL U20,RSL Academy,-,?
7338,1133.0,16/17,18/08/2016,RSC Anderlecht,Fiorentina,"3,00 mill. €","Tarifa de préstamo:1,00 mill. €"
7339,1133.0,16/17,06/07/2016,Genoa CFC,RSC Anderlecht,"3,00 mill. €","3,30 mill. €"
7340,1133.0,13/14,04/07/2013,Brescia,Genoa CFC,600 miles €,Libre
7341,1133.0,10/11,30/06/2011,Frosinone,Brescia,400 miles €,Fin de préstamo
7342,1133.0,10/11,01/01/2011,Brescia,Frosinone,700 miles €,Préstamo
7343,1133.0,08/09,30/06/2009,Celano,Brescia,50 miles €,Fin de préstamo
7344,1133.0,08/09,01/02/2009,Brescia,Celano,50 miles €,Préstamo
7345,1133.0,07/08,30/06/2008,Celano,Brescia,50 miles €,Fin de préstamo
7346,1133.0,07/08,01/08/2007,Brescia,Celano,-,Préstamo
7347,1133.0,07/08,01/07/2007,Brescia U19,Brescia,-,-
7348,1133.0,06/07,01/07/2006,AS Nancy U19,Brescia U19,-,Libre
7349,1134.0,16/17,16/08/2016,Hajduk Split,Fiorentina,"1,00 mill. €","1,00 mill. €"
7350,1134.0,15/16,11/08/2015,Rostov,Hajduk Split,"1,00 mill. €",Libre
7351,1134.0,13/14,01/07/2013,NK Istra 1961,Rostov,700 miles €,350 miles €
7352,1134.0,11/12,01/07/2011,Djurgardens IF,NK Istra 1961,100 miles €,Libre
7353,1134.0,08/09,01/03/2009,Hajduk Split II,Djurgardens IF,50 miles €,?
7354,1134.0,08/09,01/07/2008,Hajduk Split,Hajduk Split II,50 miles €,-
7355,1134.0,07/08,01/01/2008,Hajduk U19,Hajduk Split,-,-
7356,1134.0,06/07,01/07/2006,NK Osijek U19,Hajduk U19,-,75 miles €
7357,1135.0,16/17,31/08/2016,Peñarol,Fiorentina,"1,00 mill. €",Préstamo
7358,1135.0,15/16,05/02/2016,Wanderers,Peñarol,"1,00 mill. €",Libre
7359,1135.0,10/11,01/01/2011,Wanderers U19,Wanderers,-,-
7360,1136.0,14/15,31/08/2014,Hamburgo,Fiorentina,"5,00 mill. €","4,00 mill. €"
7361,1136.0,12/13,29/08/2012,Dinamo Zagreb,Hamburgo,"4,50 mill. €","4,00 mill. €"
7362,1136.0,07/08,30/06/2008,NK Lokomotiva,Dinamo Zagreb,100 miles €,Fin de préstamo
7363,1136.0,07/08,01/07/2007,Dinamo Zagreb,NK Lokomotiva,100 miles €,Préstamo
7364,1136.0,06/07,01/07/2006,Din. Zagreb U17,Dinamo Zagreb,-,-
7365,1136.0,05/06,01/07/2005,NK Zagreb U17,Din. Zagreb U17,-,Libre
7366,1137.0,16/17,09/08/2016,Aston Villa,Fiorentina,"5,00 mill. €",Préstamo
7367,1137.0,14/15,15/08/2014,Elche CF,Aston Villa,"4,00 mill. €","6,00 mill. €"
7368,1137.0,13/14,11/08/2013,Rangers Talca,Elche CF,"3,00 mill. €",?
7369,1137.0,12/13,30/06/2013,Valenciennes FC,Rangers Talca,"3,00 mill. €",Fin de préstamo
7370,1137.0,12/13,23/08/2012,Rangers Talca,Valenciennes FC,"3,00 mill. €",Préstamo
7371,1137.0,12/13,20/08/2012,Valenciennes FC,Rangers Talca,"3,00 mill. €",Libre
7372,1137.0,07/08,01/07/2007,River Plate,Valenciennes FC,-,"1,20 mill. €"
7373,1137.0,04/05,01/01/2005,Danubio FC,River Plate,-,?
7374,1137.0,02/03,01/01/2003,FC Danubio B,Danubio FC,-,-
7375,1138.0,12/13,01/08/2012,Villarreal CF,Fiorentina,"12,00 mill. €","7,00 mill. €"
7376,1138.0,11/12,02/07/2011,West Brom,Villarreal CF,"12,00 mill. €","6,00 mill. €"
7377,1138.0,10/11,30/06/2011,Villarreal CF,West Brom,"12,00 mill. €",Fin de préstamo
7378,1138.0,10/11,08/07/2010,West Brom,Villarreal CF,"5,00 mill. €",Préstamo
7379,1138.0,09/10,30/06/2010,RCD Mallorca,West Brom,"5,00 mill. €",Fin de préstamo
7380,1138.0,09/10,31/08/2009,West Brom,RCD Mallorca,"3,30 mill. €",Préstamo
7381,1138.0,08/09,22/08/2008,RCD Mallorca,West Brom,"3,80 mill. €","5,90 mill. €"
7382,1138.0,07/08,01/07/2007,R. M. Castilla,RCD Mallorca,300 miles €,gratuito
7383,1138.0,05/06,01/07/2005,Real Madrid C,R. M. Castilla,-,-
7384,1139.0,14/15,30/06/2015,FC Empoli,Fiorentina,"3,20 mill. €",Fin de préstamo
7385,1139.0,14/15,13/08/2014,Fiorentina,FC Empoli,"2,50 mill. €",Préstamo
7386,1139.0,13/14,30/06/2014,Cagliari,Fiorentina,"2,30 mill. €",Fin de préstamo
7387,1139.0,13/14,29/01/2014,Fiorentina,Cagliari,"2,30 mill. €",Préstamo
7388,1139.0,12/13,19/01/2013,Nacional,Fiorentina,500 miles €,"2,30 mill. €"
7389,1139.0,11/12,12/08/2011,Español,Nacional,250 miles €,?
7390,1139.0,09/10,01/01/2010,Central U19,Español,-,-
7391,1140.0,16/17,27/08/2016,Sevilla FC,Fiorentina,"3,00 mill. âŹ",Tarifa de prĂŠstamo:300 miles âŹ
7392,1140.0,13/14,10/08/2013,PeĂąarol,Sevilla FC,600 miles âŹ,"2,25 mill. âŹ"
7393,1140.0,10/11,01/05/2011,PeĂąarol U19,PeĂąarol,-,-
7394,1141.0,13/14,23/07/2013,US Palermo,Fiorentina,"9,50 mill. €","9,00 mill. €"
7395,1141.0,10/11,27/08/2010,Maribor,US Palermo,"1,00 mill. €","2,30 mill. €"
7396,1141.0,10/11,01/07/2010,NK Interblock,Maribor,500 miles €,80 miles €
7397,1141.0,08/09,01/07/2008,NK Bonifika,NK Interblock,-,?
7398,1141.0,07/08,01/07/2007,Britof,NK Bonifika,-,?
7399,1142.0,16/17,28/01/2017,FC Empoli,Fiorentina,"12,00 mill. €","Tarifa de préstamo:1,50 mill. €"
7400,1142.0,15/16,01/07/2015,AC Milan,FC Empoli,"8,00 mill. €","4,00 mill. €"
7401,1142.0,14/15,30/06/2015,FC Empoli,AC Milan,"3,00 mill. €",Fin de préstamo
7402,1142.0,14/15,16/01/2015,AC Milan,FC Empoli,"3,00 mill. €",Préstamo
7403,1142.0,13/14,01/07/2013,FC Empoli,AC Milan,"7,00 mill. €","4,80 mill. €"
7404,1142.0,10/11,01/07/2010,Empoli U19,FC Empoli,50 miles €,-
7405,1142.0,08/09,01/01/2009,Ravenna,Empoli U19,-,"1,35 mill. €"
7406,1142.0,08/09,01/07/2008,Ravenna U19,Ravenna,-,-
7407,1143.0,16/17,10/07/2016,FC Viitorul,Fiorentina,750 miles €,"2,00 mill. €"
7408,1143.0,14/15,01/07/2014,Ac. Hagi,FC Viitorul,25 miles €,-
7409,1144.0,16/17,25/07/2016,Maldonado,Fiorentina,"5,00 mill. €",Préstamo
7410,1144.0,16/17,24/07/2016,CA Vélez,Maldonado,200 miles €,"6,75 mill. €"
7411,1144.0,15/16,01/09/2015,CA Vélez U20,CA Vélez,-,-
7412,1145.0,13/14,30/06/2014,Crotone,Fiorentina,"1,20 mill. €",Fin de préstamo
7413,1145.0,13/14,02/09/2013,Fiorentina,Crotone,200 miles €,Préstamo
7414,1145.0,13/14,01/07/2013,Fiorentina U19,Fiorentina,200 miles €,-
7415,1145.0,11/12,01/07/2011,Fiorentina U17,Fiorentina U19,-,-
7416,1145.0,09/10,01/07/2009,Fiorentina Jgd.,Fiorentina U17,-,-
7417,1146.0,16/17,16/08/2016,FC Barcelona,Fiorentina,"10,00 mill. €",Tarifa de préstamo:500 miles €
7418,1146.0,15/16,30/06/2016,Fiorentina,FC Barcelona,"9,00 mill. €",Fin de préstamo
7419,1146.0,15/16,22/01/2016,FC Barcelona,Fiorentina,"11,00 mill. €",Préstamo
7420,1146.0,15/16,21/01/2016,FC Porto,FC Barcelona,"11,00 mill. €",Fin de préstamo
7421,1146.0,14/15,16/07/2014,FC Barcelona,FC Porto,"9,00 mill. €","Tarifa de préstamo:3,00 mill. €"
7422,1146.0,12/13,01/07/2012,FC Barcelona B,FC Barcelona,"5,00 mill. €",-
7423,1146.0,10/11,01/07/2010,Esp. Juvenil A,FC Barcelona B,-,Libre
7424,1146.0,08/09,01/07/2008,Espanyol Juv.,Esp. Juvenil A,-,-
7425,1146.0,07/08,01/07/2007,Barcelona Cad.,Espanyol Juv.,-,Libre
7426,1147.0,16/17,01/07/2016,Fiorentina U19,Fiorentina,100 miles €,-
7427,1147.0,14/15,01/07/2014,Fiorentina Jgd.,Fiorentina U19,-,-
7428,1148.0,15/16,14/08/2015,Dnipro,Fiorentina,"7,00 mill. €","5,50 mill. €"
7429,1148.0,11/12,12/08/2011,Blackburn,Dnipro,"4,50 mill. €","6,00 mill. €"
7430,1148.0,09/10,03/08/2009,Hajduk Split,Blackburn,"6,00 mill. €","7,00 mill. €"
7431,1148.0,06/07,30/06/2007,HNK Sibenik,Hajduk Split,780 miles €,Fin de préstamo
7432,1148.0,06/07,01/01/2007,Hajduk Split,HNK Sibenik,750 miles €,Préstamo
7433,1148.0,06/07,31/12/2006,NK Istra 1961,Hajduk Split,750 miles €,Fin de préstamo
7434,1148.0,06/07,01/08/2006,Hajduk Split,NK Istra 1961,750 miles €,Préstamo
7435,1148.0,05/06,01/07/2005,Hajduk U19,Hajduk Split,-,-
7436,1148.0,04/05,01/07/2004,Hajduk U17,Hajduk U19,-,-
7437,1148.0,03/04,01/07/2003,Hajduk Jgd.,Hajduk U17,-,-
7438,1149.0,13/14,30/06/2014,Modena FC,Fiorentina,"3,00 mill. €",Fin de préstamo
7439,1149.0,13/14,09/08/2013,Fiorentina,Modena FC,900 miles €,Préstamo
7440,1149.0,12/13,30/06/2013,Padova,Fiorentina,"1,00 mill. €",Fin de préstamo
7441,1149.0,12/13,11/07/2012,Fiorentina,Padova,"1,80 mill. €",Préstamo
7442,1149.0,11/12,09/05/2012,Racing,Fiorentina,"1,80 mill. €",Fin de préstamo
7443,1149.0,11/12,31/01/2012,Fiorentina,Racing,"2,00 mill. €",Tarifa de préstamo:350 miles €
7444,1149.0,09/10,01/07/2009,Fiorentina U19,Fiorentina,-,-
7445,1150.0,11/12,01/07/2011,Cagliari,Lazio,"5,50 mill. €","5,20 mill. €"
7446,1150.0,08/09,01/07/2008,UC AlbinoLeffe,Cagliari,"1,00 mill. €","6,70 mill. €"
7447,1150.0,06/07,01/07/2006,Biellese,UC AlbinoLeffe,50 miles €,?
7448,1150.0,05/06,01/08/2005,Torino,Biellese,50 miles €,Libre
7449,1150.0,04/05,30/06/2005,Pro Vercelli,Torino,50 miles €,Fin de préstamo
7450,1150.0,04/05,01/01/2005,Torino,Pro Vercelli,-,Préstamo
7451,1150.0,04/05,01/07/2004,Treviso,Torino,-,?
7452,1150.0,03/04,01/01/2004,Crotone,Treviso,-,?
7453,1150.0,03/04,01/07/2003,Pro Vercelli,Crotone,-,?
7454,1150.0,02/03,01/07/2002,Torino U19,Pro Vercelli,-,?
7455,1151.0,15/16,30/06/2016,Salernitana,Lazio,300 miles €,Fin de préstamo
7456,1151.0,15/16,17/07/2015,Lazio,Salernitana,300 miles €,Préstamo
7457,1151.0,12/13,31/01/2013,Lazio U19,Lazio,75 miles €,-
7458,1151.0,12/13,09/08/2012,Panionios U20,Lazio U19,-,Libre
7459,1152.0,15/16,30/06/2016,HNK Rijeka,Lazio,"1,75 mill. €",Fin de préstamo
7460,1152.0,15/16,05/02/2016,Lazio,HNK Rijeka,"1,50 mill. €",Préstamo
7461,1152.0,15/16,01/02/2016,HNK Rijeka,Lazio,"1,50 mill. €",700 miles €
7462,1152.0,12/13,04/02/2013,NK Osijek,HNK Rijeka,300 miles €,190 miles €
7463,1152.0,08/09,31/12/2008,FC Honka,NK Osijek,300 miles €,Fin de préstamo
7464,1152.0,08/09,08/08/2008,NK Osijek,FC Honka,300 miles €,Préstamo
7465,1152.0,06/07,30/06/2007,NK Vukovar 1991,NK Osijek,-,Fin de préstamo
7466,1152.0,06/07,01/07/2006,NK Osijek,NK Vukovar 1991,-,Préstamo
7467,1152.0,05/06,01/04/2006,NK Osijek U19,NK Osijek,-,-
7468,1153.0,16/17,29/08/2016,Atlantas,Lazio,50 miles âŹ,?
7469,1153.0,15/16,30/06/2016,Bournemouth,Atlantas,50 miles âŹ,Fin de prĂŠstamo
7470,1153.0,15/16,28/01/2016,Atlantas,Bournemouth,50 miles âŹ,PrĂŠstamo
7471,1153.0,14/15,01/01/2015,PFA,Atlantas,-,Libre
7472,1154.0,14/15,30/07/2014,Feyenoord,Lazio,"6,00 mill. €","7,00 mill. €"
7473,1154.0,09/10,17/07/2009,Feyenoord U19,Feyenoord,-,-
7474,1154.0,08/09,01/07/2008,Feyenoord Youth,Feyenoord U19,-,-
7475,1155.0,16/17,28/07/2016,Braga,Lazio,"6,00 mill. €","8,00 mill. €"
7476,1155.0,15/16,30/06/2016,Monaco,Braga,"3,50 mill. €",Fin de préstamo
7477,1155.0,14/15,23/08/2014,Braga,Monaco,100 miles €,Préstamo
7478,1155.0,14/15,01/07/2014,Cruzeiro,Braga,100 miles €,"9,50 mill. €"
7479,1155.0,12/13,01/01/2013,Cruzeiro B,Cruzeiro,-,-
7480,1156.0,16/17,17/08/2016,Rostov,Lazio,"5,00 mill. €","6,50 mill. €"
7481,1156.0,13/14,11/07/2013,Petro Luanda,Rostov,250 miles €,?
7482,1156.0,10/11,01/07/2010,eigene U19,Petro Luanda,-,-
7483,1157.0,15/16,01/07/2015,AZ Alkmaar,Lazio,"1,75 mill. €",Libre
7484,1157.0,14/15,01/07/2014,AZ Alkmaar U21,AZ Alkmaar,100 miles €,-
7485,1157.0,13/14,01/07/2013,AZ Alkmaar U19,AZ Alkmaar U21,-,-
7486,1157.0,11/12,01/07/2011,AZ U17,AZ Alkmaar U19,-,-
7487,1158.0,08/09,01/07/2008,Dinamo Bucarest,Lazio,"1,40 mill. €","4,50 mill. €"
7488,1158.0,07/08,30/06/2008,Lazio,Dinamo Bucarest,"1,40 mill. €",Fin de préstamo
7489,1158.0,07/08,01/01/2008,Dinamo Bucarest,Lazio,"1,40 mill. €",Tarifa de préstamo:900 miles €
7490,1158.0,06/07,01/07/2006,Dinamo II,Dinamo Bucarest,-,-
7491,1158.0,04/05,01/07/2004,Dinamo Bukarest U19,Dinamo II,-,-
7492,1159.0,16/17,22/07/2016,KV Oostende,Lazio,"4,00 mill. €","5,00 mill. €"
7493,1159.0,14/15,01/07/2014,RSC Anderlecht,KV Oostende,"1,00 mill. €",?
7494,1159.0,13/14,30/06/2014,KV Oostende,RSC Anderlecht,"1,00 mill. €",Fin de préstamo
7495,1159.0,13/14,27/08/2013,RSC Anderlecht,KV Oostende,600 miles €,Préstamo
7496,1159.0,11/12,01/12/2011,Anderlecht U21,RSC Anderlecht,100 miles €,-
7497,1159.0,11/12,01/07/2011,Anderlecht U19,Anderlecht U21,100 miles €,-
7498,1160.0,15/16,01/07/2015,Udinese Calcio,Lazio,"5,50 mill. €","10,50 mill. €"
7499,1160.0,14/15,30/06/2015,Lazio,Udinese Calcio,"5,50 mill. €",Fin de préstamo
7500,1160.0,14/15,01/07/2014,Udinese Calcio,Lazio,"6,00 mill. €",Tarifa de préstamo:500 miles €
7501,1160.0,08/09,30/06/2009,Lecce,Udinese,"1,20 mill. €",Fin de préstamo
7502,1160.0,08/09,01/08/2008,Udinese,Lecce,"1,75 mill. €",Préstamo
7503,1160.0,08/09,01/07/2008,Estrella Roja,Udinese,"1,75 mill. €",700 miles €
7504,1160.0,02/03,01/07/2002,Roter Stern U19,Estrella Roja,-,-
7505,1161.0,15/16,01/07/2015,FC Barcelona B,Lazio,800 miles €,Libre
7506,1161.0,12/13,01/07/2012,Barça Juvenil A,FC Barcelona B,-,-
7507,1161.0,11/12,01/07/2011,Barcelona Cad.,Barça Juvenil A,-,-
7508,1161.0,08/09,01/07/2008,Villarreal Jgd.,Barcelona Cad.,-,?
7509,1162.0,13/14,20/07/2013,RSC Anderlecht,Lazio,"8,00 mill. €","8,40 mill. €"
7510,1162.0,06/07,01/07/2006,Independiente,RSC Anderlecht,"4,00 mill. €","3,00 mill. €"
7511,1162.0,05/06,01/07/2005,Argentinos,Independiente,-,?
7512,1162.0,03/04,01/07/2003,Argentinos U20,Argentinos,-,-
7513,1163.0,15/16,06/08/2015,KRC Genk,Lazio,"4,00 mill. €","9,00 mill. €"
7514,1163.0,14/15,01/07/2014,Vojvodina,KRC Genk,400 miles €,"1,00 mill. €"
7515,1163.0,12/13,01/01/2013,Vojvodina II,Vojvodina,-,-
7516,1163.0,12/13,01/07/2012,Vojvodina U19,Vojvodina II,-,-
7517,1163.0,06/07,01/08/2006,GAK Jugend,Vojvodina U19,-,?
7518,1164.0,14/15,01/07/2014,Parma,Lazio,"6,00 mill. €","4,50 mill. €"
7519,1164.0,13/14,01/07/2013,AC Cesena,Parma,"4,50 mill. €","3,00 mill. €"
7520,1164.0,12/13,30/06/2013,Parma,AC Cesena,"4,50 mill. €",Fin de préstamo
7521,1164.0,12/13,07/07/2012,AC Cesena,Parma,"4,50 mill. €","Tarifa de préstamo:1,00 mill. €"
7522,1164.0,09/10,01/08/2009,Chievo Verona,AC Cesena,-,"3,50 mill. €"
7523,1164.0,09/10,01/07/2009,Hellas Verona,Chievo Verona,-,gratuito
7524,1164.0,08/09,01/07/2008,Foligno,Hellas Verona,-,?
7525,1164.0,07/08,01/07/2007,Pistoiese,Foligno,-,?
7526,1164.0,05/06,01/07/2005,Como,Pistoiese,-,?
7527,1164.0,04/05,01/07/2004,Como U19,Como,-,-
7528,1165.0,15/16,01/07/2015,Lazio U19,Lazio,300 miles €,-
7529,1165.0,13/14,01/07/2013,Lazio Jugend,Lazio U19,-,-
7530,1166.0,13/14,09/07/2013,Santos FC,Lazio,"6,00 mill. €","7,50 mill. €"
7531,1166.0,10/11,01/10/2010,Santos FC U20,Santos FC,-,-
7532,1167.0,11/12,01/07/2011,BSC Young Boys,Lazio,"2,50 mill. €","3,25 mill. €"
7533,1167.0,10/11,01/07/2010,Grasshoppers,BSC Young Boys,900 miles €,420 miles €
7534,1167.0,08/09,01/07/2008,AC Bellinzona,Grasshoppers,250 miles €,Libre
7535,1167.0,06/07,01/07/2006,Chur 97,AC Bellinzona,-,Libre
7536,1167.0,04/05,01/07/2004,Chur Jugend,Chur 97,-,-
7537,1168.0,16/17,31/01/2017,Avellino,Lazio,650 miles €,Fin de préstamo
7538,1168.0,16/17,26/08/2016,Lazio,Avellino,700 miles €,Préstamo
7539,1168.0,16/17,25/08/2016,Trapani,Lazio,700 miles €,Fin de préstamo
7540,1168.0,16/17,11/07/2016,Lazio,Trapani,700 miles €,Préstamo
7541,1168.0,15/16,30/06/2016,Modena FC,Lazio,700 miles €,Fin de préstamo
7542,1168.0,15/16,11/01/2016,Lazio,Modena FC,850 miles €,Préstamo
7543,1168.0,15/16,10/01/2016,Virtus Lanciano,Lazio,850 miles €,Fin de préstamo
7544,1168.0,15/16,03/08/2015,Lazio,Virtus Lanciano,"1,00 mill. €",Préstamo
7545,1168.0,14/15,30/06/2015,Ternana,Lazio,"1,00 mill. €",Fin de préstamo
7546,1168.0,14/15,30/07/2014,Lazio,Ternana,600 miles €,Préstamo
7547,1168.0,13/14,01/07/2013,Lazio U19,Lazio,350 miles €,-
7548,1168.0,12/13,01/07/2012,Lazio Jugend,Lazio U19,-,-
7549,1169.0,16/17,31/08/2016,FC Liverpool,Lazio,"4,00 mill. €","5,00 mill. €"
7550,1169.0,15/16,30/06/2016,RC Deportivo,FC Liverpool,"4,00 mill. €",Fin de préstamo
7551,1169.0,15/16,06/07/2015,FC Liverpool,RC Deportivo,"2,50 mill. €",Préstamo
7552,1169.0,14/15,30/06/2015,Málaga CF,FC Liverpool,"3,50 mill. €",Fin de préstamo
7553,1169.0,14/15,01/07/2014,FC Liverpool,Málaga CF,"6,00 mill. €",Préstamo
7554,1169.0,13/14,01/07/2013,Sevilla FC,FC Liverpool,"5,00 mill. €","8,00 mill. €"
7555,1169.0,12/13,30/06/2013,FC Barcelona B,Sevilla FC,"5,00 mill. €",Fin de préstamo
7556,1169.0,12/13,06/08/2012,Sevilla FC,FC Barcelona B,500 miles €,Tarifa de préstamo:200 miles €
7557,1169.0,11/12,01/07/2011,Sevilla Atl.,Sevilla FC,-,-
7558,1169.0,10/11,01/07/2010,Sevilla FC C,Sevilla Atl.,-,-
7559,1170.0,13/14,01/07/2013,Lazio U19,Lazio,300 miles €,-
7560,1170.0,11/12,01/07/2011,Barcelona Cad.,Lazio U19,-,300 miles €
7561,1170.0,10/11,30/06/2011,Cornellà Juveni,Barcelona Cad.,-,Fin de préstamo
7562,1170.0,10/11,01/07/2010,Barcelona Cad.,Cornellà Juveni,-,Préstamo
7563,1171.0,15/16,30/06/2016,Ancona,Lazio,350 miles €,Fin de préstamo
7564,1171.0,15/16,31/08/2015,Lazio,Ancona,250 miles €,Préstamo
7565,1171.0,14/15,30/06/2015,Trapani,Lazio,250 miles €,Fin de préstamo
7566,1171.0,14/15,12/07/2014,Lazio,Trapani,300 miles €,Préstamo
7567,1171.0,14/15,01/07/2014,Lazio U19,Lazio,300 miles €,-
7568,1171.0,12/13,01/07/2012,Lazio Jugend,Lazio U19,-,-
7569,1172.0,16/17,27/07/2016,Sevilla FC,Lazio,"10,00 mill. €","8,50 mill. €"
7570,1172.0,15/16,30/06/2016,Torino,Sevilla FC,"10,00 mill. €",Fin de préstamo
7571,1172.0,15/16,14/01/2016,Sevilla FC,Torino,"10,00 mill. €",Tarifa de préstamo:850 miles €
7572,1172.0,15/16,13/01/2016,Bor. Dortmund,Sevilla FC,"10,00 mill. €","11,00 mill. €"
7573,1172.0,15/16,12/01/2016,Sevilla FC,Bor. Dortmund,"10,00 mill. €",Fin de préstamo
7574,1172.0,15/16,12/07/2015,Bor. Dortmund,Sevilla FC,"12,00 mill. €","Tarifa de préstamo:3,00 mill. €"
7575,1172.0,14/15,02/07/2014,Torino,Bor. Dortmund,"18,00 mill. €","18,50 mill. €"
7576,1172.0,14/15,01/07/2014,Juventus,Torino,"18,00 mill. €","8,00 mill. €"
7577,1172.0,13/14,12/07/2013,Genoa CFC,Torino,"7,00 mill. €","2,75 mill. €"
7578,1172.0,12/13,01/07/2012,Juventus,Genoa CFC,"6,50 mill. €","4,00 mill. €"
7579,1172.0,11/12,30/06/2012,Pescara,Juventus,"6,50 mill. €",Fin de préstamo
7580,1172.0,11/12,17/08/2011,Juventus,Pescara,300 miles €,Préstamo
7581,1172.0,10/11,30/06/2011,Grosseto,Juventus,300 miles €,Fin de préstamo
7582,1172.0,10/11,24/01/2011,Juventus,Grosseto,300 miles €,Préstamo
7583,1172.0,10/11,23/01/2011,AC Siena,Juventus,300 miles €,Fin de préstamo
7584,1172.0,10/11,01/07/2010,Juventus U19,AC Siena,150 miles €,Préstamo
7585,1172.0,07/08,01/08/2007,Sorrento U19,Juventus U19,-,80 miles €
7586,1173.0,14/15,01/07/2014,FC Nantes,Lazio,"4,50 mill. €",Libre
7587,1173.0,08/09,01/07/2008,Estrella Roja,FC Nantes,"1,00 mill. €","2,00 mill. €"
7588,1173.0,07/08,30/06/2008,FC Nantes,Estrella Roja,"1,00 mill. €",Fin de préstamo
7589,1173.0,07/08,03/01/2008,Estrella Roja,FC Nantes,400 miles €,Tarifa de préstamo:200 miles €
7590,1173.0,06/07,30/06/2007,FK Rad,Estrella Roja,-,Fin de préstamo
7591,1173.0,06/07,01/07/2006,Estrella Roja,FK Rad,-,Préstamo
7592,1173.0,05/06,01/07/2005,Roter Stern U19,Estrella Roja,-,-
7593,1174.0,15/16,30/06/2016,Salernitana,Lazio,400 miles €,Fin de préstamo
7594,1174.0,15/16,01/02/2016,Lazio,Salernitana,500 miles €,Préstamo
7595,1174.0,15/16,31/01/2016,Crotone,Lazio,500 miles €,Fin de préstamo
7596,1174.0,15/16,17/07/2015,Lazio,Crotone,500 miles €,Préstamo
7597,1174.0,14/15,01/07/2014,Lazio U19,Lazio,500 miles €,-
7598,1174.0,12/13,31/08/2012,Barcelona Cad.,Lazio U19,-,Libre
7599,1175.0,16/17,01/07/2016,Lazio U19,Lazio,150 miles €,-
7600,1175.0,14/15,01/07/2014,Lazio Jugend,Lazio U19,-,-
7601,1176.0,16/17,31/08/2016,Manchester City,Torino,"17,00 mill. €",Préstamo
7602,1176.0,09/10,31/05/2010,Birmingham,Manchester City,"7,00 mill. €",Fin de préstamo
7603,1176.0,09/10,01/07/2009,Manchester City,Birmingham,"6,50 mill. €","Tarifa de préstamo:1,15 mill. €"
7604,1176.0,06/07,01/05/2007,Blackpool,Manchester City,900 miles €,Fin de préstamo
