,Jugador,Temporada,Dato,Ultimo_club,Nuevo_club,Valor,Coste
19613,3066.0,15/16,01/07/2015,Rio Ave FC,Benfica,"1,20 mill. €",500 miles €
19614,3066.0,12/13,01/07/2012,GD Ribeirão,Rio Ave FC,-,Libre
19615,3066.0,11/12,01/07/2011,Benfica U19,GD Ribeirão,-,Libre
19616,3066.0,10/11,01/07/2010,Benfica U17,Benfica U19,-,-
19617,3066.0,09/10,01/01/2010,São Paulo U17,Benfica U17,-,?
19618,3067.0,14/15,19/08/2014,QPR,Benfica,"1,50 mill. €",Libre
19619,3067.0,14/15,26/07/2014,Toronto FC,QPR,"2,50 mill. €",Fin de préstamo
19620,3067.0,13/14,14/02/2014,QPR,Toronto FC,"2,50 mill. €",Préstamo
19621,3067.0,12/13,29/08/2012,Inter,QPR,"15,00 mill. €",Libre
19622,3067.0,05/06,01/07/2005,Chievo Verona,Inter,"2,00 mill. €",Libre
19623,3067.0,04/05,01/01/2005,Flamengo,Chievo Verona,"2,00 mill. €",Libre
19624,3067.0,99/00,01/01/2000,Flamengo B,Flamengo,-,-
19625,3067.0,97/98,01/01/1998,Flamengo U19,Flamengo B,-,-
19626,3068.0,12/13,01/07/2012,Feirense,Benfica,900 miles €,Libre
19627,3068.0,09/10,01/07/2009,Trofense,Feirense,"1,00 mill. €",?
19628,3068.0,07/08,01/07/2007,Estrela Amadora,Trofense,300 miles €,?
19629,3068.0,04/05,01/07/2004,Salgueiros,Estrela Amadora,-,?
19630,3068.0,02/03,01/07/2002,Benfica,Salgueiros,-,?
19631,3068.0,01/02,01/07/2001,Barreirense,Benfica,-,?
19632,3068.0,00/01,01/07/2000,Gil Vicente,Barreirense,-,?
19633,3068.0,99/00,01/07/1999,Benfica,Gil Vicente,-,?
19634,3068.0,97/98,01/07/1997,Benfica U19,Benfica,-,-
19635,3069.0,15/16,01/07/2015,Benfica B,Benfica,"1,50 mill. €",-
19636,3069.0,12/13,01/07/2012,Västerås SK,Benfica B,-,"3,06 mill. €"
19637,3069.0,10/11,01/01/2011,Västerås U19,Västerås SK,-,-
19638,3069.0,09/10,01/01/2010,Västerås IK,Västerås U19,-,Libre
19639,3070.0,10/11,01/01/2011,Desp. Brasil,Benfica,200 miles €,"4,48 mill. €"
19640,3070.0,10/11,01/12/2010,Olhanense,Desp. Brasil,200 miles €,Fin de préstamo
19641,3070.0,10/11,01/07/2010,Desp. Brasil,Olhanense,50 miles €,Préstamo
19642,3070.0,09/10,01/05/2010,Estoril,Desp. Brasil,50 miles €,Fin de préstamo
19643,3070.0,09/10,01/07/2009,Desp. Brasil,Estoril,-,Préstamo
19644,3070.0,08/09,01/04/2009,Ituano,Desp. Brasil,-,Fin de préstamo
19645,3070.0,08/09,01/01/2009,Desp. Brasil,Ituano,-,Préstamo
19646,3070.0,08/09,01/10/2008,Iraty SC,Desp. Brasil,-,?
19647,3070.0,07/08,01/05/2008,Joinville,Iraty SC,-,Fin de préstamo
19648,3070.0,07/08,01/01/2008,Iraty SC,Joinville,-,Préstamo
19649,3070.0,07/08,01/12/2007,Avaí FC,Iraty SC,-,Fin de préstamo
19650,3070.0,06/07,01/06/2007,Iraty SC,Avaí FC,-,Préstamo
19651,3070.0,06/07,01/07/2006,Santos FC,Iraty SC,-,?
19652,3070.0,05/06,01/01/2006,EC Vitória,Santos FC,-,?
19653,3070.0,04/05,01/01/2005,Avaí FC,EC Vitória,-,?
19654,3071.0,13/14,30/06/2014,Getafe CF,Benfica,"6,00 mill. €",Fin de préstamo
19655,3071.0,13/14,01/09/2013,Benfica,Getafe CF,"7,00 mill. €",Préstamo
19656,3071.0,13/14,10/07/2013,Ars. de Sarandí,Benfica,"7,00 mill. €","4,00 mill. €"
19657,3071.0,10/11,01/07/2010,Chacarita Jrs,Ars. de Sarandí,400 miles €,Libre
19658,3071.0,08/09,01/01/2009,CACJ U20,Chacarita Jrs,-,-
19659,3072.0,03/04,01/08/2003,Cruzeiro,Benfica,-,"1,00 mill. €"
19660,3072.0,99/00,01/04/2000,CA Juventus,Cruzeiro,-,?
19661,3073.0,15/16,01/01/2016,FC Barcelona B,Benfica,"2,00 mill. €","2,10 mill. €"
19662,3073.0,12/13,01/07/2012,Barça Juvenil A,FC Barcelona B,100 miles €,-
19663,3073.0,11/12,01/07/2011,Barcelona Cad.,Barça Juvenil A,-,-
19664,3073.0,08/09,01/07/2008,Valencia Jugend,Barcelona Cad.,-,?
19665,3074.0,11/12,31/12/2011,Leiria,Benfica,500 miles €,Fin de préstamo
19666,3074.0,11/12,04/07/2011,Benfica,Leiria,500 miles €,Préstamo
19667,3074.0,11/12,01/07/2011,Belenenses,Benfica,500 miles €,Libre
19668,3074.0,08/09,01/07/2008,Belenenses U19,Belenenses,-,-
19669,3074.0,07/08,01/07/2007,Alverca U19,Belenenses U19,-,Libre
19670,3075.0,14/15,24/07/2014,Málaga CF,Benfica,"2,00 mill. €","1,20 mill. €"
19671,3075.0,10/11,01/07/2010,Lazio,Málaga CF,"4,00 mill. €","2,00 mill. €"
19672,3075.0,09/10,30/06/2010,Real Zaragoza,Lazio,"4,00 mill. €",Fin de préstamo
19673,3075.0,09/10,01/01/2010,Lazio,Real Zaragoza,"5,50 mill. €",Tarifa de préstamo:400 miles €
19674,3075.0,09/10,01/07/2009,Málaga CF,Lazio,"5,00 mill. €",900 miles €
19675,3075.0,07/08,01/07/2007,Belenenses,Málaga CF,200 miles €,Libre para traspaso
19676,3075.0,05/06,30/06/2006,Varzim,Belenenses,200 miles €,Fin de préstamo
19677,3075.0,05/06,01/07/2005,Belenenses,Varzim,200 miles €,Préstamo
19678,3075.0,02/03,01/07/2002,Belenenses U19,Belenenses,-,-
19679,3076.0,16/17,04/01/2017,Grêmio,Benfica,500 miles €,Libre
19680,3076.0,14/15,01/01/2015,Grêmio U19,Grêmio,-,-
19681,3077.0,15/16,01/07/2015,Benfica B,Benfica,600 miles €,-
19682,3077.0,12/13,30/06/2013,Fátima,Benfica B,-,Fin de préstamo
19683,3077.0,12/13,01/08/2012,Benfica B,Fátima,-,Préstamo
19684,3077.0,12/13,01/07/2012,Sintrense,Benfica B,-,Libre
19685,3077.0,11/12,01/07/2011,Sintrense U19,Sintrense,-,-
19686,3078.0,16/17,30/01/2017,UC Sampdoria,Benfica,"2,00 mill. €","6,00 mill. €"
19687,3078.0,15/16,02/07/2015,Benfica U17,UC Sampdoria,200 miles €,190 miles €
19688,3078.0,13/14,01/07/2013,Benfica Sub-15,Benfica U17,-,-
19689,3078.0,11/12,01/07/2011,Benfica CJ,Benfica Sub-15,-,-
19690,3079.0,13/14,24/08/2013,Olympiacos FC,Benfica,"2,50 mill. €","4,50 mill. €"
19691,3079.0,11/12,01/07/2011,Partizan,Olympiacos FC,"2,00 mill. €","3,00 mill. €"
19692,3079.0,08/09,02/07/2008,Hajduk Kula,Partizan,750 miles €,"1,20 mill. €"
19693,3079.0,06/07,01/07/2006,Hajduk Kula U19,Hajduk Kula,-,-
19694,3080.0,14/15,22/08/2014,Olympiacos FC,Benfica,"2,50 mill. €","10,00 mill. €"
19695,3080.0,12/13,30/06/2013,Panionios,Olympiacos FC,800 miles €,Fin de préstamo
19696,3080.0,12/13,31/08/2012,Olympiacos FC,Panionios,750 miles €,Préstamo
19697,3080.0,12/13,30/08/2012,Panionios,Olympiacos FC,750 miles €,350 miles €
19698,3080.0,09/10,01/01/2010,Panachaiki,Panionios,-,60 miles €
19699,3080.0,06/07,01/01/2007,PAO Vardas,Panachaiki,-,Libre
19700,3081.0,16/17,31/01/2017,Rio Ave FC,Benfica,800 miles €,?
19701,3081.0,15/16,30/06/2016,Braga,Rio Ave FC,"2,00 mill. €",Fin de préstamo
19702,3081.0,15/16,31/08/2015,Rio Ave FC,Braga,"2,00 mill. €",Préstamo
19703,3081.0,14/15,30/06/2015,Valencia CF,Rio Ave FC,"2,00 mill. €",Fin de préstamo
19704,3081.0,14/15,01/09/2014,Rio Ave FC,Valencia CF,"2,00 mill. €",Préstamo
19705,3081.0,12/13,01/07/2012,EC Bahia,Rio Ave FC,200 miles €,"2,20 mill. €"
19706,3081.0,11/12,01/01/2012,EC Bahia B,EC Bahia,-,-
19707,3081.0,10/11,01/01/2011,Bahia,EC Bahia B,-,-
19708,3082.0,13/14,30/06/2014,Espanyol,Benfica,"3,00 mill. €",Fin de préstamo
19709,3082.0,13/14,28/07/2013,Benfica,Espanyol,"6,00 mill. €",Préstamo
19710,3082.0,13/14,26/07/2013,Atlético Madrid,Benfica,"6,00 mill. €","14,00 mill. €"
19711,3082.0,12/13,30/06/2013,RC Deportivo,Atlético Madrid,"6,00 mill. €",Fin de préstamo
19712,3082.0,12/13,12/07/2012,Atlético Madrid,RC Deportivo,"4,50 mill. €",Préstamo
19713,3082.0,11/12,01/01/2012,Braga,Atlético Madrid,"7,50 mill. €","13,50 mill. €"
19714,3082.0,11/12,31/12/2011,Atlético Madrid,Braga,"7,50 mill. €",Fin de préstamo
19715,3082.0,11/12,22/08/2011,Braga,Atlético Madrid,"4,60 mill. €","Tarifa de préstamo:1,50 mill. €"
19716,3082.0,10/11,30/06/2011,Paços Ferreira,Braga,"4,60 mill. €",Fin de préstamo
19717,3082.0,09/10,01/01/2010,Braga,Paços Ferreira,-,Préstamo
19718,3082.0,09/10,31/12/2009,Covilhã,Braga,-,Fin de préstamo
19719,3082.0,09/10,01/07/2009,Braga,Covilhã,-,Préstamo
19720,3082.0,08/09,30/06/2009,GD Ribeirão,Braga,-,Fin de préstamo
19721,3082.0,08/09,15/08/2008,Braga,GD Ribeirão,-,Préstamo
19722,3082.0,08/09,01/01/2008,Braga U19,Braga,-,-
19723,3082.0,07/08,01/07/2007,Bragança,Braga U19,-,?
19724,3083.0,16/17,01/07/2016,Vitória Setúbal,Benfica,"1,50 mill. €",400 miles €
19725,3083.0,14/15,01/07/2014,Setúbal U19,Vitória Setúbal,-,-
19726,3083.0,13/14,01/07/2013,Setúbal FC U17,Setúbal U19,-,-
19727,3083.0,12/13,01/07/2012,Benfica U17,Setúbal FC U17,-,Libre
19728,3083.0,11/12,01/07/2011,Benfica Sub-15,Benfica U17,-,-
19729,3083.0,09/10,01/07/2009,Benfica CJ,Benfica Sub-15,-,-
19730,3084.0,15/16,30/06/2016,Al-Wakrah,Benfica,"3,00 mill. €",Fin de préstamo
19731,3084.0,15/16,06/08/2015,Benfica,Al-Wakrah,"4,00 mill. €",Préstamo
19732,3084.0,12/13,30/06/2013,Braga,Benfica,"4,00 mill. €",Fin de préstamo
19733,3084.0,11/12,01/01/2012,Benfica,Braga,"5,00 mill. €",Préstamo
19734,3084.0,08/09,01/07/2008,Belenenses,Benfica,"1,50 mill. €","1,00 mill. €"
19735,3084.0,03/04,01/07/2003,Belenenses U19,Belenenses,-,-
19736,3085.0,16/17,31/08/2016,Braga,Benfica,"15,00 mill. €","16,40 mill. €"
19737,3085.0,13/14,08/07/2013,Feirense,Braga,-,275 miles €
19738,3085.0,12/13,01/07/2012,Feirense U19,Feirense,-,-
19739,3085.0,11/12,01/07/2011,Alverca U19,Feirense U19,-,?
19740,3086.0,16/17,01/07/2016,CA Rosario,Benfica,"5,50 mill. €","4,10 mill. €"
19741,3086.0,14/15,01/07/2014,Rosario B,CA Rosario,-,-
19742,3086.0,13/14,01/07/2013,CA Rosario U19,Rosario B,-,-
19743,3087.0,12/13,31/07/2012,Atlético Madrid,Benfica,"10,00 mill. €","11,00 mill. €"
19744,3087.0,10/11,30/06/2011,Benfica,Atlético Madrid,"10,00 mill. €",Fin de préstamo
19745,3087.0,10/11,19/08/2010,Atlético Madrid,Benfica,"6,00 mill. €","Tarifa de préstamo:2,00 mill. €"
19746,3087.0,09/10,11/01/2010,CA Lanús,Atlético Madrid,"3,50 mill. €","8,00 mill. €"
19747,3087.0,08/09,01/07/2008,Lanus U20,CA Lanús,-,-
19748,3088.0,16/17,01/07/2016,Sporting CP,Benfica,"10,00 mill. €",Libre
19749,3088.0,11/12,01/07/2011,Alianza Lima,Sporting CP,400 miles €,690 miles €
19750,3088.0,10/11,01/07/2010,Al. Lima U19,Alianza Lima,-,-
19751,3089.0,16/17,05/07/2016,Partizan,Benfica,"6,50 mill. €",Libre
19752,3089.0,13/14,23/08/2013,Partizan U19,Partizan,-,-
19753,3090.0,14/15,12/09/2014,Sin equipo,Benfica,"8,00 mill. €",-
19754,3090.0,14/15,01/09/2014,Valencia CF,Sin equipo,"8,00 mill. €",-
19755,3090.0,10/11,01/01/2011,Grêmio,Valencia CF,"6,00 mill. €","1,25 mill. €"
19756,3090.0,08/09,31/12/2008,Portuguesa,Grêmio,900 miles €,Fin de préstamo
19757,3090.0,08/09,01/07/2008,Grêmio,Portuguesa,650 miles €,Préstamo
19758,3090.0,07/08,01/09/2007,Santos FC,Grêmio,-,460 miles €
19759,3090.0,05/06,01/01/2006,Guarani,Santos FC,-,?
19760,3090.0,04/05,01/01/2005,Guarani,Guarani,-,-
19761,3091.0,16/17,01/07/2016,FC Fulham,Benfica,"9,50 mill. €","7,00 mill. €"
19762,3091.0,15/16,30/06/2016,Benfica,FC Fulham,"9,50 mill. €",Fin de préstamo
19763,3091.0,15/16,06/08/2015,FC Fulham,Benfica,"8,50 mill. €",Tarifa de préstamo:800 miles €
19764,3091.0,14/15,30/06/2015,Olympiacos FC,FC Fulham,"8,50 mill. €",Fin de préstamo
19765,3091.0,14/15,31/08/2014,FC Fulham,Olympiacos FC,"7,00 mill. €","Tarifa de préstamo:3,50 mill. €"
19766,3091.0,13/14,31/01/2014,Olympiacos FC,FC Fulham,"7,20 mill. €","15,20 mill. €"
19767,3091.0,11/12,30/06/2012,Atromitos FC,Olympiacos FC,"3,50 mill. €",Fin de préstamo
19768,3091.0,11/12,02/08/2011,Olympiacos FC,Atromitos FC,"3,50 mill. €",Préstamo
19769,3091.0,10/11,30/06/2011,Panionios,Olympiacos FC,"3,50 mill. €",Fin de préstamo
19770,3091.0,10/11,12/01/2011,Olympiacos FC,Panionios,"3,50 mill. €",Préstamo
19771,3091.0,07/08,01/07/2007,M'gladbach II,Olympiacos FC,100 miles €,200 miles €
19772,3091.0,06/07,01/07/2006,M'gladbach U19,M'gladbach II,-,-
19773,3091.0,05/06,01/07/2005,Duisburg U17,M'gladbach U19,-,Libre
19774,3091.0,03/04,01/07/2003,Duisburg Jgd.,Duisburg U17,-,-
19775,3092.0,15/16,13/08/2015,AtlĂŠtico Madrid,Benfica,"5,00 mill. âŹ","22,00 mill. âŹ"
19776,3092.0,14/15,13/08/2014,AmĂŠrica,AtlĂŠtico Madrid,"10,00 mill. âŹ","10,50 mill. âŹ"
19777,3092.0,11/12,01/01/2012,America II,AmĂŠrica,-,-
19778,3092.0,10/11,01/07/2010,CF AmĂŠrica U20,America II,-,-
19779,3093.0,15/16,11/07/2015,Real Madrid,FC Porto,"6,00 mill. €",Libre
19780,3093.0,99/00,01/07/1999,R. M. Castilla,Real Madrid,-,-
19781,3093.0,98/99,01/07/1998,Real Madrid C,R. M. Castilla,-,-
19782,3093.0,97/98,01/07/1997,R. Madrid Cad.,Real Madrid C,-,-
19783,3094.0,16/17,01/07/2016,Porto B,FC Porto,"1,50 mill. €",-
19784,3094.0,15/16,25/01/2016,Marítimo,Porto B,"1,60 mill. €","1,20 mill. €"
19785,3094.0,13/14,01/07/2013,Marítimo B,Marítimo,100 miles €,-
19786,3094.0,12/13,01/07/2012,Marítimo U19,Marítimo B,-,-
19787,3094.0,11/12,01/07/2011,Benfica U19,Marítimo U19,-,Libre
19788,3094.0,10/11,01/01/2011,Merelinense,Benfica U19,-,Libre
19789,3095.0,16/17,01/07/2016,Porto B,FC Porto,50 miles €,-
19790,3095.0,15/16,01/07/2015,FC Porto U19,Porto B,-,-
19791,3095.0,13/14,01/07/2013,Dragon Force,FC Porto U19,-,-
19792,3096.0,14/15,11/08/2014,Rubin Kazan,FC Porto,"4,00 mill. €","2,65 mill. €"
19793,3096.0,13/14,30/06/2014,Olympiacos FC,Rubin Kazan,"4,00 mill. €",Fin de préstamo
19794,3096.0,13/14,24/01/2014,Rubin Kazan,Olympiacos FC,"4,00 mill. €",Préstamo
19795,3096.0,12/13,01/07/2012,Villarreal CF,Rubin Kazan,"3,75 mill. €","5,00 mill. €"
19796,3096.0,11/12,30/06/2012,Olympiacos FC,Villarreal CF,"3,75 mill. €",Fin de préstamo
19797,3096.0,11/12,01/07/2011,Villarreal CF,Olympiacos FC,"4,00 mill. €","Tarifa de préstamo:1,00 mill. €"
19798,3096.0,10/11,30/06/2011,Getafe CF,Villarreal CF,"4,00 mill. €",Fin de préstamo
19799,3096.0,10/11,01/07/2010,Villarreal CF,Getafe CF,"6,00 mill. €",Préstamo
19800,3096.0,09/10,01/07/2009,Racing,Villarreal CF,"3,00 mill. €","6,00 mill. €"
19801,3096.0,07/08,01/07/2007,Racing B,Racing,-,-
19802,3097.0,16/17,01/07/2016,Corinthians,FC Porto,"6,00 mill. €","6,20 mill. €"
19803,3097.0,15/16,15/01/2016,Coimbra-MG,Corinthians,"5,00 mill. €",?
19804,3097.0,15/16,14/01/2016,Corinthians,Coimbra-MG,"5,00 mill. €",Fin de préstamo
19805,3097.0,11/12,01/01/2012,Coimbra-MG,Corinthians,-,Préstamo
19806,3097.0,11/12,01/12/2011,Bragantino,Coimbra-MG,-,Fin de préstamo
19807,3097.0,11/12,01/08/2011,Coimbra-MG,Bragantino,-,Préstamo
19808,3097.0,11/12,01/07/2011,Bragantino,Coimbra-MG,-,?
19809,3097.0,10/11,01/01/2011,União Mogi,Bragantino,-,Libre
19810,3098.0,16/17,31/08/2016,Braga,FC Porto,"2,75 mill. €","5,00 mill. €"
19811,3098.0,15/16,01/07/2015,Braga B,Braga,"1,00 mill. €",-
19812,3098.0,14/15,01/10/2014,Braga,Braga B,"1,75 mill. €",-
19813,3098.0,14/15,01/09/2014,AJ Auxerre,Braga,"1,75 mill. €",Libre
19814,3098.0,10/11,01/02/2011,AJ Auxerre B,AJ Auxerre,-,-
19815,3098.0,09/10,01/07/2009,AJ Auxerre U19,AJ Auxerre B,-,-
19816,3098.0,08/09,01/07/2008,AJ Auxerre U17,AJ Auxerre U19,-,-
19817,3098.0,07/08,01/07/2007,Clairef. U17,AJ Auxerre U17,-,Libre
19818,3098.0,05/06,01/07/2005,Clairef. Jgd.,Clairef. U17,-,-
19819,3099.0,16/17,01/07/2016,Watford,FC Porto,"7,00 mill. €","6,00 mill. €"
19820,3099.0,15/16,30/06/2016,FC Porto,Watford,"7,00 mill. €",Fin de préstamo
19821,3099.0,15/16,31/08/2015,Watford,FC Porto,"3,00 mill. €",Tarifa de préstamo:500 miles €
19822,3099.0,14/15,09/01/2015,Granada CF,Watford,"3,00 mill. €",?
19823,3099.0,14/15,02/01/2015,América,Granada CF,"3,00 mill. €",?
19824,3099.0,10/11,01/07/2010,Atalanta,América,850 miles €,Libre
19825,3099.0,09/10,30/06/2010,América,Atalanta,850 miles €,Fin de préstamo
19826,3099.0,09/10,01/01/2010,Atalanta,América,650 miles €,Préstamo
19827,3099.0,09/10,01/07/2009,Veracruz,Atalanta,625 miles €,900 miles €
19828,3099.0,06/07,01/01/2007,Club Tijuana,Veracruz,-,?
19829,3099.0,06/07,01/07/2006,Querétaro FC,Club Tijuana,-,?
19830,3099.0,05/06,01/01/2006,Querétaro U20,Querétaro FC,-,-
19831,3100.0,16/17,12/07/2016,Galatasaray,FC Porto,"8,50 mill. €","6,50 mill. €"
19832,3100.0,15/16,30/06/2016,Inter de Milán,Galatasaray,"8,50 mill. €",Fin de préstamo
19833,3100.0,15/16,31/08/2015,Galatasaray,Inter de Milán,"6,50 mill. €","Tarifa de préstamo:1,30 mill. €"
19834,3100.0,13/14,23/01/2014,Grêmio,Galatasaray,"1,50 mill. €","6,15 mill. €"
19835,3100.0,12/13,01/01/2012,Juventude,Grêmio,-,380 miles €
19836,3100.0,10/11,01/01/2010,EC Juventude B,Juventude,-,-
19837,3101.0,15/16,15/07/2015,Benfica,FC Porto,"8,00 mill. €",Libre
19838,3101.0,07/08,27/08/2007,Defensor,Benfica,-,"5,70 mill. €"
19839,3101.0,01/02,01/01/2002,Defensor U19,Defensor,-,-
19840,3102.0,15/16,02/07/2015,Marítimo,FC Porto,"5,00 mill. €","4,50 mill. €"
19841,3102.0,13/14,01/08/2013,Parma,Marítimo,650 miles €,Libre
19842,3102.0,12/13,30/06/2013,Roda JC,Parma,650 miles €,Fin de préstamo
19843,3102.0,12/13,01/07/2012,Parma,Roda JC,500 miles €,Préstamo
19844,3102.0,10/11,30/06/2011,Aris,Parma,400 miles €,Fin de préstamo
19845,3102.0,10/11,01/01/2011,Parma,Aris,150 miles €,Préstamo
19846,3102.0,10/11,01/07/2010,Benfica U19,Parma,-,Libre
19847,3102.0,08/09,01/07/2008,Estoril U19,Benfica U19,-,Libre
19848,3102.0,07/08,01/07/2007,Estoril Juvenis,Estoril U19,-,-
19849,3103.0,14/15,01/07/2014,FC Porto U19,FC Porto,-,-
19850,3104.0,13/14,01/07/2013,CF Pachuca,FC Porto,"6,00 mill. €","11,00 mill. €"
19851,3104.0,11/12,01/07/2011,Pachuca II,CF Pachuca,100 miles €,-
19852,3104.0,10/11,30/06/2011,Tampico Madero,Pachuca II,100 miles €,Fin de préstamo
19853,3104.0,10/11,01/01/2011,Pachuca II,Tampico Madero,100 miles €,Préstamo
19854,3104.0,10/11,01/07/2010,CF Pachuca U20,Pachuca II,100 miles €,-
19855,3104.0,07/08,30/06/2008,CD Cuautla,CF Pachuca U20,-,Fin de préstamo
19856,3104.0,07/08,01/08/2007,CF Pachuca U20,CD Cuautla,-,Préstamo
19857,3104.0,07/08,01/07/2007,CF Pachuca U17,CF Pachuca U20,-,-
19858,3105.0,15/16,01/07/2015,Vit. Guimarães,FC Porto,"5,50 mill. €","1,50 mill. €"
19859,3105.0,12/13,01/07/2012,Varzim,Vit. Guimarães,150 miles €,Libre
19860,3105.0,10/11,31/12/2010,RC Deportivo B,Varzim,-,Fin de préstamo
19861,3105.0,10/11,01/07/2010,Varzim,RC Deportivo B,200 miles €,Préstamo
19862,3105.0,08/09,01/07/2008,FC Porto U19,Varzim,-,?
19863,3105.0,07/08,01/07/2007,Varzim,FC Porto U19,-,?
19864,3105.0,06/07,01/01/2007,Varzim U19,Varzim,-,-
19865,3106.0,14/15,16/07/2014,Granada CF,FC Porto,"4,00 mill. €","6,50 mill. €"
19866,3106.0,13/14,01/07/2013,Rennes,Granada CF,"4,00 mill. €","2,50 mill. €"
19867,3106.0,12/13,30/06/2013,Granada CF,Rennes,"4,00 mill. €",Fin de préstamo
19868,3106.0,12/13,31/08/2012,Rennes,Granada CF,"3,00 mill. €",Tarifa de préstamo:300 miles €
19869,3106.0,09/10,30/06/2010,Clermont Foot,Rennes,"1,50 mill. €",Fin de préstamo
19870,3106.0,09/10,03/07/2009,Rennes,Clermont Foot,50 miles €,Préstamo
19871,3106.0,08/09,01/07/2008,Rennes B,Rennes,-,-
19872,3107.0,15/16,30/06/2016,Vit. Guimarães,FC Porto,"3,25 mill. €",Fin de préstamo
19873,3107.0,14/15,02/02/2015,Porto B,Vit. Guimarães,"4,50 mill. €",Préstamo
19874,3107.0,14/15,01/09/2014,Internacional,FC Porto,"2,00 mill. €","2,50 mill. €"
19875,3107.0,12/13,01/07/2012,Sport Club Internacional B,Internacional,-,-
19876,3108.0,16/17,25/08/2016,Atlético Madrid,FC Porto,"14,00 mill. €",Préstamo
19877,3108.0,14/15,30/06/2015,FC Porto,Atlético Madrid,"11,00 mill. €",Fin de préstamo
19878,3108.0,14/15,01/07/2014,Atlético Madrid,FC Porto,"8,00 mill. €",Préstamo
19879,3108.0,13/14,30/06/2014,Villarreal CF,Atlético Madrid,"8,00 mill. €",Fin de préstamo
19880,3108.0,13/14,31/01/2014,Atlético Madrid,Villarreal CF,"8,00 mill. €",Préstamo
19881,3108.0,13/14,01/07/2013,Atl. Madrid B,Atlético Madrid,"4,00 mill. €",-
19882,3108.0,12/13,01/07/2012,At. Madrid Juv.,Atl. Madrid B,-,-
19883,3109.0,16/17,01/07/2016,FC Liverpool,FC Porto,"1,00 mill. €",Libre
19884,3109.0,14/15,31/05/2015,Brighton,FC Liverpool,500 miles €,Fin de préstamo
19885,3109.0,14/15,15/08/2014,FC Liverpool,Brighton,-,Préstamo
19886,3109.0,13/14,08/10/2013,Brentford,FC Liverpool,-,Fin de préstamo
19887,3109.0,13/14,10/09/2013,FC Liverpool,Brentford,-,Préstamo
19888,3109.0,11/12,31/01/2012,Sporting U19,FC Liverpool,-,"1,20 mill. €"
19889,3109.0,10/11,01/07/2010,Sporting Sub17,Sporting U19,-,-
19890,3109.0,08/09,01/07/2008,Sporting Sub-15,Sporting Sub17,-,-
19891,3109.0,07/08,01/07/2007,Sporting CJ,Sporting Sub-15,-,-
19892,3109.0,04/05,01/07/2004,Braga CJ,Sporting CJ,-,Libre
19893,3110.0,15/16,31/08/2015,FC Twente,FC Porto,"6,50 mill. €","10,50 mill. €"
19894,3110.0,13/14,26/08/2013,Monterrey,FC Twente,"1,30 mill. €","3,50 mill. €"
19895,3110.0,11/12,01/07/2011,Monterrey U20,Monterrey,-,-
19896,3111.0,16/17,26/08/2016,Atlético Madrid,FC Porto,"7,00 mill. €",Préstamo
19897,3111.0,16/17,06/07/2016,Paços Ferreira,Atlético Madrid,"3,00 mill. €","7,20 mill. €"
19898,3111.0,14/15,10/01/2015,Paços F. U19,Paços Ferreira,100 miles €,-
19899,3111.0,13/14,01/07/2013,Gondomar SC U19,Paços F. U19,-,?
19900,3112.0,16/17,01/07/2016,Porto B,FC Porto,"2,00 mill. €",-
19901,3112.0,13/14,01/07/2013,FC Porto U19,Porto B,-,-
19902,3112.0,12/13,01/07/2012,Dragon Force,FC Porto U19,-,-
19903,3113.0,16/17,08/08/2016,KAA Gent,FC Porto,"6,50 mill. €","6,00 mill. €"
19904,3113.0,14/15,01/07/2014,KV Oostende,KAA Gent,"1,00 mill. €",Libre
19905,3113.0,12/13,01/07/2012,Eendracht Aalst,KV Oostende,200 miles €,Libre
19906,3113.0,09/10,01/07/2009,RRC Péruwelz,Eendracht Aalst,-,Libre
19907,3113.0,06/07,01/07/2006,Desconocido,RRC Péruwelz,-,?
19908,3114.0,16/17,23/01/2017,Vit. Guimarães,FC Porto,"1,00 mill. €","3,50 mill. €"
19909,3114.0,16/17,01/11/2016,Paraibano-PB,Vit. Guimarães,"1,00 mill. €",500 miles €
19910,3114.0,16/17,31/10/2016,Vit. Guimarães,Paraibano-PB,"1,00 mill. €",Fin de préstamo
19911,3114.0,16/17,01/07/2016,Paraibano-PB,Vit. Guimarães,750 miles €,Préstamo
19912,3114.0,15/16,30/06/2016,Nacional,Paraibano-PB,750 miles €,Fin de préstamo
19913,3114.0,14/15,01/01/2015,Paraibano-PB,Nacional,25 miles €,Préstamo
19914,3114.0,14/15,31/12/2014,EC Pelotas (RS),Paraibano-PB,25 miles €,Fin de préstamo
19915,3114.0,13/14,01/02/2014,Paraibano-PB,EC Pelotas (RS),25 miles €,Préstamo
19916,3114.0,12/13,01/06/2013,Cerâmica,Paraibano-PB,25 miles €,Fin de préstamo
19917,3114.0,12/13,01/01/2013,Paraibano-PB,Cerâmica,25 miles €,Préstamo
19918,3114.0,11/12,01/01/2012,Sousa,Paraibano-PB,25 miles €,?
19919,3114.0,10/11,01/01/2011,Botafogo,Sousa,25 miles €,?
19920,3114.0,10/11,01/07/2010,América-RN,Botafogo,25 miles €,?
19921,3114.0,09/10,01/01/2010,Sousa,América-RN,25 miles €,Fin de préstamo
19922,3114.0,08/09,01/01/2009,Corinthians B,Sousa,-,Préstamo
19923,3114.0,07/08,01/12/2007,Fortaleza U20,Corinthians B,-,?
